species,median_lat
Plerotes anchietae,-10.560279999999999
Plesiobalaenoptera quarantellii,44.833332
Pliogulo dudleyi,31.554861
Podogymnura aureospinula,10.34
Podogymnura truei,8.1166
Podomys floridanus,29.204671
Podoxymys roraimae,5.21
Poecilogale albinucha,-1.3
Poelagus marjorita,3.733333
Pogonomys championi,-5.1
Pogonomys macrourus,-5.507733052241306
Pogonomys sylvestris,-5.910594409806638
Poiana leightoni,2.2667
Poiana richardsonii,2.2667
Poliocitellus franklinii,47.014175
Pongo abelii,3.5627095
Pontoporia blainvillei,-34.37
Porthocyon pugnator,27.75
Potamochoerus porcus,3.35
Potamogale velox,2.9667
Potorous gilbertii,-35
Potorous longipes,-37.38055
Potorous platyops,-36.9993055
Potos flavus,10.306799
Praomys aeta,-9.75
Praomys coetzeei,-8.873959
Praomys daltoni,10.06
Praomys degraaffi,-2.65
Praomys delectorum,-6.8833
Praomys derooi,9.75
Praomys fumatus,-0.716667
Praomys hartwigi,6.216
Praomys jacksoni,0.3333
Praomys lukolelae,-0.0667
Praomys minor,0.28
Praomys misonnei,4
Praomys morio,4.14
Praomys mutoni,0.6
Praomys petteri,1.07
Praomys rostratus,8.995
Praomys tullbergi,5.34087
Praomys verschureni,1.4
Presbytis chrysomelas,3.666667
Presbytis frontata,-2.337905
Presbytis natunae,4
Presbytis pileata,26.3333
Presbytis sabana,5.58333
Presbytis siamensis,3.7111764999999997
Presbytis thomasi,3.555349
Presbytis vetulus,6.7159
Priodontes maximus,4.91675
Prionailurus planiceps,2.92
Prionailurus rubiginosus,7.3
Prionailurus viverrinus,19.766667
Prionodon linsang,3.23
Prionomys batesi,3.883
Procapra gutturosa,46.986894
Procapra picticaudata,33.868938
Procapra przewalskii,36.8584405
Procavia jacksoni,0.441816
Procavia johnstoni,-2.555446
Procavia ruficeps,12
Procavia syriaca,32.041758
Procolobus verus,6.783333
Proconsul africanus,-0.3125
Proconsul heseloni,-0.333333
Proconsul nyanzae,-0.225
Procyon cancrivorus,-15.487035
Procyon pygmaeus,20.48861
Proechimys brevicauda,-4.45563
Proechimys canicollis,10.916665
Proechimys centralis,8.673872
Proechimys chrysaeolus,7.099458500000001
Proechimys cuvieri,4.33
Proechimys decumanus,-3.683333
Proechimys echinothrix,-3.316667
Proechimys gardneri,-6.583333
Proechimys guairae,7.32
Proechimys guyannensis,4.70858
Proechimys hoplomyoides,5.28
Proechimys kulinae,-6.75
Proechimys longicaudatus,-13.066667
Proechimys magdalenae,6.99
Proechimys mincae,11.15
Proechimys oconnelli,3.283333
Proechimys pattoni,-8.666667
Proechimys poliopus,9.93865
Proechimys quadruplicatus,-3.766667
Proechimys roberti,-4.68
Proechimys simonsi,-6.583333
Proechimys steerei,-6.75
Proechimys trinitatis,10.45
Proechimys trinitatus,10.62
Proechimys urichi,10.433333
Profelis aurata,1.05
Prohylobates tandyi,30.381111
Prolagus sardus,40.380833
Prolemur simus,-18.691583
Prometheomys schaposchnikowi,43.172816
Promops centralis,11.818423
Promops nasutus,-25.78745
Pronolagus crassicaudatus,-33.18
Pronolagus randensis,-24.513759
Pronolagus rupestris,-28.513098499999998
Pronolagus saundersiae,-33.946798
Propithecus candidus,-14.433333
Propithecus coquereli,-16.266667
Propithecus edwardsi,-21.300181
Propithecus tattersalli,-13.279844
Propliopithecus ankeli,29.450001
Propliopithecus haeckeli,29.450001
Prosciurillus murinus,0.7638
Prosciurillus rosenbergii,2.75
Prosciurillus weberi,-3
Proteles cristata,-19.332
Protepicyon raki,34.799999
Protochromys fellowsi,-5.87889168887072
Protoxerus aubinnii,6.455
Protoxerus stangeri,0.8333
Protungulatum donnae,47.799999
Psalidocyon marianae,42.292801
Psammomys obesus,31.033332
Psammomys vexillaris,33.92401
Pseudantechinus bilarni,-12.772126
Pseudantechinus macdonnellensis,-23.63059
Pseudantechinus mimulus,-15.832263
Pseudantechinus ningbing,-15.401667
Pseudantechinus woolleyae,-22.933333
Pseudocheirus corinnae,-3.98882
Pseudocheirus dahli,-13.5
Pseudocheirus peregrinus,-33.806016
Pseudochirops albertisii,-3.30869199091728
Pseudochirops archeri,-17.339653
Pseudochirops corinnae,-3.9167
Pseudochirops cupreus,-6.031030355065809
Pseudochirulus canescens,-1.106669
Pseudochirulus caroli,-3.5
Pseudochirulus cinereus,-16.458213
Pseudochirulus forbesi,-5.841
Pseudochirulus herbertensis,-17.427837
Pseudochirulus larvatus,-6.610833
Pseudochirulus mayeri,-5.5654
Pseudocynodictis pavidus,43.200001
Pseudohydromys berniceae,-10.2826
Pseudohydromys ellermani,-6.650036580889173
Pseudohydromys fuscus,-5.945741087099968
Pseudohydromys murinus,-7.431280408891414
Pseudohydromys occidentalis,-4.999587126325543
Pseudohydromys pumehanae,-6.573665396836847
Pseudois schaeferi,33.95
Pseudomys albocinereus,-30.140278
Pseudomys apodemoides,-35.8117
Pseudomys australis,-29.74647
Pseudomys bolami,-31.86316
Pseudomys calabyi,-13.42314
Pseudomys chapmani,-22.7
Pseudomys delicatulus,-15.381495
Pseudomys desertor,-23.698577
Pseudomys fieldi,-24.9
Pseudomys fumeus,-37.13
Pseudomys gouldii,-30.5
Pseudomys gracilicaudatus,-22.4478
Pseudomys hermannsburgensis,-25.350588
Pseudomys higginsi,-41.65
Pseudomys johnsoni,-18.75
Pseudomys nanus,-15.47609
Pseudomys novaehollandiae,-33.195553
Pseudomys occidentalis,-33
Pseudomys oralis,-30.154925
Pseudomys patrius,-22.2394135
Pseudomys shortridgei,-37.616
Pseudorca crassidens,6.3743925
Pseudoryx nghetinhensis,17.342537
Pseudoryzomys simplex,-22.608649999999997
Ptenochirus jagori,11.5017
Ptenochirus minor,10.77
Pteralopex anceps,-5.672592196693941
Pteralopex atrata,-9.500051500000001
Pteralopex flanneryi,-6.322506549819077
Pteralopex taki,-8.45754
Pteromys alboniger,23.761118
Pteromys momonga,36.5
Pteromys volans,60.861182
Pteromyscus pulverulentus,2.37
Pteronotus gymnonotus,10.3817
Pteronotus macleayii,18.20687
Pteronotus pristinus,21.8
Pteronotus quadridens,18.4333
Pteronura brasiliensis,-14.537879
Pteropus aldabrensis,-9.3592405
Pteropus alecto,-28.6588775
Pteropus brunneus,-27.387145
Pteropus caniceps,0.88
Pteropus chrysoproctus,-2.980287
Pteropus cognatus,-10.5735615
Pteropus conspicillatus,-16.25
Pteropus faunulus,7
Pteropus fundatus,-13.8389
Pteropus giganteus,12.42436
Pteropus gilliardorum,-4.4172
Pteropus griseus,-4.89382
Pteropus hypomelanus,9.1666
Pteropus insularis,7.374085
Pteropus keyensis,-5.651444
Pteropus livingstonii,-12.27
Pteropus lombocensis,-8.738603
Pteropus loochoensis,26.59155
Pteropus lylei,11.582786
Pteropus macrotis,-5.3694
Pteropus mahaganus,-8.024402
Pteropus mariannus,9.528306
Pteropus melanopogon,-3.122728
Pteropus molossinus,6.872509
Pteropus neohibernicus,-4.3667
Pteropus niger,-20.29532
Pteropus nitendiensis,-10.7199
Pteropus ornatus,-22.133329
Pteropus personatus,0.88
Pteropus pohlei,-1.24437
Pteropus poliocephalus,-33.6
Pteropus pselaphon,27.1227345
Pteropus pumilus,9.3833
Pteropus rennelli,-11.624204
Pteropus rodricensis,-19.665819
Pteropus rufus,-18.8
Pteropus scapulatus,-28.798411
Pteropus speciosus,5.133333
Pteropus subniger,-20.30084
Pteropus temminckii,-4.3333
Pteropus tonganus,-15.4416665
Pteropus vampyrus,7.451193
Pteropus vetulus,-22.25
Pteropus voeltzkowi,-5.166667
Pteropus woodfordi,-9.585651
Ptilocercus lowii,3.18
Pudu mephistophiles,2.483333
Pudu puda,-41.067155
Puma yagouaroundi,4.94075
Puma yaguarondi,6.092778
Punomys kofordi,-14.25466
Punomys lemminus,-16.683333
Pusa caspica,42.786364
Pusa sibirica,51.856226
Pygathrix nigripes,11.564848000000001
Pygeretmus platyurus,48
Pygeretmus pumilio,45.35546
Pygeretmus shitkovi,46.37
Pygoderma bilabiatum,-24.45
Raphicerus campestris,-23.987563
Raphicerus melanotis,-34.03487
Raphicerus sharpei,-22.703833500000002
Rattus adustus,32.7938815
Rattus andamanensis,21.9883
Rattus annandalei,3.17
Rattus argentiventer,-6.13
Rattus arrogans,-4.2
Rattus baluensis,6.0801
Rattus bontanus,-5.291385
Rattus burrus,7.237777
Rattus colletti,-12.5749
Rattus coucha,-9.116667
Rattus elaphinus,-1.828244
Rattus everetti,14.025961
Rattus exulans,-1.266667
Rattus giluwensis,-5.5654
Rattus hoffmanni,-1.30934
Rattus hoogerwerfi,3.995403
Rattus losea,23.254269999999998
Rattus macleari,-10.48271
Rattus mindorensis,13.2833
Rattus mollicomulus,-5.304112
Rattus mordax,-8.5
Rattus nativitatis,-10.48271
Rattus niobe,-5.8216122132740535
Rattus nitidus,27.23333
Rattus novaeguineae,-7.277650783283556
Rattus omichlodes,-4.066667
Rattus osgoodi,12.08333
Rattus palmarum,7
Rattus praetor,-4.533
Rattus pyctoris,34.583328
Rattus satarae,15.1906
Rattus sordidus,-17.14503
Rattus steini,-7.341957201655916
Rattus stoicus,10.766667
Rattus tiomanicus,-6.118123
Rattus verecundus,-5.8216122132740535
Rattus villosissimus,-25.737816
Rattus xanthurus,0.7638
Ratufa affinis,4.820401
Ratufa macroura,7.3
Redunca arundinum,-17.125
Redunca fulvorufula,-24.543238
Redunca redunca,10.9968665
Reithrodon auritus,-41.06
Reithrodon typicus,-33.883335
Reithrodontomys bakeri,17.615944
Reithrodontomys brevirostris,13.015929
Reithrodontomys burti,28.63175602059384
Reithrodontomys chrysopsis,19.266667
Reithrodontomys creper,9.673246448103
Reithrodontomys darienensis,8.8583
Reithrodontomys fulvescens,26.678055
Reithrodontomys gracilis,18.790575
Reithrodontomys hirsutus,20.551667
Reithrodontomys humulis,34.5697741667789
Reithrodontomys megalotis,35.68160577209314
Reithrodontomys mexicanus,16.133889
Reithrodontomys microdon,16.813889
Reithrodontomys montanus,35.919865
Reithrodontomys musseri,9.567
Reithrodontomys paradoxus,11.182418161095015
Reithrodontomys raviventris,38.02099453831717
Reithrodontomys rodriguezi,9.98333
Reithrodontomys spectabilis,20.37
Reithrodontomys tenuirostris,15.106111
Reithrodontomys zacatecae,23.820833
Rhabdomys pumilio,-26.05
Rhagomys longilingua,-13.100533
Rhagomys rufescens,-21.967778
Rheithrosciurus macrotis,3.75
Rheomys mexicanus,16.391667
Rheomys raptor,9.52884
Rheomys thomasi,13.8
Rheomys underwoodi,8.9139
Rhinoceros unicornis,27.403612
Rhinolophus acuminatus,7.0074305
Rhinolophus adami,-3.90376
Rhinolophus affinis,12.179
Rhinolophus alcyone,1.787139
Rhinolophus arcuatus,13.32854
Rhinolophus beddomei,12.4419845
Rhinolophus blasii,15.383333
Rhinolophus bocharicus,40.14
Rhinolophus borneensis,2.653333
Rhinolophus capensis,-31.8593025
Rhinolophus celebensis,-2.0595415
Rhinolophus chiewkweeae,2.65
Rhinolophus clivosus,1.016667
Rhinolophus coelophyllus,14.63
Rhinolophus cognatus,11.116667
Rhinolophus cohenae,-25.1737995
Rhinolophus convexus,4.466667
Rhinolophus cornutus,35.11111
Rhinolophus creaghi,5.533
Rhinolophus deckenii,-3.334861
Rhinolophus denti,-20.0333
Rhinolophus eloquens,0.25
Rhinolophus euryale,42.58262
Rhinolophus euryotis,-2.63
Rhinolophus formosae,24.310986
Rhinolophus francisi,2.191667
Rhinolophus fumigatus,1.333333
Rhinolophus guineensis,7.871499999999999
Rhinolophus hillorum,7.4510000000000005
Rhinolophus hipposideros,50.08242
Rhinolophus horaceki,32.701668
Rhinolophus inops,12.82673
Rhinolophus kahuzi,-2.2525
Rhinolophus landeri,-0.45143
Rhinolophus luctus,11.6286555
Rhinolophus mabuensis,-16.283888
Rhinolophus maclaudi,-1
Rhinolophus maendeleo,-6.9139455000000005
Rhinolophus malayanus,17.567
Rhinolophus marshalli,20.447
Rhinolophus mcintyrei,-5.1
Rhinolophus megaphyllus,-32.002077
Rhinolophus mehelyi,36.3
Rhinolophus microglobosus,19.55765
Rhinolophus monoceros,24.4129795
Rhinolophus mossambicus,-21.671
Rhinolophus osgoodi,27.049999
Rhinolophus paradoxolophus,22.333
Rhinolophus pearsonii,22.4
Rhinolophus philippinensis,9.18703
Rhinolophus pusillus,21.846
Rhinolophus rex,29.4333335
Rhinolophus robinsoni,6.68898
Rhinolophus rufus,13.791665
Rhinolophus ruwenzorii,1.36832
Rhinolophus sakejiensis,-11.283333
Rhinolophus schnitzleri,25.033333
Rhinolophus sedulus,3.25833
Rhinolophus shameli,14.867
Rhinolophus shortridgei,21.366667
Rhinolophus siamensis,20.153
Rhinolophus silvestris,-3.90376
Rhinolophus simulator,-15.319252
Rhinolophus smithersi,-18.284721
Rhinolophus stheno,10.032092500000001
Rhinolophus subbadius,21.66666
Rhinolophus subrufus,14.03275
Rhinolophus swinnyi,-15.319252
Rhinolophus tatar,-2.63
Rhinolophus thailandensis,18.583334
Rhinolophus thomasi,21.846
Rhinolophus trifoliatus,3.279165
Rhinolophus virgo,12.03
Rhinolophus willardi,-5.1025
Rhinolophus xinanzhongguoensis,28.227
Rhinolophus yunanensis,12.1071965
Rhinolophus ziama,8.273952
Rhinonicteris aurantia,-14.483333
Rhinophylla alethina,5.667778
Rhinophylla fischerae,-0.67224
Rhinophylla pumilio,4.38
Rhinopithecus avunculus,22.15
Rhinopithecus bieti,27.734772
Rhinopithecus brelichi,27.95
Rhinopithecus roxellana,30.4249995
Rhinopoma macinnesi,3.5
Rhinopoma muscatellum,30.8105495
Rhinosciurus laticaudatus,3.17
Rhipidomys austrinus,-21.437056
Rhipidomys caucensis,5.1352805
Rhipidomys couesi,-16.083333
Rhipidomys fulviventer,6.416667
Rhipidomys gardneri,-12.6
Rhipidomys ipukensis,-11.842778
Rhipidomys latimanus,5.89503
Rhipidomys leucodactylus,-9.633333
Rhipidomys macconnelli,5.27
Rhipidomys macrurus,-12.801667
Rhipidomys mastacalis,-14.833333
Rhipidomys modicus,-8.55
Rhipidomys nitela,3.75
Rhipidomys venezuelae,8.658332999999999
Rhipidomys venustus,1.95
Rhipidomys wetzeli,5.27
Rhizomys sinensis,29.083334
Rhizomys sumatrensis,15.33333
Rhogeessa aeneus,20.016444
Rhogeessa alleni,18.513889
Rhogeessa bickhami,13.66667
Rhogeessa genowaysi,15.382778
Rhogeessa gracilis,18.379444
Rhogeessa io,5.639782500000001
Rhogeessa menchuae,15.735504
Rhogeessa minutilla,9.88
Rhogeessa mira,18.6333335
Rhogeessa parvula,20.5526385
Rhogeessa tumida,17.48333
Rhynchocyon chrysopygus,-3.2637
Rhynchocyon claudi,3.4167
Rhynchocyon hendersoni,-10.6
Rhynchocyon stuhlmanni,1.05
Rhynchocyon swynnertoni,-7
Rhynchocyon udzungwensis,-7.63855
Rhynchogale melleri,-14.085993
Rhyncholestes raphanurus,-41.066666
Rhynchomys banahao,14.07706
Rhynchomys isarogensis,13.67
Rhynchomys soricoides,17.022131
Rhynchomys tapulao,15.48189
Rhynchonycteris naso,7.666667
Rodhocetus balochistanensis,30.088888
Romerolagus diazi,19.131248
Rousettus amplexicaudatus,9.28333
Rousettus celebensis,-1.183333
Rousettus lanosus,-0.27
Rousettus leachii,-4.25
Rousettus leschenaultii,17.1
Rousettus madagascariensis,-16.4407
Rousettus obliviosus,-11.4317405
Rousettus spinalatus,4.04427
Rubrisciurus rubriventer,-1.183333
Rucervus schomburgki,12.92292
Rungwecebus kipunji,-7.7973
Rusa alfredi,9.5417
Rusa marianna,6.9834
Ruwenzorisorex suncoides,-2.85
Saccolaimus flaviventris,-30.534914
Saccolaimus mixtus,-12.732666
Saccolaimus peli,3.7
Saccolaimus saccolaimus,-1
Saccopteryx antioquensis,5.667778
Saccopteryx bilineata,10.4166685
Saccopteryx canescens,6.05
Saccopteryx gymnura,4.529
Saccopteryx leptura,5.2667
Saccostomus mearnsi,0.335689
Saguinus geoffroyi,8.96598
Saguinus inustus,1.273365
Saguinus leucopus,5.654684
Saguinus niger,-5.2696035
Saguinus oedipus,9.5
Saguinus ursulus,-3.677047
Saharagalago misrensis,29.6
Sahelanthropus tchadensis,16.241667
Saiga borealis,47.597963
Saimiri cassiquiarensis,-3.734757
Saimiri ustus,-3.392985
Saimiri vanzolinii,-3.0891925000000002
Sairadelphys tocantinensis,-12.713056
Salanoia concolor,-18.91545
Salinomys delicatus,-32.7595835
Salpingotulus michaelis,29.549999
Salpingotus crassicauda,45.555444
Salpingotus kozlovi,37.03
Sapajus cay,-17.354654
Sapajus flavius,-6.834653
Sapajus libidinosus,-15.912796
Sapajus xanthosternos,-15.85
Sarcophilus harrisii,-42.08624
Sauromys petrophilus,-19.19
Saxatilomys paulinae,17.8
Scalopus aquaticus,33.881975
Scapanulus oweni,34.586527000000004
Scapanus latimanus,37.76941081530178
Scapanus orarius,46.65393978611909
Scapanus schultzi,43.8
Scapanus townsendii,45.6607
Scapteromys aquaticus,-33.65
Scapteromys tumidus,-34.75
Scaptochirus moschatus,37.869444
Scaptonyx fusicaudatus,28.116667
Scaptonyx fusicaudus,30.122999999999998
Schoinobates volans,-27.338445
Sciurotamias davidianus,34.505167
Sciurus aestuans,-20.08333
Sciurus alleni,25.368611
Sciurus annulatus,19.243711514032885
Sciurus anomalus,39.2178
Sciurus arizonensis,31.704791
Sciurus aureogaster,19.033333
Sciurus colliaei,21.560407122129057
Sciurus deppei,17.28263
Sciurus flammifer,4.42
Sciurus gilvigularis,-0.14333350000000006
Sciurus griseus,37.51436162813915
Sciurus igniventris,-0.983
Sciurus lis,37.558378
Sciurus nayaritensis,24.095947660918192
Sciurus oculatus,21.07068362034532
Sciurus pucheranii,5.075513
Sciurus pyrrhinus,-10.066667
Sciurus richmondi,12.171592457992638
Sciurus sanborni,-12.425
Sciurus spadiceus,-9.957237
Sciurus vareigatoides,13.65
Sciurus variabilis,9.2267
Sciurus yucatanensis,20.58242
Scleronycteris ega,3.17
Scolomys melanops,-0.66
Scolomys ucayalensis,-6.75
Scoteanax rueppellii,-32.83024
Scotinomys teguina,10.322626180033213
Scotinomys xerampelinus,9.473578094752547
Scotoecus albigula,0.1648
Scotoecus albofuscus,-1.1
Scotoecus hindei,0.219817
Scotoecus hirundo,1.016667
Scotoecus pallidus,30.0597445
Scotomanes ornatus,22.333
Scotonycteris bergmansi,-3.15663
Scotophilus andrewreborii,2.32036
Scotophilus borbonicus,-16.55
Scotophilus dinganii,-3.21667
Scotophilus heathii,22.08829
Scotophilus kuhlii,11.05
Scotophilus leucogaster,-12.75
Scotophilus livingstonii,3.03292
Scotophilus marovaza,-14.95
Scotophilus nigrita,7.7
Scotophilus nucella,5.9266665
Scotophilus nux,1.05
Scotophilus robustus,-18.83825
Scotophilus temminckii,-6.2006
Scotophilus trujilloi,-3.305915
Scotophilus wroughtoni,22.139963
Scotorepens balstoni,-31.1006585
Scotorepens greyii,-28.830748
Scotorepens orion,-33.200742
Scotorepens sanborni,-17.090278
Scotozous dormeri,24.21722
Scutisorex congicus,0.6051
Scutisorex somereni,-0.26414
Scutisorex thori,0.24128
Sekeetamys calurus,28.733334
Semnopithecus ajax,32.235612
Semnopithecus hector,28.489589
Semnopithecus hypoleucos,21.137817
Semnopithecus monspessulanus,43.318611
Semnopithecus natunae,4
Semnopithecus priam,7.805219
Semnopithecus schistaceus,28.461844
Semnopithecus subanus,6.3833
Setifer setosus,-19.14
Setonix brachyurus,-32
Sicista betulina,53.7709
Sicista caucasica,44.07
Sicista kluchorica,43.48
Sicista strandi,48.7
Sicista tianshanica,43
Sigmodon alleni,19.545602750171714
Sigmodon alstoni,5.6209
Sigmodon hirsutus,7.683333
Sigmodon leucotis,23.571354090025665
Sigmodon mascotensis,19.334167
Sigmodon ochrognathus,31.376809
Sigmodon peruanus,-3.516667
Sigmodon planifrons,16.232721788832688
Sigmodon toltecus,17.672386617604584
Sigmodon zanjonensis,14.5821
Sigmodontomys alfari,7.833335
Simias concolor,-1.719132
Simopithecus oswaldi,4.3
Sminthopsis archeri,-13.58
Sminthopsis bindi,-13.51858
Sminthopsis butleri,-11.528909
Sminthopsis crassicaudata,-30.41387
Sminthopsis dolichura,-31.244444
Sminthopsis douglasi,-20.90625
Sminthopsis fuliginosus,-34.066667
Sminthopsis gilberti,-32.691669
Sminthopsis granulipes,-32.690556
Sminthopsis griseoventer,-33.9158
Sminthopsis hirtipes,-27.308901499999997
Sminthopsis longicaudata,-23.60792
Sminthopsis macroura,-27.26085
Sminthopsis ooldea,-26.8003
Sminthopsis psammophila,-33.15853
Sminthopsis youngsoni,-22.383802
Solenodon cubanus,21.1502475
Solenodon marcanoi,18.33
Solisorex pearsoni,7.1
Solomys ponceleti,-6
Solomys sapientis,-6.833333
Sommeromys macrorhinos,-2.8181
Sommeromys macrorhinus,-2.133333
Sooretamys angouya,-25.665692
Sorex alaskanus,58.45
Sorex alpinus,47.16
Sorex antinorii,46.09682
Sorex araneus,52.7631
Sorex arcticus,48.52180999906408
Sorex arizonae,31.531145315944315
Sorex asper,43.2442
Sorex bairdi,45.43
Sorex bedfordiae,30.25
Sorex caecutiens,59.366667
Sorex camtschatica,59.716667
Sorex coronatus,44.46886
Sorex cylindricauda,30.25
Sorex daphaenodon,62.333333
Sorex emarginatus,22.065437194982024
Sorex excelsus,27.384099
Sorex fumeus,42.74549999905957
Sorex gaspensis,46.816667
Sorex gracillimus,47.233333
Sorex granarius,41.150002
Sorex haydeni,49.20158
Sorex hosonoi,35.95694
Sorex ibarrai,15.081667
Sorex isodon,59.716667
Sorex ixtlanensis,17.52
Sorex jacksoni,63.68959999925122
Sorex leucogaster,50.19
Sorex longirostris,35.396064
Sorex lyelli,37.91245
Sorex macrodon,18.849444
Sorex madrensis,14.9190465
Sorex maritimensis,45.08322692229853
Sorex mccarthyi,14.55
Sorex mediopua,19.56563582620618
Sorex merriami,37.118
Sorex milleri,25.27257933929149
Sorex minutissimus,61.63073
Sorex minutus,52.7631
Sorex mirabilis,44.35
Sorex monticolus,47.91789999906182
Sorex nanus,38.56687304419023
Sorex neomexicanus,32.957313
Sorex oreopolus,19.277778
Sorex orizabae,19.233333
Sorex pacificus,44.438344332972626
Sorex portenkoi,64.41666699926601
Sorex preblei,41.35454813363133
Sorex raddei,41
Sorex roboratus,61.2461
Sorex rohweri,46.73978099905861
Sorex salvini,15.46208
Sorex samniticus,42.16447
Sorex saussurei,19.328953870003836
Sorex sclateri,17.277778
Sorex sonomae,43.248646113459394
Sorex stizodon,16.736667
Sorex tenellus,38.25302740203695
Sorex thibetanus,34.93
Sorex trowbridgii,44.221140990636364
Sorex tundrensis,64.8
Sorex ugyunak,68.21644999935071
Sorex unguiculatus,44.99488
Sorex vagrans,45.52
Sorex ventralis,19.283333
Sorex veraecrucis,19.56226394036227
Sorex veraepacis,17.083333
Sorex volnuchini,46.59
Sorex yukonicus,65.302722
Soricomys kalinga,17.43
Soricomys leonardocoi,15.4662
Soricomys montanus,16.862869
Soricomys musseri,17.694214000000002
Soriculus irene,27.819773
Soriculus nigrescens,27.73333
Sotalia fluviatilis,-3.676351
Sotalia guianensis,5.30264
Sousa chinensis,9.105482
Sousa plumbea,16.8748205
Sousa sahulensis,-12.471039999999999
Sousa teuszii,13.839988
Spalacopus cyanus,-32.98087
Spalax giganteus,43.88347
Spalax microphthalmus,51.457460499999996
Spalax zemni,46.9377085
Speothos venaticus,-15.100023
Spermophilopsis leptodactylus,36.533329
Spermophilus alashanicus,43.55001
Spermophilus brevicauda,48
Spermophilus citellus,44.830232
Spermophilus dauricus,46.983265
Spermophilus musicus,43.28
Spermophilus pallidicauda,45.46281
Spermophilus relictus,42.2689905
Spermophilus taurensis,36.986627
Spermophilus xanthoprymnus,37.8564085
Sphaerias blanfordi,23.117
Sphaeronycteris toxophyllum,8.5156455
Spilocuscus kraemeri,-2.074946
Spilocuscus maculatus,-6.55
Spilocuscus papuensis,-0.483815
Spilocuscus wilsoni,-1.028229
Spilogale angustifrons,17.170278
Spilogale pygmaea,16.897619499999998
Srilankamys ohiensis,7.566667
Steatomys bocagei,-9.875
Steatomys caurinus,9.6
Steatomys cuppedius,16.053
Steatomys jacksoni,6.9166
Steatomys krebsii,-19.78
Steatomys opimus,4.0833
Steatomys parvus,-3.80175
Steatomys pratensis,-15.799754
Stenella attenuata,10.5
Stenella clymene,29.27
Stenella coeruleoalba,42.62218
Stenella doederleini,-8.29
Stenella frontalis,38.25
Stenella plumatilis,-7.01175
Steno bredanensis,20.705278
Stenocephalemys albipes,7.833334
Stenocephalemys albocaudata,7.7083335
Stenocephalemys griseicauda,7.916667
Stenoderma rufum,18.290199
Stochomys longicaudatus,0.567
Strigocuscus celebensis,-2.1996000000000002
Strigocuscus pelengensis,-1.300209
Strobodon stirtoni,42.799999
Sturnira angeli,15.39164
Sturnira aratathomasi,4.55
Sturnira bakeri,1.245
Sturnira bidens,0.816667
Sturnira bogotensis,4.621526
Sturnira burtonlimi,9.13
Sturnira erythromos,-5.611
Sturnira hondurensis,8.8799
Sturnira koopmanhilli,1.08333
Sturnira ludovici,16.21
Sturnira magna,-2.5815219346723763
Sturnira mistratensis,-0.30902699999999994
Sturnira mordax,8.93
Sturnira nana,-12.733
Sturnira oporaphilum,-13.133333
Sturnira parvidens,18.300556
Sturnira perla,0.495
Sturnira sorianoi,-17.45
Sturnira thomasi,16.174259
Sturnira tildae,4.3065
Styloctenium mindorensis,12.834
Styloctenium wallacei,-3.0605245
Stylodipus andrewsi,43.62437
Stylodipus sungorus,45.53867
Stylodipus telum,46.601717
Submyotodon latirostris,24.18459
Suncus ater,6.081715
Suncus etruscus,42.19
Suncus fellowesgordoni,7.3
Suncus hututsi,-2.60975
Suncus infinitesimus,-13.1127835
Suncus lixus,-8.51944
Suncus madagascariensis,-22.85
Suncus megalura,6.242778
Suncus montanus,7.3
Suncus remyi,0.7967
Suncus stoliczkanus,27.13333
Suncus varilla,-7.6948609999999995
Sundamys infraluteus,6.0801
Sundamys maxi,-7.161039
Sundamys muelleri,5.48
Sundasciurus brookei,2.85
Sundasciurus hippurus,5.0936765
Sundasciurus hoogstraali,12.05
Sundasciurus jentinki,6.0107465
Sundasciurus juvencus,9.7334
Sundasciurus lowii,5.303515
Sundasciurus mindanensis,8.642144538933838
Sundasciurus moellendorffi,11.9167
Sundasciurus philippinensis,8.3333
Sundasciurus rabori,8.8
Sundasciurus samarensis,10.75
Sundasciurus steerii,8.77
Sunkahetanka pahinsintewakpa,43
Surdisorex norae,-0.383283
Surdisorex polulus,-0.1527
Suricata suricatta,-26.98
Sus ahoenobarbus,9.75
Sus cebifrons,9.367037
Sus celebensis,0.316667
Sus gadarensis,32.67
Sus oliveri,10.233333
Sus philippensis,7.93335
Sus verrucosus,-7.5
Syconycteris australis,-6.25
Syconycteris carolinae,0.88
Syconycteris hobbit,-5.5
Sylvicapra grimmia,7.113489
Sylvilagus aquaticus,30.37445
Sylvilagus cognatus,34.70668609181302
Sylvilagus cunicularius,19.283333
Sylvilagus dicei,9.55
Sylvilagus graysoni,21.5
Sylvilagus insonus,17.521389
Sylvilagus nuttallii,40.71821396343701
Sylvilagus obscurus,36.10376008100913
Sylvilagus palustris,28.074285
Sylvilagus robustus,30.632999
Sylvilagus tapetillus,14.9
Sylvilagus transitionalis,41.774061
Sylvisorex howelli,-6.388889
Sylvisorex johnstoni,0.583
Sylvisorex konganensis,2.78
Sylvisorex lunaris,-1.0667
Sylvisorex morio,4.2
Sylvisorex ollula,0.3234
Sylvisorex vulcanorum,-2.27114
Synaptomys borealis,62.05
Synaptomys cooperi,39.49739421138275
Syntheosciurus brochus,10.1468635
Tachyoryctes ankoliae,-2.23954
Tachyoryctes annectens,-0.733333
Tachyoryctes audax,-0.41667
Tachyoryctes daemon,-3.1719085
Tachyoryctes ibeanus,-1.25
