species,median_lat
Hybomys trivirgatus,5.77
Hybomys univittatus,0.5
Hydrictis maculicollis,0.062528
Hydrochoeris hydrochaeris,-16.483166
Hydrochoerus hydrochaeris,5.05
Hydrochoerus isthmius,9.015055
Hydromys chrysogaster,-34.8629
Hydromys hussoni,-3.927778
Hydromys ziegleri,-3.6522606249568788
Hydrurga leptonyx,-53.016
Hyemoschus aquaticus,5.2900385
Hyladelphys kalinowskii,3.836013
Hylaeamys acritus,-14.7672
Hylaeamys laticeps,-15.35
Hylaeamys megacephalus,0.466667
Hylaeamys oniscus,-14.816666
Hylaeamys perenensis,-6.75
Hylaeamys yunganus,-2.516667
Hylobates albibarbis,-1.216111
Hylobates klossii,1.066667
Hylobates moloch,-6.7736
Hylobates pileatus,14.4205
Hylochoerus meinertzhageni,-0.166667
Hylomys megalotis,17.55
Hylomyscus aeta,0.8333
Hylomyscus alleni,3.92
Hylomyscus arcimontensis,-6.91585
Hylomyscus baeri,6.38
Hylomyscus carillus,-9.125
Hylomyscus endorobae,-0.239433
Hylomyscus grandis,6.22
Hylomyscus heinrichorum,-12.46667
Hylomyscus kaimosae,-0.082
Hylomyscus kerbispeterhansi,0.99973
Hylomyscus pamfi,7.43
Hylomyscus parvus,-0.25
Hylomyscus simus,6.48
Hylomyscus stella,0.501044
Hylomyscus walterverheyeni,2.783
Hylonycteris underwoodi,16.462361
Hylopetes alboniger,25.299999
Hylopetes bartelsi,-6.8269
Hylopetes nigripes,9.73
Hylopetes platyurus,2.92
Hylopetes spadiceus,2.37
Hylopetes winstoni,4.733461
Hyomys dammermani,-3.9167
Hyomys goliath,-7.448839257889464
Hyosciurus heinrichi,-2.8181
Hyosciurus ileile,1.10607
Hyperacrius fertilis,35.459584
Hyperacrius wynnei,34.541
Hyperoodon ampullatus,43.8785
Hyperoodon planifrons,-47.806667
Hypogeomys antimena,-20.066668
Hypsignathus monstrosus,4.380333500000001
Hypsiprymnodon moschatus,-17.2
Hypsugo alaschanicus,43.644999999999996
Hypsugo anchietae,-20.07481
Hypsugo arabicus,25.45
Hypsugo ariel,16.65
Hypsugo bodenheimeri,30.94
Hypsugo cadornae,22.367
Hypsugo imbricatus,-6.597855
Hypsugo joffrei,27.75
Hypsugo kitcheneri,5.83333
Hypsugo macrotis,-0.31688
Hypsugo musciculus,2.98333
Hypsugo pulveratus,17.567
Hypsugo savii,43.18476
Hypsugo vordermanni,7.116667
Hystrix africaeaustralis,-32.25
Hystrix crassispinis,4.56667
Hystrix cristata,17.937374499999997
Hystrix indica,32.02
Hystrix javanica,-7.7081885
Hystrix pumila,9.925
Hystrix sumatrae,-4.133333
Ia io,25.921425
Icaronycteris index,41.8025
Ichneumia albicauda,-0.283401
Ichthyomys hydrobates,7.3876855
Ictidomys parvidens,30.490999
Ictonyx striatus,-14.625
Ictops dakotensis,43.0500015
Idionycteris phyllotis,33.37404812917497
Idiurus macrotis,1.45835
Idiurus zenkeri,0.5
Indopacetus pacificus,-4.709722
Indri indri,-18.68684
Inia araguaiaensis,-0.39
Iomys horsfieldii,5.98333
Irenomys tarsalis,-41.066666
Isolobodon montanus,18.32
Isolobodon portoricensis,18.32
Isoodon fusciventer,-32.5
Isothrix barbarabrownae,-13.100533
Isothrix bistriata,-4.874420499999999
Isothrix pagurus,-2.8120060000000002
Isothrix sinnamariensis,3.508
Isthmomys flavidus,8.78333
Jaculus blanfordi,31.433167
Jaculus orientalis,31.583334
Janjucetus hunderi,-38.3587515
Juliomys ossitenuis,-25.046805499999998
Juliomys pictipes,-24.283333
Juliomys ximenezi,-29.16
Juscelinomys huanchacae,-14.6092
Kadarsanomys sodyi,-6.9178
Kannabateomys amblyonyx,-24.333334
Kenyapithecus wickeri,0.166
Kerivoula africana,0.8
Kerivoula argentata,-10.95
Kerivoula cuprosa,0.3561
Kerivoula hardwickii,15.2
Kerivoula intermedia,3.717
Kerivoula kachinensis,18.439
Kerivoula krauensis,3.717
Kerivoula lanosa,0.56245
Kerivoula lenis,2.653333
Kerivoula minuta,5.65
Kerivoula papillosa,5.824999999999999
Kerivoula pellucida,6.7197949999999995
Kerivoula phalaena,5.3
Kerivoula picta,10.873245
Kerivoula smithii,1.25
Kerivoula titania,16.4185
Kerivoula whiteheadi,12.84097
Kerodon acrobata,-13.73497
Kerodon rupestris,-7.073823
Kobus anselli,-8.9
Kobus megaceros,8.67699
Kobus vardonii,-12.92935
Kogia breviceps,29.175
Kogia sima,27.432122034470375
Komodomys rintjanus,-8.65381
Kunsia fronto,-15.841251
Kunsia tomentosus,-13.7825
Laccopithecus robustus,25.016666
Laephotis angolensis,-18.166667
Laephotis botswanae,-15.98575
Laephotis namibensis,-23.55
Laephotis wintoni,0.43794
Lagenodelphis hosei,-20.766667
Lagenorhynchus acutus,44.245166
Lagenorhynchus albirostris,55.253963
Lagenorhynchus australis,-50.5499995
Lagenorhynchus cruciger,-54.638838
Lagenorhynchus obliquidens,36.6368985
Lagenorhynchus obscurus,-42.487728000000004
Lagidium peruanum,-16.643887
Lagidium wolffsohni,-47.1906855
Lagorchestes asomatus,-22.25
Lagorchestes conspicillatus,-19.815
Lagorchestes hirsutus,-25.1
Lagorchestes leporides,-34.18
Lagostomus maximus,-31.9599
Lagostrophus fasciatus,-24.9
Lagothrix flavicauda,-5.909764
Lagurus lagurus,52.7025
Lamottemys okuensis,6.22
Laonastes aenigmamus,17.44
Lariscus hosei,5.8514479999999995
Lariscus insignis,2.37
Lariscus niobe,-1.71759
Lariscus obscurus,-2.707515
Lasionycteris noctivagans,39.3530505
Lasiopodomys brandtii,47.43276
Lasiopodomys mandarinus,40.94157
Lasiorhinus krefftii,-22.366667
Lasiorhinus latifrons,-33.94897
Lasiurus atratus,4.533
Lasiurus borealis,35.360239
Lasiurus ebenus,-24.166666
Lasiurus minor,18.28
Lasiurus pfeifferi,22.666667
Lasiurus seminolus,30.656889
Lasiurus varius,-41.856879
Latidens salimalii,9.362122
Lavia frons,3.733333
Leggadina forresti,-29.34788
Leggadina lakedownensis,-17.4
Lemmiscus curtatus,49.34141
Lemmus amurensis,57.29624
Lemmus lemmus,62.6316105
Lemmus portenkoi,71.26667
Lemmus sibiricus,70.6364669613306
Lemmus trimucronatus,64.319444
Lemniscomys bellieri,6.2
Lemniscomys griselda,-11.625
Lemniscomys hoogstraali,10.43
Lemniscomys linulus,9.42
Lemniscomys macculus,3.883
Lemniscomys mittendorfi,6.22
Lemniscomys rosalia,-15.57
Lemniscomys striatus,0.5
Lemniscomys zebra,10.5683
Lemur catta,-22.405076
Lenomys meyeri,0.7638
Lenothrix canus,3.17
Lenoxus apicalis,-14.20604
Leontopithecus chrysomelas,29.463525
Leontopithecus chrysopygus,-22.610333
Leontopithecus rosalia,-19.935556
Leopardus braccatus,-18.9416665
Leopardus colocolo,-29.911935
Leopardus geoffroyi,-30.339440500000002
Leopardus guigna,-40.835615000000004
Leopardus guttulus,-20.018056
Leopardus pajeros,-37.154277
Leopardus tigrinus,4.6
Leopardus wiedii,15.9163695
Leopoldamys ciliatus,0.097273
Leopoldamys edwardsi,25.466669
Leopoldamys neilli,14.62
Leopoldamys sabanus,3.23
Lepilemur aeeclis,-15.879999999999999
Lepilemur ahmansonorum,-16.04
Lepilemur ankaranensis,-12.8780845
Lepilemur betsileo,-20.38
Lepilemur dorsalis,-13.8
Lepilemur edwardsi,-16.229
Lepilemur fleuretae,-24.77
Lepilemur grewcockorum,-15.22
Lepilemur hollandorum,-16.32
Lepilemur jamesorum,-23.0277
Lepilemur leucopus,-25.001621
Lepilemur microdon,-21.2167
Lepilemur milanoii,-13.15
Lepilemur mittermeieri,-13.63
Lepilemur mustelinus,-19.648217000000002
Lepilemur otto,-15.5
Lepilemur petteri,-23.69
Lepilemur randrianasoloi,-19.050575000000002
Lepilemur ruficaudatus,-20.179037
Lepilemur sahamalazensis,-14.408591000000001
Lepilemur scottorum,-15.666965000000001
Lepilemur seali,-15.335278
Lepilemur septentrionalis,-12.916667
Lepilemur tymerlachsoni,-13.428564
Lepilemur wrightae,-23.54
Leporillus apicalis,-25.8
Leporillus conditor,-32.29592
Leptailurus serval,-8.933333
Leptomys ernstmayri,-4.708373292588988
Leptomys paulus,-9.891318958177195
Leptomys signatus,-6.5509455730780655
Leptonychotes weddellii,-68.4958
Leptonycteris curasoae,18.365278
Leptonycteris nivalis,20.314176
Leptonycteris yerbabuenae,20.40361
Lepus alleni,28.757222
Lepus americanus,47.589241
Lepus arcticus,66.133
Lepus callotis,20.622222
Lepus castroviejoi,43.02
Lepus comus,30.6962105
Lepus coreanus,37.291111
Lepus corsicanus,42.31877
Lepus crawshayi,-0.820994
Lepus douglasii,56.51521
Lepus fagani,7.779497
Lepus flavigularis,16.223713
Lepus granatensis,39.580000999999996
Lepus habessinicus,8.903015
Lepus hainanus,19.514484
Lepus insularis,24.4683
Lepus mandshuricus,45.06667
Lepus microtis,-9.68
Lepus nigricollis,12.117811499999998
Lepus othus,64.683333
Lepus peguensis,14.04
Lepus saxatilis,-25.9075075
Lepus siamensis,18.494089
Lepus sinensis,23.8501545
Lepus starcki,6.854168
Lepus talai,45.34310691733805
Lepus tigrensis,15.666959
Lepus tolai,44.685833
Lepus townsendii,47.60149380065164
Lepus yarkandensis,39.76667
Lestodelphys halli,-41.22
Lestoros inca,-13.177733
Liberiictis kuhni,6.174
Lichonycteris obscura,10.408007657857873
Limnogale mergulus,-18.728285
Limnomys bryophilus,8.1583
Limnomys sibuanus,8.1583
Liomys adspersus,7.5
Liomys irroratus,20.141111
Liomys pictus,19.454167
Liomys salvini,13.28333
Liomys spectabilis,21.008333
Lionycteris spurrelli,4.42
Lipotes vexillifer,29.321388
Lissodelphis borealis,36.734234
Lissodelphis peronii,-43.47
Litocranius walleri,0.626452
Llanocetus denticrenatus,-64.24402649999999
Lobodon carcinophaga,-66.454
Lonchophylla bokermanni,-19.513611
Lonchophylla chocoana,3.5464
Lonchophylla concava,8.08
Lonchophylla dekeyseri,-13.9075
Lonchophylla fornicata,2.5816665
Lonchophylla handleyi,-9.3
Lonchophylla hesperia,-5.787674070894123
Lonchophylla inexpectata,-11.08333
Lonchophylla mordax,4.603833
Lonchophylla orienticollina,4.07012
Lonchophylla robusta,9.16667
Lonchorhina aurita,10.436997
Lonchorhina inusitata,3.016855
Lonchorhina marinkellei,2.513111
Lonchorhina orinocensis,6.55
Lonchothrix emiliae,-3.088275
Lontra canadensis,44.274236297618884
Lontra felina,-29.9086405
Lontra longicaudis,10.6283765
Lontra provocax,-40.71659
Lophiomys imhausi,0
Lophocebus aterrimus,-0.06667
Lophostoma brasiliense,7.32
Lophostoma carrikeri,4.478
Lophostoma evotis,17.758333
Lophostoma kalkoae,9.1639
Lophostoma schulzi,4.933
Lophuromys angolensis,-5.05
Lophuromys ansorgei,-1.1667
Lophuromys aquilus,-2.2333
Lophuromys brevicaudus,6.96665
Lophuromys brunneus,7.5333
Lophuromys chrysopus,6.7
Lophuromys dieterleni,6.22
Lophuromys dudui,0.6
Lophuromys eisentrauti,5.86
Lophuromys flavopunctatus,0.6
Lophuromys huttereri,0.25
Lophuromys kilonzoi,-6.8833
Lophuromys luteogaster,0.75
Lophuromys machangui,-9.1833
Lophuromys makundii,-4.4333
Lophuromys medicaudatus,-1.9833
Lophuromys melanonyx,7.489746
Lophuromys nudicaudus,2.7815
Lophuromys rahmi,-2.2725
Lophuromys roseveari,4.2
Lophuromys sabunii,-7.8667
Lophuromys sikapusi,5.3333
Lophuromys verhageni,-3.242
Lophuromys woosnami,-2.2333
Lophuromys zena,-0.082
Lorentzimys alticola,-5.135456277036126
Lorentzimys nouhuysi,-7.364599990611365
Loris lori,13.0833
Loris malabaricus,12.0167
Loxodonta cyclotis,5.487129
Lundomys molitor,-33.599998
Lutra lutra,54.07974
Lutra sumatrana,13.2
Lutreolina crassicaudata,-30.79482
Lutreolina massoia,-23
Lutrogale perspicillata,5.537335
Lycalopex culpaeus,-39.554456
Lycalopex fulvipes,-43.0743315
Lycalopex gymnocercus,-34.9125
Lycalopex sechurae,-6.03
Lycalopex vetulus,-19.634701
Lycaon pictus,-19.0283945
Lyncodon patagonicus,-39.91649
Lynx canadensis,61.655833
Lynx lynx,61.225171
Lynx pardinus,38.529999
Lynx rufus,36.756963999999996
Macaca arctoides,12.405785
Macaca cyclopis,23.482
Macaca hecki,0.74017
Macaca leonina,14.03
Macaca maura,-4.945075
Macaca munzala,27.191983
Macaca nigra,1.474841
Macaca nigrescens,0.533333
Macaca ochreata,-3.966667
Macaca silenus,13.5087
Macaca sinica,7.3
Macaca sylvanus,36.042091
Macaca tonkeana,0.316667
Macroderma gigas,-16.3940275
Macroglossus minimus,-4.2
Macroglossus sobrinus,-6.13
Macrophyllum macrophyllum,4.683
Macropus fuliginosus,-33.125
Macropus goliah,-32.656113
Macropus greyi,-36.965279
Macroscelides micus,-20.58907
Macrotarsomys bastardi,-21.452777
Macrotarsomys ingens,-16.227
Macrotis lagotis,-34.9523
Macrotis leucura,-25.5
Macrotus californicus,32.41417
Macrotus waterhousii,19.23333
Macruromys elegans,-3.5
Macruromys major,-6.25953805464979
Madoqua guentheri,4.091666999999999
Madoqua kirkii,-3.3581114999999997
Madoqua piacentinii,-3.243867
Madoqua saltiana,9.166667
Madoqua swaynei,11.634563
Madromys blanfordi,6.58333
Makalata didelphoides,4.53
Makalata macrura,2.43
Malacomys cansdalei,5.833
Malacomys edwardsi,5.85
Malacomys longipes,0.5
Mallomys aroaensis,-7.383619832263453
Mallomys istapantap,-6.10585474790304
Mallomys rothschildi,-3.9167
Malpaisomys insularis,28.616671
Mammalodon colliveri,-38.268749
Mammelomys rattoides,-3.312
Mandrillus leucophaeus,4.65
Mandrillus sphinx,3.0167
Manis crassicaudata,18.919453
Manis culionensis,9.75
Manis gigantea,6.42
Manis javanica,5.83333
Manis temminckii,1.6079
Manis tetradactyla,3.9833
Manis tricuspis,3.03
Margaretamys beccarii,1.152697
Margaretamys elegans,-2.8181
Margaretamys parvus,-2.8181
Marmosa agilis,-5.65798
Marmosa alstoni,10.304950000000002
Marmosa andersoni,-12.833333
Marmosa bruchi,-34
Marmosa impavida,-0.049327
Marmosa incana,-4.25
Marmosa lepida,-0.25715
Marmosa leucastra,-5.122447
Marmosa mimetra,-0.2167
Marmosa noctivaga,-1.0783
Marmosa quichua,-12.68333
Marmosa rubra,-1.533333
Marmosa xerophila,11.17
Marmosops bishopi,-12.7508315
Marmosops cracens,11.2
Marmosops dorothea,-16.362415
Marmosops fuscatus,10.34917
Marmosops handleyi,7.15
Marmosops impavidus,1.95
Marmosops incanus,-19.965
Marmosops invictus,-0.686
Marmosops juninensis,-10.617
Marmosops neblina,-6.5833315
Marmosops noctivagus,-12.13
Marmosops parvidens,4.93
Marmosops paulensis,-24.333333
Marmosops pinheiroi,4.2815
Marmota bobak,51.376395
Marmota broweri,68.73477349999999
Marmota caligata,51.3211315
Marmota monax,42.146041499999995
Marmota olympus,47.9699495
Marmota sibirica,47.725882
Marmota vancouverensis,49.5716185
Martes flavigula,16.096016
Martes foina,47.22367
Martes gwatkinsii,11.437258
Martes martes,52.45
Martes pennanti,46.2098
Massoutiera mzabi,23.2
Mastacomys fuscus,-36.4
Mastomys coucha,-8.65
Mastomys erythroleucus,9.42
Mastomys huberti,8.367
Mastomys kollmannspergeri,10.9
Mastomys natalensis,-6.7699
Mastomys pernanus,-2.51667
Mastomys shortridgei,-18.35
Maxomys alticola,6.0801
Maxomys baeodon,2.132664
Maxomys bartelsii,-6.75
Maxomys dollmani,-2.49369
Maxomys hellwaldii,-0.65008
Maxomys hylomyoides,-1.70639
Maxomys inas,4.52
Maxomys moi,15.2
Maxomys musschenbroekii,0.7589
Maxomys ochraceiventer,2.67
Maxomys panglima,8.813031
Maxomys rajah,2.85
Maxomys wattsi,-1.188631
Mazama bororo,-19.901389000000002
Mazama bricenii,6.47
Mazama chunyi,-12.563333
Mazama nana,-25.69074
Mazama rufina,4.461
Mazama temama,17.25385
Mazama zetta,7.169611
Megaderma lyra,22.0675
Megaderma spasma,9.3666685
Megaderma watwat,32.67
Megadontomys cryophilus,17.573667
Megadontomys thomasi,17.549872695441824
Megaerops ecaudatus,3.716667
Megaerops kusnotoi,-6.47
Megaerops niphanae,12.867
Megaerops wetmorei,7.085
Megaloglossus azagnyi,5.853211
Megaloglossus woermanni,4.15
Megalomys desmarestii,14.6
Megaoryzomys curioi,0.073333
Megaptera novaeangliae,44.251
Megasorex gigas,19.415932651058483
Melanomys caliginosus,6.203634
Melanomys robustulus,-1.533333
Melanomys zunigae,-12.133333
Melasmothrix naso,-1.2884
Meles anakuma,35.12982
Meles canescens,32.929131
Mellivora capensis,-15.125
Melogale everetti,6.0801
Melogale orientalis,-6.75
Melogale personata,15.33333
Melomys bougainville,-7.1154765
Melomys burtoni,-13.353106499999999
Melomys capensis,-12.615722
Melomys cervinipes,-27.335906
Melomys leucogaster,-4.766635
Melomys lutillus,-5.226935990298736
Melomys rubicola,-9.15
Melomys rufescens,-4.493
Melonycteris melanops,-4.2
Melursus ursinus,21.24807
Menetes berdmorei,13.75
Mephitis macroura,19.708611
Mephitis mephitis,36.364535000000004
Meriones arimalius,25.285431
Meriones chengi,42.94
Meriones crassus,30.049999
Meriones grandis,30.43
Meriones hurrianae,26.05
Meriones persicus,35.616667
Meriones rex,17
Meriones sacramenti,31.5
Meriones tamariscinus,45.530989000000005
Meriones unguiculatus,45.761233
Meriones vinogradovi,36.262219
Meriones zarudnyi,35.950766
Mesechinus dauuricus,47.763845
Mesembriomys gouldii,-12.5598
Mesembriomys macrurus,-15.3
Mesocapromys angelcabrerai,21.55
Mesocapromys auritus,22.76
Mesocapromys melanurus,20.58
Mesocapromys nanus,22.28
Mesocricetus aramaeus,32.67
Mesocricetus auratus,42.362063
Mesocricetus brandti,39
Mesocricetus newtoni,44.315806
Mesocyon brachyops,44.666668
Mesocyon geringensis,43.299999
Mesocyon iamonensis,29.86
Mesocyon robustus,43.1499995
Mesomys hispidus,-3.3250015
Mesomys occultus,-3.283333
Mesomys stimulax,-3.66
Mesonyx obtusidens,40.700001
Mesophylla macconnelli,1.720786
Mesopithecus pentelicus,40.034824
Mesoplodon bidens,48.56425
Mesoplodon bowdoini,-35.931650000000005
Mesoplodon carlhubbsi,37.76723062805286
Mesoplodon densirostris,20.483333
Mesoplodon europaeus,34
Mesoplodon ginkgodens,-31.294490500000002
Mesoplodon grayi,-34.38195
Mesoplodon hectori,-38.552888
Mesoplodon hotaula,6.8
Mesoplodon layardii,-34.5078
Mesoplodon mirus,13.355732499999998
Mesoplodon perrini,33.2079
Mesoplodon peruvianus,24.18966
Mesoplodon stejnegeri,51.8961
Mesoplodon traversii,-35.5786665
Metopocetus durinasus,38.166111
Micaelamys granti,-32.57
Micaelamys namaquensis,-25.05
Mico emiliae,-9.597507
Mico humeralifer,-4.509733
Mico intermedius,-9.17
Mico leucippe,-3.666667
Mico melanurus,-16.502389
Mico rondoni,-9.074179
Micoureus alstoni,10
Micoureus constantiae,-17.450001
Micoureus demerarae,-3.65
Micoureus paraguayanus,-19.96
Micoureus phaeus,2.533333
Micoureus regina,-6.8
Microcavia australis,-32.533
Microcavia niata,-17.816668
Microcavia shiptoni,-24.255389
Microcebus arnholdi,-12.581387
Microcebus berthae,-20.066666
Microcebus danfossi,-14.969484
Microcebus griseorufus,-24.0241945
Microcebus jollyae,-23.026133
Microcebus lehilahytsara,-18.930792
Microcebus macarthurii,-15.4959545
Microcebus mamiratra,-13.443353
Microcebus mittermeieri,-14.67529
Microcebus murinus,-16.32
Microcebus myoxinus,-19.1
Microcebus ravelobensis,-16.32
Microcebus rufus,-21.256283
Microcebus sambiranensis,-14.033333
Microcebus simmonsi,-17.931866
Microcebus tavaratra,13.13
Microgale brevicaudata,-16.3233
Microgale cowani,-22.15778
Microgale dobsoni,-20.775
Microgale drouhardi,-17.7297
Microgale dryas,-15.3983
Microgale fotsifotsy,-22.146666
Microgale gracilis,-22.163334
Microgale gymnorhyncha,-21.961683
Microgale longicaudata,-19.706667
Microgale longirostris,-20.3667
Microgale majori,-18.1958
Microgale melanorrhachis,-12.527222
Microgale monticola,-14.433888
Microgale nasoloi,-22.417447
Microgale parvula,-18.5217
Microgale principula,-21.87099
Microgale pusilla,-19.68
Microgale soricoides,-19.68
Microgale taiva,-22.17111
Microgale talazaci,-15.401111
Microgale thomasi,-22.17111
Micromys minutus,51.8
Micromysticetus rothauseni,32.964443
Micronycteris brosseti,4.633
Micronycteris hirsuta,8.68
Micronycteris megalotis,4.1
Micronycteris microtis,17.449444
Micronycteris minuta,4.249815
Micronycteris schmidtorum,10.977
Micronycteris yatesi,-17.9257405
Microperoryctes murina,-3.5
Microperoryctes papuensis,-9.91163786982227
Micropithecus clarki,3.1749834999999997
Micropithecus songhorensis,0.39585
Micropotamogale lamottei,7.43
Micropotamogale ruwenzorii,-2.40284
Micropteropus pusillus,5.67
Microryzomys altissimus,-5.25
Microryzomys minutus,4.666667
Microsciurus alfari,8.7
Microsciurus mimulus,4.0278335
Microsciurus santanderensis,7.36844
Microtus abbreviatus,60.40766232436191
Microtus agrestis,52.50644
Microtus arvalis,49.19776
Microtus bavaricus,47.49506
Microtus brachycercus,41.921138
Microtus breweri,41.3376
Microtus cabrerae,40.02
Microtus canicaudus,44.933333
Microtus daghestanicus,45.621819
Microtus duodecimcostatus,42.48
Microtus evoronensis,54.65
Microtus felteni,41.03
Microtus gerbei,42.99
Microtus guatemalensis,15.56373
Microtus guentheri,38.674314
Microtus irani,37.088333500000005
Microtus kikuchii,23.464902331522218
Microtus lavernedii,44.63644
Microtus levis,58.03333
Microtus liechtensteini,46.81
Microtus limnophilus,47.79733
Microtus longicaudus,39.73898666968718
Microtus lusitanicus,43.04
Microtus machintoni,32.67
Microtus majori,43.48
Microtus mccowni,32.67
Microtus miurus,68.10062999934796
Microtus montebelli,36.00203
Microtus multiplex,44.9667
Microtus oaxacensis,17.5778055
Microtus ochrogaster,39.057506802859464
Microtus oregoni,45.84619999905724
Microtus paradoxus,58.678467
Microtus pinetorum,35.788178
Microtus qazvinensis,35.745000000000005
Microtus quasiater,19.653333
Microtus richardsoni,43.75258243600305
Microtus sachalinensis,52.53
Microtus socialis,33.20788
Microtus subterraneus,52.7025
Microtus tatricus,49.2474
Microtus townsendii,49.093313
Microtus transcaspicus,29.66243
Microtus umbrosus,17.186111
Microtus xanthognathus,66.3116
Millardia kathleenae,21.366667
Millardia meltada,15.41667
Mimetillus moloneyi,3.65
Mimon bennettii,17.432778
Mimon cozumelae,18.58
Mindomys hammondi,0.9
Miniopterus aelleni,-14.96597
Miniopterus africanus,-1.36667
Miniopterus ambohitrensis,-18.18114
Miniopterus australis,-29.267651999999998
Miniopterus brachytragos,-16.38
Miniopterus egeri,-18.8067335
Miniopterus fraterculus,-14.266667
Miniopterus fuliginosus,29.39
Miniopterus fuscus,3.883333
Miniopterus gleni,-15.17769
Miniopterus griffithsi,-24.70236
Miniopterus inflatus,0.248945
Miniopterus macrocneme,-20.581579
Miniopterus maghrebensis,30.68
Miniopterus magnater,17.833
Miniopterus mahafaliensis,-23.53995
Miniopterus majori,-20.572017
Miniopterus manavi,-22.222778
Miniopterus medius,-7.3492001253675125
Miniopterus minor,-4.166667
Miniopterus mossambicus,-21.668
Miniopterus paululus,9.72
Miniopterus petersoni,-24.9667
Miniopterus pusillus,12.798237
Miniopterus robustior,-20.782611
Miniopterus sororculus,-20.05
Miniopterus tristis,9.7167
Miocaperea pulchra,-15.482778
Miopithecus ogouensis,0.606365
Mirounga angustirostris,36.953
Mirounga leonina,-54.557006
Mirza coquereli,-13.608444
Mirza zaza,-14.59092
Moeritherium lyonsi,29.531389
Mogera imaizumii,36.00196
Mogera kanoana,23.51723
Mogera tokudae,38.0175
Mogera wogura,36.744639
Molossops mattogrossensis,2.933333
Molossops neglectus,4.37
Molossops temminckii,-22.378
Molossus alvarezi,21.3548
Molossus aztecus,16.341667
Molossus barnesi,4.87556
Molossus coibensis,8.966667
Molossus pretiosus,6.806917
Molossus rufus,16.41318728331437
Molossus sinaloae,16.826389
Monachus monachus,36.126667
Monodelphis adusta,-6.05
Monodelphis americana,-20.28
Monodelphis brevicaudata,4.25
Monodelphis dimidiata,-34.825235
Monodelphis domestica,-20.45
Monodelphis emiliae,-7.6
Monodelphis fosteri,-35.5833
Monodelphis gardneri,-11.5597
Monodelphis glirina,-7.52
Monodelphis iheringi,-25.619695
Monodelphis kunsi,-21.266667
Monodelphis osgoodi,-14.05
Monodelphis palliolata,10.27
Monodelphis peruviana,-15.73333
Monodelphis reigi,5.3565000000000005
Monodelphis sanctaerosae,-15.5
Monodelphis scalops,-25.65508
Monodelphis sorex,-26.616667
Monodelphis theresa,-22.471166
Monodelphis touan,3.99944
Monodelphis unistriata,-26.822228
Monodon monoceros,70.2
Monophyllus plethodon,13.873694
Monophyllus redmani,18.3
Monticolomys koopmani,-22.17111
Mops bakarii,-4.964869
Mops brachypterus,5.9
Mops condylurus,4.383
Mops congicus,1.75
Mops demonstrator,4.133333
Mops leucostigma,-18.818117
Mops midas,-16.949433
Mops mops,3.13889
Mops nanulus,1.75
Mops niangarae,3.7
Mops niveiventer,-12.18
Mops petersoni,4.65
Mops sarasinorum,-5.1239
Mops spurrelli,6.93
Mops thersites,5.38
Mops trevori,8.139
Morawanocetus yabukii,43.296665
Morenocetus parvus,-43.25528
Mormoops megalophylla,19.1331
Mormopterus acetabulosus,-20.21511
Mormopterus beccarii,-17.56
Mormopterus cobourgianus,-11.43
Mormopterus jugularis,-18.932567
Mormopterus kalinowskii,-6.2
Mormopterus loriae,-22.394583
Mormopterus minutus,20.83806
Mormopterus norfolkensis,-29.788945
Mormopterus petersi,-31.380104
Mormopterus planiceps,-26.5
Mormopterus ridei,-33.433
Morotopithecus bishopi,2.533333
Moschiola indica,12.3645785
Moschiola kathygre,6.412728
Moschiola meminna,7.83333
Moschus chrysogaster,35.38
Moschus leucogaster,31.6479935
Moschus moschiferus,36.2
Mosia nigrescens,-4.1333
Mungos gambianus,9.42
Mungos mungo,-17.805682
Mungotictis decemlineata,-20.087156999999998
Muntiacus atherodes,4.41667
Muntiacus feae,12.811293
Muntiacus gongshanensis,28.0083335
Muntiacus rooseveltorum,21.51667
Muntiacus truongsonensis,16.192838
Muntiacus vuquangensis,18.366667
Muriculus imberbis,8.7166665
Murina aenea,5.8
Murina annamitica,18.467
Murina bicolor,24.04625
Murina chrysochaetes,23.117
Murina cyclotis,21.85
Murina eleryi,23.117
Murina fionae,17.95
Murina florium,-15.094467
Murina gracilis,24.18
Murina guilleni,7.551822
Murina harpioloides,12.15
Murina hilgendorfi,43.28
Murina hkakaboraziensis,27.62
Murina huttonii,24.005
Murina leucogaster,23.1185
Murina lorelieae,23.12
Murina peninsularis,6.814
Murina puta,23.63
Murina recondita,23.75
Murina rozendaali,5.3789625
Murina shuipuensis,25.483
Murina silvatica,34.98384
Murina suilla,6.066667
Murina tubinaris,21.683331
Murina ussuriensis,44.746
Murina walstoni,14.867
Mus baoulei,9.05
Mus booduga,25.66667
Mus bufo,-1.65
Mus callewaerti,-7.625
Mus camini,32.67
Mus caroli,22.383329
Mus cookii,25.466669
Mus crociduroides,-1.714
Mus famulus,11.43333
Mus haussa,9.75
Mus mahomet,7.300278
Mus mattheyi,10.06
Mus mayori,7.3
Mus minutoides,-0.603026
Mus musculoides,3.6667
Mus neavei,-6.5
Mus oubanguii,3.883
Mus pahari,22.35
Mus phillipsi,14.08333
Mus platythrix,12.3
Mus saxicola,28.15
Mus setulosus,5.77
Mus setzeri,-18.8
Mus shortridgei,18.280115
Mus sorella,3.9167
Mus spicilegus,45.0433885
Mus spretus,42.24
Mus tenellus,1.23861
Mus terricolor,18.326163
