"","genus_species","species","genus","publications","citations","journals","articles","reviews","years_publishing","h","m","i10","h5"
"2719","Isothrix_sinnamariensis","sinnamariensis","Isothrix",0,0,0,0,0,NA,0,0,0,0
"2720","Isthmomys_flavidus","flavidus","Isthmomys",0,0,0,0,0,NA,0,0,0,0
"2721","Isthmomys_pirrensis","pirrensis","Isthmomys",0,0,0,0,0,NA,0,0,0,0
"2722","Jaculus_blanfordi","blanfordi","Jaculus",0,0,0,0,0,NA,0,0,0,0
"2723","Jaculus_deserti","deserti","Jaculus",0,0,0,0,0,NA,0,0,0,0
"2724","Jaculus_giganteus","giganteus","Jaculus",0,0,0,0,0,NA,0,0,0,0
"2725","Jaculus_orientalis","orientalis","Jaculus",5,46,4,5,0,17,3,0.176,2,0
"2726","Jaculus_thaleri","thaleri","Jaculus",0,0,0,0,0,NA,0,0,0,0
"2727","Juliomys_ossitenuis","ossitenuis","Juliomys",0,0,0,0,0,NA,0,0,0,0
"2728","Juliomys_pictipes","pictipes","Juliomys",2,8,2,2,0,8,2,0.25,0,0
"2729","Juliomys_rimofrons","rimofrons","Juliomys",0,0,0,0,0,NA,0,0,0,0
"2730","Juliomys_ximenezi","ximenezi","Juliomys",0,0,0,0,0,NA,0,0,0,0
"2731","Juscelinomys_candango","candango","Juscelinomys",1,3,1,1,0,2,1,0.5,0,1
"2732","Juscelinomys_guaporensis","guaporensis","Juscelinomys",0,0,0,0,0,NA,0,0,0,0
"2733","Juscelinomys_huanchacae","huanchacae","Juscelinomys",0,0,0,0,0,NA,0,0,0,0
"2734","Kadarsanomys_sodyi","sodyi","Kadarsanomys",0,0,0,0,0,NA,0,0,0,0
"2735","Kannabateomys_amblyonyx","amblyonyx","Kannabateomys",2,5,2,2,0,9,2,0.222,0,1
"2736","Kerivoula_africana","africana","Kerivoula",0,0,0,0,0,NA,0,0,0,0
"2737","Kerivoula_agnella","agnella","Kerivoula",0,0,0,0,0,NA,0,0,0,0
"2738","Kerivoula_argentata","argentata","Kerivoula",0,0,0,0,0,NA,0,0,0,0
"2739","Kerivoula_cuprosa","cuprosa","Kerivoula",0,0,0,0,0,NA,0,0,0,0
"2740","Kerivoula_eriophora","eriophora","Kerivoula",0,0,0,0,0,NA,0,0,0,0
"2741","Kerivoula_flora","flora","Kerivoula",1,21,1,1,0,14,1,0.071,1,0
"2742","Kerivoula_furva","furva","Kerivoula",0,0,0,0,0,NA,0,0,0,0
"2743","Kerivoula_hardwickii","hardwickii","Kerivoula",0,0,0,0,0,NA,0,0,0,0
"2744","Kerivoula_intermedia","intermedia","Kerivoula",2,20,2,2,0,15,2,0.133,1,0
"2745","Kerivoula_kachinensis","kachinensis","Kerivoula",3,45,1,3,0,16,3,0.188,2,0
"2746","Kerivoula_krauensis","krauensis","Kerivoula",1,4,1,1,0,7,1,0.143,0,0
"2747","Kerivoula_lanosa","lanosa","Kerivoula",0,0,0,0,0,NA,0,0,0,0
"2748","Kerivoula_lenis","lenis","Kerivoula",1,16,1,1,0,15,1,0.067,1,0
"2749","Kerivoula_minuta","minuta","Kerivoula",1,27,1,0,1,14,1,0.071,1,0
"2750","Kerivoula_muscina","muscina","Kerivoula",0,0,0,0,0,NA,0,0,0,0
"2751","Kerivoula_myrella","myrella","Kerivoula",0,0,0,0,0,NA,0,0,0,0
"2752","Kerivoula_papillosa","papillosa","Kerivoula",0,0,0,0,0,NA,0,0,0,0
"2753","Kerivoula_pellucida","pellucida","Kerivoula",0,0,0,0,0,NA,0,0,0,0
"2754","Kerivoula_phalaena","phalaena","Kerivoula",1,23,1,1,0,18,1,0.056,1,0
"2755","Kerivoula_picta","picta","Kerivoula",1,2,1,1,0,3,1,0.333,0,1
"2756","Kerivoula_smithii","smithii","Kerivoula",0,0,0,0,0,NA,0,0,0,0
"2757","Kerivoula_titania","titania","Kerivoula",0,0,0,0,0,NA,0,0,0,0
"2758","Kerivoula_whiteheadi","whiteheadi","Kerivoula",0,0,0,0,0,NA,0,0,0,0
"2759","Kerodon_acrobata","acrobata","Kerodon",0,0,0,0,0,NA,0,0,0,0
"2760","Kerodon_rupestris","rupestris","Kerodon",6,42,6,6,0,25,4,0.16,1,1
"2761","Kobus_anselli","anselli","Kobus",1,26,1,1,0,16,1,0.062,1,0
"2762","Kobus_maria","maria","Kobus",0,0,0,0,0,NA,0,0,0,0
"2763","Kobus_megaceros","megaceros","Kobus",0,0,0,0,0,NA,0,0,0,0
"2764","Kobus_robertsi","robertsi","Kobus",0,0,0,0,0,NA,0,0,0,0
"2765","Kobus_vardonii","vardonii","Kobus",13,129,8,13,0,37,7,0.189,6,2
"2766","Kogia_breviceps","breviceps","Kogia",11,107,11,9,1,18,5,0.278,5,2
"2767","Kogia_sima","sima","Kogia",11,177,9,9,1,23,8,0.348,7,1
"2768","Komodomys_rintjanus","rintjanus","Komodomys",0,0,0,0,0,NA,0,0,0,0
"2769","Kunsia_fronto","fronto","Kunsia",0,0,0,0,0,NA,0,0,0,0
"2770","Kunsia_tomentosus","tomentosus","Kunsia",0,0,0,0,0,NA,0,0,0,0
"2771","Laephotis_angolensis","angolensis","Laephotis",0,0,0,0,0,NA,0,0,0,0
"2772","Laephotis_botswanae","botswanae","Laephotis",0,0,0,0,0,NA,0,0,0,0
"2773","Laephotis_namibensis","namibensis","Laephotis",0,0,0,0,0,NA,0,0,0,0
"2774","Laephotis_wintoni","wintoni","Laephotis",0,0,0,0,0,NA,0,0,0,0
"2775","Lagenodelphis_australis","australis","Lagenodelphis",0,0,0,0,0,NA,0,0,0,0
"2776","Lagenodelphis_hosei","hosei","Lagenodelphis",7,103,7,7,0,20,3,0.15,2,1
"2777","Lagenodelphis_obliquidens","obliquidens","Lagenodelphis",0,0,0,0,0,NA,0,0,0,0
"2778","Lagenorhynchus_acutus","acutus","Lagenorhynchus",10,476,9,9,1,19,7,0.368,6,2
"2779","Lagenorhynchus_albirostris","albirostris","Lagenorhynchus",10,592,10,10,0,20,8,0.4,8,2
"2780","Lagenorhynchus_australis","australis","Lagenorhynchus",8,107,8,8,0,15,5,0.333,3,3
"2781","Lagenorhynchus_cruciger","cruciger","Lagenorhynchus",3,85,3,3,0,15,3,0.2,2,0
"2782","Lagenorhynchus_hosei","hosei","Lagenorhynchus",0,0,0,0,0,NA,0,0,0,0
"2783","Lagenorhynchus_obliquidens","obliquidens","Lagenorhynchus",16,447,16,14,0,18,9,0.5,9,1
"2784","Lagenorhynchus_obscurus","obscurus","Lagenorhynchus",18,529,15,16,2,19,11,0.579,11,2
"2785","Lagidium_ahuacaense","ahuacaense","Lagidium",1,7,1,1,0,12,1,0.083,0,0
"2786","Lagidium_peruanum","peruanum","Lagidium",1,7,1,1,0,12,1,0.083,0,0
"2787","Lagidium_wolffsohni","wolffsohni","Lagidium",2,7,2,2,0,12,1,0.083,0,0
"2788","Lagorchestes_albipilis","albipilis","Lagorchestes",0,0,0,0,0,NA,0,0,0,0
"2789","Lagorchestes_asomatus","asomatus","Lagorchestes",0,0,0,0,0,NA,0,0,0,0
"2790","Lagorchestes_conspicillatus","conspicillatus","Lagorchestes",4,49,4,3,1,20,4,0.2,3,1
"2791","Lagorchestes_hirsutus","hirsutus","Lagorchestes",11,211,9,8,2,25,6,0.24,6,2
"2792","Lagorchestes_leporides","leporides","Lagorchestes",0,0,0,0,0,NA,0,0,0,0
"2793","Lagostomus_maximus","maximus","Lagostomus",3,20,3,3,0,40,2,0.05,1,1
"2794","Lagostrophus_fasciatus","fasciatus","Lagostrophus",8,149,7,6,2,19,6,0.316,5,1
"2795","Lagothrix_cana","cana","Lagothrix",5,22,5,5,0,19,1,0.053,1,0
"2796","Lagothrix_flavicauda","flavicauda","Lagothrix",18,186,13,15,1,39,9,0.231,8,2
"2797","Lagothrix_lagotricha","lagotricha","Lagothrix",19,308,14,17,2,24,11,0.458,11,2
"2798","Lagothrix_lugens","lugens","Lagothrix",1,2,1,1,0,3,1,0.333,0,1
"2799","Lagothrix_poeppigii","poeppigii","Lagothrix",9,86,6,9,0,16,6,0.375,4,2
"2800","Lagothrix_tschudii","tschudii","Lagothrix",0,0,0,0,0,NA,0,0,0,0
"2801","Lagurus_lagurus","lagurus","Lagurus",0,0,0,0,0,NA,0,0,0,0
"2802","Lama_glama","glama","Lama",34,590,30,31,1,25,13,0.52,15,4
"2803","Lama_guanicoe","guanicoe","Lama",75,1288,53,71,1,37,20,0.541,36,5
"2804","Lamottemys_okuensis","okuensis","Lamottemys",2,11,2,2,0,7,1,0.143,1,0
"2805","Laonastes_aenigmamus","aenigmamus","Laonastes",7,165,7,7,0,16,4,0.25,2,0
"2806","Lariscus_hosei","hosei","Lariscus",0,0,0,0,0,NA,0,0,0,0
"2807","Lariscus_insignis","insignis","Lariscus",1,20,1,1,0,9,1,0.111,1,0
"2808","Lariscus_niobe","niobe","Lariscus",0,0,0,0,0,NA,0,0,0,0
"2809","Lariscus_obscurus","obscurus","Lariscus",0,0,0,0,0,NA,0,0,0,0
"2810","Lasionycteris_noctivagans","noctivagans","Lasionycteris",24,496,16,22,1,25,12,0.48,14,4
"2811","Lasiopodomys_brandtii","brandtii","Lasiopodomys",7,39,6,7,0,6,4,0.667,1,3
"2812","Lasiopodomys_mandarinus","mandarinus","Lasiopodomys",2,7,1,2,0,3,2,0.667,0,2
"2813","Lasiorhinus_krefftii","krefftii","Lasiorhinus",25,1767,14,22,3,30,14,0.467,15,2
"2814","Lasiorhinus_latifrons","latifrons","Lasiorhinus",33,428,18,29,3,26,12,0.462,14,4
"2815","Lasiurus_atratus","atratus","Lasiurus",1,11,1,0,1,9,1,0.111,1,0
"2816","Lasiurus_borealis","borealis","Lasiurus",34,534,20,34,0,19,13,0.684,16,4
"2817","Lasiurus_castaneus","castaneus","Lasiurus",0,0,0,0,0,NA,0,0,0,0
"2818","Lasiurus_degelidus","degelidus","Lasiurus",0,0,0,0,0,NA,0,0,0,0
"2819","Lasiurus_ebenus","ebenus","Lasiurus",0,0,0,0,0,NA,0,0,0,0
"2820","Lasiurus_minor","minor","Lasiurus",0,0,0,0,0,NA,0,0,0,0
"2821","Lasiurus_pfeifferi","pfeifferi","Lasiurus",0,0,0,0,0,NA,0,0,0,0
"2822","Lasiurus_salinae","salinae","Lasiurus",0,0,0,0,0,NA,0,0,0,0
"2823","Lasiurus_seminolus","seminolus","Lasiurus",6,84,4,6,0,18,3,0.167,2,1
"2824","Lasiurus_varius","varius","Lasiurus",1,22,1,1,0,6,1,0.167,1,0
"2825","Latidens_salimalii","salimalii","Latidens",3,18,3,1,0,12,1,0.083,1,0
"2826","Lavia_frons","frons","Lavia",1,3,1,1,0,4,1,0.25,0,1
"2827","Leggadina_forresti","forresti","Leggadina",1,34,1,1,0,7,1,0.143,1,0
"2828","Leggadina_lakedownensis","lakedownensis","Leggadina",7,119,7,7,0,23,6,0.261,5,1
"2829","Leimacomys_buettneri","buettneri","Leimacomys",0,0,0,0,0,NA,0,0,0,0
"2830","Leiuromys_occasius","occasius","Leiuromys",0,0,0,0,0,NA,0,0,0,0
"2831","Lemmiscus_curtatus","curtatus","Lemmiscus",1,32,1,1,0,18,1,0.056,1,0
"2832","Lemmus_amurensis","amurensis","Lemmus",0,0,0,0,0,NA,0,0,0,0
"2833","Lemmus_lemmus","lemmus","Lemmus",3,179,3,3,0,20,3,0.15,3,0
"2834","Lemmus_portenkoi","portenkoi","Lemmus",0,0,0,0,0,NA,0,0,0,0
"2835","Lemmus_sibiricus","sibiricus","Lemmus",0,0,0,0,0,NA,0,0,0,0
"2836","Lemmus_trimucronatus","trimucronatus","Lemmus",1,13,1,1,0,10,1,0.1,1,0
"2837","Lemniscomys_bellieri","bellieri","Lemniscomys",0,0,0,0,0,NA,0,0,0,0
"2838","Lemniscomys_griselda","griselda","Lemniscomys",1,12,1,1,0,26,1,0.038,1,0
"2839","Lemniscomys_hoogstraali","hoogstraali","Lemniscomys",0,0,0,0,0,NA,0,0,0,0
"2840","Lemniscomys_linulus","linulus","Lemniscomys",0,0,0,0,0,NA,0,0,0,0
"2841","Lemniscomys_macculus","macculus","Lemniscomys",0,0,0,0,0,NA,0,0,0,0
"2842","Lemniscomys_mittendorfi","mittendorfi","Lemniscomys",2,12,2,2,0,7,1,0.143,1,1
"2843","Lemniscomys_rosalia","rosalia","Lemniscomys",2,37,2,2,0,10,2,0.2,1,0
"2844","Lemniscomys_roseveari","roseveari","Lemniscomys",0,0,0,0,0,NA,0,0,0,0
"2845","Lemniscomys_striatus","striatus","Lemniscomys",3,92,3,3,0,41,3,0.073,2,1
"2846","Lemniscomys_zebra","zebra","Lemniscomys",0,0,0,0,0,NA,0,0,0,0
"2847","Lemur_catta","catta","Lemur",60,1262,32,51,3,39,19,0.487,30,7
"2848","Lemur_lecomystax","lecomystax","Lemur",0,0,0,0,0,NA,0,0,0,0
"2849","Lenomys_meyeri","meyeri","Lenomys",0,0,0,0,0,NA,0,0,0,0
"2850","Lenothrix_canus","canus","Lenothrix",1,20,1,1,0,38,1,0.026,1,0
"2851","Lenoxus_apicalis","apicalis","Lenoxus",0,0,0,0,0,NA,0,0,0,0
"2852","Leontopithecus_caissara","caissara","Leontopithecus",8,57,7,7,0,25,5,0.2,1,0
"2853","Leontopithecus_chrysomelas","chrysomelas","Leontopithecus",44,507,21,40,2,39,14,0.359,17,4
"2854","Leontopithecus_chrysopygus","chrysopygus","Leontopithecus",17,163,12,14,2,35,7,0.2,6,1
"2855","Leontopithecus_rosalia","rosalia","Leontopithecus",40,544,30,34,3,39,15,0.385,20,5
"2856","Leopardus_braccatus","braccatus","Leopardus",0,0,0,0,0,NA,0,0,0,0
"2857","Leopardus_colocolo","colocolo","Leopardus",8,118,7,8,0,13,4,0.308,3,2
"2858","Leopardus_geoffroyi","geoffroyi","Leopardus",12,74,11,11,1,9,6,0.667,4,3
"2859","Leopardus_guigna","guigna","Leopardus",26,412,19,23,0,22,12,0.545,13,4
"2860","Leopardus_guttulus","guttulus","Leopardus",7,23,7,7,0,5,3,0.6,1,3
"2861","Leopardus_jacobita","jacobita","Leopardus",12,169,9,11,1,13,4,0.308,4,2
"2862","Leopardus_pajeros","pajeros","Leopardus",0,0,0,0,0,NA,0,0,0,0
"2863","Leopardus_tigrinus","tigrinus","Leopardus",28,343,25,27,0,24,11,0.458,11,5
"2864","Leopardus_wiedii","wiedii","Leopardus",46,467,31,44,0,24,11,0.458,11,4
"2865","Leopoldamys_ciliatus","ciliatus","Leopoldamys",0,0,0,0,0,NA,0,0,0,0
"2866","Leopoldamys_edwardsi","edwardsi","Leopoldamys",5,18,2,5,0,5,3,0.6,0,3
"2867","Leopoldamys_herberti","herberti","Leopoldamys",0,0,0,0,0,NA,0,0,0,0
"2868","Leopoldamys_listeri","listeri","Leopoldamys",0,0,0,0,0,NA,0,0,0,0
"2869","Leopoldamys_milleti","milleti","Leopoldamys",0,0,0,0,0,NA,0,0,0,0
"2870","Leopoldamys_neilli","neilli","Leopoldamys",2,23,2,2,0,10,2,0.2,1,0
"2871","Leopoldamys_revertens","revertens","Leopoldamys",0,0,0,0,0,NA,0,0,0,0
"2872","Leopoldamys_sabanus","sabanus","Leopoldamys",4,12,4,3,0,9,3,0.333,0,2
"2873","Leopoldamys_siporanus","siporanus","Leopoldamys",0,0,0,0,0,NA,0,0,0,0
"2874","Lepilemur_aeeclis","aeeclis","Lepilemur",0,0,0,0,0,NA,0,0,0,0
"2875","Lepilemur_ahmansonorum","ahmansonorum","Lepilemur",0,0,0,0,0,NA,0,0,0,0
"2876","Lepilemur_ankaranensis","ankaranensis","Lepilemur",0,0,0,0,0,NA,0,0,0,0
"2877","Lepilemur_betsileo","betsileo","Lepilemur",0,0,0,0,0,NA,0,0,0,0
"2878","Lepilemur_dorsalis","dorsalis","Lepilemur",1,1,1,1,0,1,1,1,0,1
"2879","Lepilemur_edwardsi","edwardsi","Lepilemur",5,72,5,5,0,14,3,0.214,3,2
"2880","Lepilemur_fleuretae","fleuretae","Lepilemur",0,0,0,0,0,NA,0,0,0,0
"2881","Lepilemur_grandidieri","grandidieri","Lepilemur",0,0,0,0,0,NA,0,0,0,0
"2882","Lepilemur_grewcocki","grewcocki","Lepilemur",0,0,0,0,0,NA,0,0,0,0
"2883","Lepilemur_grewcockorum","grewcockorum","Lepilemur",0,0,0,0,0,NA,0,0,0,0
"2884","Lepilemur_hollandorum","hollandorum","Lepilemur",0,0,0,0,0,NA,0,0,0,0
"2885","Lepilemur_hubbardorum","hubbardorum","Lepilemur",2,29,2,2,0,11,1,0.091,1,0
"2886","Lepilemur_jamesorum","jamesorum","Lepilemur",0,0,0,0,0,NA,0,0,0,0
"2887","Lepilemur_leucopus","leucopus","Lepilemur",0,0,0,0,0,NA,0,0,0,0
"2888","Lepilemur_manasamody","manasamody","Lepilemur",0,0,0,0,0,NA,0,0,0,0
"2889","Lepilemur_microdon","microdon","Lepilemur",0,0,0,0,0,NA,0,0,0,0
"2890","Lepilemur_milanoii","milanoii","Lepilemur",1,20,1,1,0,9,1,0.111,1,0
"2891","Lepilemur_mitsinjoensis","mitsinjoensis","Lepilemur",0,0,0,0,0,NA,0,0,0,0
"2892","Lepilemur_mittermeieri","mittermeieri","Lepilemur",0,0,0,0,0,NA,0,0,0,0
"2893","Lepilemur_mustelinus","mustelinus","Lepilemur",5,85,4,5,0,34,4,0.118,3,1
"2894","Lepilemur_otto","otto","Lepilemur",0,0,0,0,0,NA,0,0,0,0
"2895","Lepilemur_petteri","petteri","Lepilemur",0,0,0,0,0,NA,0,0,0,0
"2896","Lepilemur_randrianasoloi","randrianasoloi","Lepilemur",0,0,0,0,0,NA,0,0,0,0
"2897","Lepilemur_ruficaudatus","ruficaudatus","Lepilemur",1,2,1,1,0,4,1,0.25,0,1
"2898","Lepilemur_sahamalaza","sahamalaza","Lepilemur",0,0,0,0,0,NA,0,0,0,0
"2899","Lepilemur_sahamalazensis","sahamalazensis","Lepilemur",1,5,1,1,0,6,1,0.167,0,0
"2900","Lepilemur_scottorum","scottorum","Lepilemur",1,7,1,1,0,4,1,0.25,0,1
"2901","Lepilemur_seali","seali","Lepilemur",0,0,0,0,0,NA,0,0,0,0
"2902","Lepilemur_septentrionalis","septentrionalis","Lepilemur",5,108,4,4,1,17,4,0.235,3,1
"2903","Lepilemur_tymerlachsoni","tymerlachsoni","Lepilemur",0,0,0,0,0,NA,0,0,0,0
"2904","Lepilemur_wrightae","wrightae","Lepilemur",1,15,1,0,1,2,1,0.5,1,1
"2905","Lepilemur_wrighti","wrighti","Lepilemur",0,0,0,0,0,NA,0,0,0,0
"2906","Leporillus_apicalis","apicalis","Leporillus",3,68,2,3,0,21,3,0.143,3,0
"2907","Leporillus_conditor","conditor","Leporillus",10,156,8,10,0,47,7,0.149,7,2
"2908","Leptailurus_serval","serval","Leptailurus",20,227,17,20,0,36,9,0.25,7,4
"2909","Leptailurus_servalina","servalina","Leptailurus",0,0,0,0,0,NA,0,0,0,0
"2910","Leptomys_arfakensis","arfakensis","Leptomys",0,0,0,0,0,NA,0,0,0,0
"2911","Leptomys_elegans","elegans","Leptomys",0,0,0,0,0,NA,0,0,0,0
"2912","Leptomys_ernstmayri","ernstmayri","Leptomys",0,0,0,0,0,NA,0,0,0,0
"2913","Leptomys_paulus","paulus","Leptomys",0,0,0,0,0,NA,0,0,0,0
"2914","Leptomys_signatus","signatus","Leptomys",0,0,0,0,0,NA,0,0,0,0
"2915","Leptonychotes_weddellii","weddellii","Leptonychotes",18,569,16,17,1,21,9,0.429,9,4
"2916","Leptonycteris_curasoae","curasoae","Leptonycteris",9,211,8,9,0,25,7,0.28,4,0
"2917","Leptonycteris_nivalis","nivalis","Leptonycteris",5,47,4,5,0,17,4,0.235,2,2
"2918","Leptonycteris_yerbabuenae","yerbabuenae","Leptonycteris",12,127,10,12,0,18,6,0.333,5,3
"2919","Lepus_alleni","alleni","Lepus",1,1,1,1,0,4,1,0.25,0,1
"2920","Lepus_americanus","americanus","Lepus",60,1104,33,50,6,34,21,0.618,35,8
"2921","Lepus_angolensis","angolensis","Lepus",0,0,0,0,0,NA,0,0,0,0
"2922","Lepus_ansorgei","ansorgei","Lepus",0,0,0,0,0,NA,0,0,0,0
"2923","Lepus_arcticus","arcticus","Lepus",4,56,4,4,0,34,4,0.118,3,0
"2924","Lepus_atlanticus","atlanticus","Lepus",0,0,0,0,0,NA,0,0,0,0
"2925","Lepus_callotis","callotis","Lepus",2,1,1,1,1,3,1,0.333,0,1
"2926","Lepus_canopus","canopus","Lepus",0,0,0,0,0,NA,0,0,0,0
"2927","Lepus_castroviejoi","castroviejoi","Lepus",3,58,3,3,0,15,3,0.2,3,0
"2928","Lepus_chadensis","chadensis","Lepus",0,0,0,0,0,NA,0,0,0,0
"2929","Lepus_comus","comus","Lepus",1,18,1,1,0,21,1,0.048,1,0
"2930","Lepus_cordeauxi","cordeauxi","Lepus",0,0,0,0,0,NA,0,0,0,0
"2931","Lepus_coreanus","coreanus","Lepus",7,21,5,7,0,9,3,0.333,0,2
"2932","Lepus_corsicanus","corsicanus","Lepus",15,326,12,13,1,22,10,0.455,11,4
"2933","Lepus_crawshayi","crawshayi","Lepus",0,0,0,0,0,NA,0,0,0,0
"2934","Lepus_creticus","creticus","Lepus",0,0,0,0,0,NA,0,0,0,0
"2935","Lepus_crispii","crispii","Lepus",0,0,0,0,0,NA,0,0,0,0
"2936","Lepus_cyprius","cyprius","Lepus",0,0,0,0,0,NA,0,0,0,0
"2937","Lepus_douglasii","douglasii","Lepus",0,0,0,0,0,NA,0,0,0,0
"2938","Lepus_fagani","fagani","Lepus",4,20,4,4,0,8,1,0.125,1,1
"2939","Lepus_flavigularis","flavigularis","Lepus",9,50,8,9,0,15,5,0.333,2,0
"2940","Lepus_formosus","formosus","Lepus",0,0,0,0,0,NA,0,0,0,0
"2941","Lepus_granatensis","granatensis","Lepus",8,122,7,8,0,15,6,0.4,4,1
"2942","Lepus_habessinicus","habessinicus","Lepus",1,8,1,1,0,25,1,0.04,0,0
"2943","Lepus_hainanus","hainanus","Lepus",1,2,1,1,0,5,1,0.2,0,0
"2944","Lepus_harterti","harterti","Lepus",0,0,0,0,0,NA,0,0,0,0
"2945","Lepus_hawkeri","hawkeri","Lepus",0,0,0,0,0,NA,0,0,0,0
"2946","Lepus_innesi","innesi","Lepus",0,0,0,0,0,NA,0,0,0,0
"2947","Lepus_insularis","insularis","Lepus",0,0,0,0,0,NA,0,0,0,0
"2948","Lepus_judeae","judeae","Lepus",0,0,0,0,0,NA,0,0,0,0
"2949","Lepus_kabylicus","kabylicus","Lepus",0,0,0,0,0,NA,0,0,0,0
"2950","Lepus_lilfordi","lilfordi","Lepus",0,0,0,0,0,NA,0,0,0,0
"2951","Lepus_longicaudatus","longicaudatus","Lepus",0,0,0,0,0,NA,0,0,0,0
"2952","Lepus_mandshuricus","mandshuricus","Lepus",0,0,0,0,0,NA,0,0,0,0
"2953","Lepus_microtis","microtis","Lepus",0,0,0,0,0,NA,0,0,0,0
"2954","Lepus_nigricollis","nigricollis","Lepus",7,56,7,7,0,24,3,0.125,1,2
"2955","Lepus_ochropus","ochropus","Lepus",0,0,0,0,0,NA,0,0,0,0
"2956","Lepus_omanensis","omanensis","Lepus",0,0,0,0,0,NA,0,0,0,0
"2957","Lepus_othus","othus","Lepus",0,0,0,0,0,NA,0,0,0,0
"2958","Lepus_pallidior","pallidior","Lepus",0,0,0,0,0,NA,0,0,0,0
"2959","Lepus_pamirensis","pamirensis","Lepus",0,0,0,0,0,NA,0,0,0,0
"2960","Lepus_peguensis","peguensis","Lepus",1,2,1,1,0,5,1,0.2,0,0
"2961","Lepus_primaevus","primaevus","Lepus",0,0,0,0,0,NA,0,0,0,0
"2962","Lepus_przewalskii","przewalskii","Lepus",0,0,0,0,0,NA,0,0,0,0
"2963","Lepus_saxatalis","saxatalis","Lepus",0,0,0,0,0,NA,0,0,0,0
"2964","Lepus_saxatilis","saxatilis","Lepus",3,39,3,3,0,41,3,0.073,2,1
"2965","Lepus_sefranus","sefranus","Lepus",0,0,0,0,0,NA,0,0,0,0
"2966","Lepus_siamensis","siamensis","Lepus",0,0,0,0,0,NA,0,0,0,0
"2967","Lepus_sinensis","sinensis","Lepus",0,0,0,0,0,NA,0,0,0,0
"2968","Lepus_starcki","starcki","Lepus",2,18,2,2,0,25,2,0.08,1,0
"2969","Lepus_swinhoei","swinhoei","Lepus",0,0,0,0,0,NA,0,0,0,0
"2970","Lepus_talai","talai","Lepus",0,0,0,0,0,NA,0,0,0,0
"2971","Lepus_tigrensis","tigrensis","Lepus",0,0,0,0,0,NA,0,0,0,0
"2972","Lepus_tolai","tolai","Lepus",2,35,2,2,0,23,1,0.043,1,0
"2973","Lepus_townsendii","townsendii","Lepus",2,38,2,1,1,3,1,0.333,1,1
"2974","Lepus_tunetae","tunetae","Lepus",0,0,0,0,0,NA,0,0,0,0
"2975","Lepus_vassali","vassali","Lepus",0,0,0,0,0,NA,0,0,0,0
"2976","Lepus_veter","veter","Lepus",0,0,0,0,0,NA,0,0,0,0
"2977","Lepus_whitakeri","whitakeri","Lepus",0,0,0,0,0,NA,0,0,0,0
"2978","Lepus_yarkandensis","yarkandensis","Lepus",3,28,3,3,0,15,2,0.133,2,0
"2979","Lepus_zuluensis","zuluensis","Lepus",0,0,0,0,0,NA,0,0,0,0
"2980","Lestodelphys_halli","halli","Lestodelphys",2,10,2,2,0,6,1,0.167,1,0
"2981","Lestoros_inca","inca","Lestoros",1,19,1,1,0,6,1,0.167,1,0
"2982","Liberiictis_kuhni","kuhni","Liberiictis",1,114,1,1,0,11,1,0.091,1,0
"2983","Lichonycteris_obscura","obscura","Lichonycteris",2,117,2,2,0,20,1,0.05,1,0
"2984","Limnogale_mergulus","mergulus","Limnogale",1,10,1,1,0,20,1,0.05,1,0
"2985","Limnomys_bryophilus","bryophilus","Limnomys",0,0,0,0,0,NA,0,0,0,0
"2986","Limnomys_sibuanus","sibuanus","Limnomys",0,0,0,0,0,NA,0,0,0,0
"2987","Liomys_adspersus","adspersus","Liomys",0,0,0,0,0,NA,0,0,0,0
"2988","Liomys_irroratus","irroratus","Liomys",2,5,2,2,0,15,2,0.133,0,0
"2989","Liomys_pictus","pictus","Liomys",7,33,7,7,0,23,4,0.174,1,2
"2990","Liomys_salvini","salvini","Liomys",3,3,3,3,0,8,1,0.125,0,1
"2991","Liomys_spectabilis","spectabilis","Liomys",0,0,0,0,0,NA,0,0,0,0
"2992","Lionycteris_spurrelli","spurrelli","Lionycteris",3,37,3,3,0,15,2,0.133,1,1
"2993","Lipotes_vexillifer","vexillifer","Lipotes",33,745,29,24,4,26,15,0.577,18,2
"2994","Lissodelphis_borealis","borealis","Lissodelphis",2,61,2,2,0,28,2,0.071,2,0
"2995","Lissodelphis_peronii","peronii","Lissodelphis",1,47,1,1,0,11,1,0.091,1,0
"2996","Litocranius_walleri","walleri","Litocranius",6,75,6,5,1,16,4,0.25,2,3
"2997","Lobodon_carcinophaga","carcinophaga","Lobodon",10,175,8,10,0,33,7,0.212,5,2
"2998","Lonchophylla_bokermanni","bokermanni","Lonchophylla",3,6,2,2,0,6,2,0.333,0,1
"2999","Lonchophylla_chocoana","chocoana","Lonchophylla",0,0,0,0,0,NA,0,0,0,0
"3000","Lonchophylla_concava","concava","Lonchophylla",1,11,1,1,0,8,1,0.125,1,0
"3001","Lonchophylla_dekeyseri","dekeyseri","Lonchophylla",3,39,2,3,0,10,2,0.2,2,1
"3002","Lonchophylla_fornicata","fornicata","Lonchophylla",0,0,0,0,0,NA,0,0,0,0
"3003","Lonchophylla_handleyi","handleyi","Lonchophylla",1,1,1,1,0,1,1,1,0,1
"3004","Lonchophylla_hesperia","hesperia","Lonchophylla",0,0,0,0,0,NA,0,0,0,0
