"","genus_species","species","genus","publications","citations","journals","articles","reviews","years_publishing","h","m","i10","h5","logh1"
"4109","Nasua_quichua","quichua","Nasua",0,0,0,0,0,NA,0,0,0,0,0
"4110","Nasua_thersites","thersites","Nasua",0,0,0,0,0,NA,0,0,0,0,0
"4111","Nasuella_meridensis","meridensis","Nasuella",0,0,0,0,0,NA,0,0,0,0,0
"4112","Nasuella_olivacea","olivacea","Nasuella",4,129,3,4,0,12,2,0.167,1,1,0.477121254719662
"4113","Natalus_jamaicensis","jamaicensis","Natalus",0,0,0,0,0,NA,0,0,0,0,0
"4114","Natalus_lanatus","lanatus","Natalus",1,3,1,1,0,1,1,1,0,1,0.301029995663981
"4115","Natalus_macrourus","macrourus","Natalus",7,25,7,7,0,6,4,0.667,0,3,0.698970004336019
"4116","Natalus_major","major","Natalus",1,18,1,1,0,16,1,0.062,1,0,0.301029995663981
"4117","Natalus_primus","primus","Natalus",0,0,0,0,0,NA,0,0,0,0,0
"4118","Natalus_saturatus","saturatus","Natalus",0,0,0,0,0,NA,0,0,0,0,0
"4119","Natalus_tumidirostris","tumidirostris","Natalus",1,8,1,1,0,15,1,0.067,0,0,0.301029995663981
"4120","Neacomys_dubosti","dubosti","Neacomys",0,0,0,0,0,NA,0,0,0,0,0
"4121","Neacomys_guianae","guianae","Neacomys",0,0,0,0,0,NA,0,0,0,0,0
"4122","Neacomys_minutus","minutus","Neacomys",1,9,1,1,0,6,1,0.167,0,0,0.301029995663981
"4123","Neacomys_musseri","musseri","Neacomys",2,20,2,2,0,10,2,0.2,1,1,0.477121254719662
"4124","Neacomys_paracou","paracou","Neacomys",0,0,0,0,0,NA,0,0,0,0,0
"4125","Neacomys_pictus","pictus","Neacomys",0,0,0,0,0,NA,0,0,0,0,0
"4126","Neacomys_spinosus","spinosus","Neacomys",0,0,0,0,0,NA,0,0,0,0,0
"4127","Neacomys_tenuipes","tenuipes","Neacomys",0,0,0,0,0,NA,0,0,0,0,0
"4128","Neacomys_vargasllosai","vargasllosai","Neacomys",0,0,0,0,0,NA,0,0,0,0,0
"4129","Neamblysomus_gunningi","gunningi","Neamblysomus",7,88,4,7,0,24,4,0.167,2,0,0.698970004336019
"4130","Neamblysomus_julianae","julianae","Neamblysomus",5,122,4,5,0,24,5,0.208,3,0,0.778151250383644
"4131","Necromys_benefactus","benefactus","Necromys",0,0,0,0,0,NA,0,0,0,0,0
"4132","Necromys_lactens","lactens","Necromys",0,0,0,0,0,NA,0,0,0,0,0
"4133","Necromys_lenguarum","lenguarum","Necromys",0,0,0,0,0,NA,0,0,0,0,0
"4134","Necromys_lilloi","lilloi","Necromys",0,0,0,0,0,NA,0,0,0,0,0
"4135","Necromys_punctulatus","punctulatus","Necromys",0,0,0,0,0,NA,0,0,0,0,0
"4136","Nectogale_elegans","elegans","Nectogale",0,0,0,0,0,NA,0,0,0,0,0
"4137","Nectogale_sikhimensis","sikhimensis","Nectogale",0,0,0,0,0,NA,0,0,0,0,0
"4138","Nectomys_alfari","alfari","Nectomys",0,0,0,0,0,NA,0,0,0,0,0
"4139","Nectomys_apicalis","apicalis","Nectomys",0,0,0,0,0,NA,0,0,0,0,0
"4140","Nectomys_magdalenae","magdalenae","Nectomys",0,0,0,0,0,NA,0,0,0,0,0
"4141","Nectomys_palmipes","palmipes","Nectomys",0,0,0,0,0,NA,0,0,0,0,0
"4142","Nectomys_rattus","rattus","Nectomys",1,12,1,1,0,6,1,0.167,1,0,0.301029995663981
"4143","Nectomys_saturatus","saturatus","Nectomys",0,0,0,0,0,NA,0,0,0,0,0
"4144","Nectomys_squamipes","squamipes","Nectomys",5,45,5,5,0,17,5,0.294,2,0,0.778151250383644
"4145","Nelsonia_neotomodon","neotomodon","Nelsonia",1,2,1,1,0,2,1,0.5,0,1,0.301029995663981
"4146","Nemorhedus_cranbrooki","cranbrooki","Nemorhedus",0,0,0,0,0,NA,0,0,0,0,0
"4147","Neodon_clarkei","clarkei","Neodon",0,0,0,0,0,NA,0,0,0,0,0
"4148","Neodon_forresti","forresti","Neodon",0,0,0,0,0,NA,0,0,0,0,0
"4149","Neodon_fuscus","fuscus","Neodon",0,0,0,0,0,NA,0,0,0,0,0
"4150","Neodon_irene","irene","Neodon",1,3,1,1,0,2,1,0.5,0,1,0.301029995663981
"4151","Neodon_leucurus","leucurus","Neodon",0,0,0,0,0,NA,0,0,0,0,0
"4152","Neodon_linzhiensis","linzhiensis","Neodon",0,0,0,0,0,NA,0,0,0,0,0
"4153","Neodon_sikimensis","sikimensis","Neodon",0,0,0,0,0,NA,0,0,0,0,0
"4154","Neofelis_diardi","diardi","Neofelis",33,850,20,31,0,15,16,1.067,25,9,1.23044892137827
"4155","Neofiber_alleni","alleni","Neofiber",5,99,5,3,2,16,4,0.25,3,1,0.698970004336019
"4156","Neohylomys_hainanensis","hainanensis","Neohylomys",1,2,1,1,0,3,1,0.333,0,1,0.301029995663981
"4157","Neomicroxus_bogotensis","bogotensis","Neomicroxus",0,0,0,0,0,NA,0,0,0,0,0
"4158","Neomonachus_schauinslandi","schauinslandi","Neomonachus",33,742,20,28,3,31,15,0.484,21,3,1.20411998265592
"4159","Neomonachus_tropicalis","tropicalis","Neomonachus",7,147,7,4,2,31,5,0.161,4,0,0.778151250383644
"4160","Neonycteris_pusilla","pusilla","Neonycteris",0,0,0,0,0,NA,0,0,0,0,0
"4161","Neophascogale_lorentzii","lorentzii","Neophascogale",0,0,0,0,0,NA,0,0,0,0,0
"4162","Neophoca_cinerea","cinerea","Neophoca",26,417,20,26,0,27,11,0.407,13,3,1.07918124604762
"4163","Neopteryx_frosti","frosti","Neopteryx",0,0,0,0,0,NA,0,0,0,0,0
"4164","Neoromicia_brunneus","brunneus","Neoromicia",0,0,0,0,0,NA,0,0,0,0,0
"4165","Neoromicia_capensis","capensis","Neoromicia",2,67,2,2,0,20,2,0.1,1,1,0.477121254719662
"4166","Neoromicia_flavescens","flavescens","Neoromicia",0,0,0,0,0,NA,0,0,0,0,0
"4167","Neoromicia_guineenis","guineenis","Neoromicia",0,0,0,0,0,NA,0,0,0,0,0
"4168","Neoromicia_guineensis","guineensis","Neoromicia",0,0,0,0,0,NA,0,0,0,0,0
"4169","Neoromicia_helios","helios","Neoromicia",0,0,0,0,0,NA,0,0,0,0,0
"4170","Neoromicia_malagasyensis","malagasyensis","Neoromicia",0,0,0,0,0,NA,0,0,0,0,0
"4171","Neoromicia_matroka","matroka","Neoromicia",1,13,1,1,0,15,1,0.067,1,0,0.301029995663981
"4172","Neoromicia_melckorum","melckorum","Neoromicia",1,13,1,1,0,15,1,0.067,1,0,0.301029995663981
"4173","Neoromicia_nanus","nanus","Neoromicia",0,0,0,0,0,NA,0,0,0,0,0
"4174","Neoromicia_rendalli","rendalli","Neoromicia",0,0,0,0,0,NA,0,0,0,0,0
"4175","Neoromicia_robertsi","robertsi","Neoromicia",0,0,0,0,0,NA,0,0,0,0,0
"4176","Neoromicia_roseveari","roseveari","Neoromicia",0,0,0,0,0,NA,0,0,0,0,0
"4177","Neoromicia_somalicus","somalicus","Neoromicia",0,0,0,0,0,NA,0,0,0,0,0
"4178","Neoromicia_stanleyi","stanleyi","Neoromicia",0,0,0,0,0,NA,0,0,0,0,0
"4179","Neoromicia_tenuipinnis","tenuipinnis","Neoromicia",1,15,1,1,0,6,1,0.167,1,0,0.301029995663981
"4180","Neoromicia_zuluensis","zuluensis","Neoromicia",0,0,0,0,0,NA,0,0,0,0,0
"4181","Neotetracus_sinensis","sinensis","Neotetracus",0,0,0,0,0,NA,0,0,0,0,0
"4182","Neotoma_angustapalata","angustapalata","Neotoma",1,1,1,1,0,10,1,0.1,0,0,0.301029995663981
"4183","Neotoma_anthonyi","anthonyi","Neotoma",0,0,0,0,0,NA,0,0,0,0,0
"4184","Neotoma_bryanti","bryanti","Neotoma",1,1,1,1,0,7,1,0.143,0,0,0.301029995663981
"4185","Neotoma_bunkeri","bunkeri","Neotoma",0,0,0,0,0,NA,0,0,0,0,0
"4186","Neotoma_chrysomelas","chrysomelas","Neotoma",0,0,0,0,0,NA,0,0,0,0,0
"4187","Neotoma_devia","devia","Neotoma",0,0,0,0,0,NA,0,0,0,0,0
"4188","Neotoma_fuscipes","fuscipes","Neotoma",3,97,3,3,0,22,3,0.136,3,0,0.602059991327962
"4189","Neotoma_goldmani","goldmani","Neotoma",1,3,1,1,0,15,1,0.067,0,0,0.301029995663981
"4190","Neotoma_isthmica","isthmica","Neotoma",0,0,0,0,0,NA,0,0,0,0,0
"4191","Neotoma_leucodon","leucodon","Neotoma",1,1,1,1,0,10,1,0.1,0,0,0.301029995663981
"4192","Neotoma_macrotis","macrotis","Neotoma",0,0,0,0,0,NA,0,0,0,0,0
"4193","Neotoma_magister","magister","Neotoma",21,221,11,16,1,25,7,0.28,7,1,0.903089986991944
"4194","Neotoma_martinensis","martinensis","Neotoma",0,0,0,0,0,NA,0,0,0,0,0
"4195","Neotoma_melanura","melanura","Neotoma",0,0,0,0,0,NA,0,0,0,0,0
"4196","Neotoma_micropus","micropus","Neotoma",1,1,1,1,0,10,1,0.1,0,0,0.301029995663981
"4197","Neotoma_nelsoni","nelsoni","Neotoma",1,5,1,1,0,15,1,0.067,0,0,0.301029995663981
"4198","Neotoma_palatina","palatina","Neotoma",0,0,0,0,0,NA,0,0,0,0,0
"4199","Neotoma_phenax","phenax","Neotoma",0,0,0,0,0,NA,0,0,0,0,0
"4200","Neotoma_picta","picta","Neotoma",0,0,0,0,0,NA,0,0,0,0,0
"4201","Neotoma_stephensi","stephensi","Neotoma",1,66,1,1,0,7,1,0.143,1,0,0.301029995663981
"4202","Neotoma_varia","varia","Neotoma",0,0,0,0,0,NA,0,0,0,0,0
"4203","Neotomys_ebriosus","ebriosus","Neotomys",0,0,0,0,0,NA,0,0,0,0,0
"4204","Neotragus_batesi","batesi","Neotragus",0,0,0,0,0,NA,0,0,0,0,0
"4205","Neotragus_damarensis","damarensis","Neotragus",0,0,0,0,0,NA,0,0,0,0,0
"4206","Neotragus_haggardi","haggardi","Neotragus",0,0,0,0,0,NA,0,0,0,0,0
"4207","Neotragus_pygmaeus","pygmaeus","Neotragus",1,6,1,1,0,11,1,0.091,0,0,0.301029995663981
"4208","Neovison_macrodon","macrodon","Neovison",0,0,0,0,0,NA,0,0,0,0,0
"4209","Neovison_vison","vison","Neovison",185,4396,104,175,8,41,36,0.878,109,8,1.56820172406699
"4210","Nephelomys_albigularis","albigularis","Nephelomys",0,0,0,0,0,NA,0,0,0,0,0
"4211","Nephelomys_auriventer","auriventer","Nephelomys",0,0,0,0,0,NA,0,0,0,0,0
"4212","Nephelomys_caracolus","caracolus","Nephelomys",1,4,1,1,0,8,1,0.125,0,0,0.301029995663981
"4213","Nephelomys_childi","childi","Nephelomys",0,0,0,0,0,NA,0,0,0,0,0
"4214","Nephelomys_devius","devius","Nephelomys",1,5,1,1,0,14,1,0.071,0,0,0.301029995663981
"4215","Nephelomys_keaysi","keaysi","Nephelomys",0,0,0,0,0,NA,0,0,0,0,0
"4216","Nephelomys_levipes","levipes","Nephelomys",0,0,0,0,0,NA,0,0,0,0,0
"4217","Nephelomys_maculiventer","maculiventer","Nephelomys",1,1,1,1,0,2,1,0.5,0,1,0.301029995663981
"4218","Nephelomys_meridensis","meridensis","Nephelomys",0,0,0,0,0,NA,0,0,0,0,0
"4219","Nephelomys_moerex","moerex","Nephelomys",0,0,0,0,0,NA,0,0,0,0,0
"4220","Nephelomys_nimbosus","nimbosus","Nephelomys",0,0,0,0,0,NA,0,0,0,0,0
"4221","Nephelomys_pectoralis","pectoralis","Nephelomys",1,6,1,0,1,6,1,0.167,0,0,0.301029995663981
"4222","Nesogale_dobsoni","dobsoni","Nesogale",0,0,0,0,0,NA,0,0,0,0,0
"4223","Nesogale_talazaci","talazaci","Nesogale",0,0,0,0,0,NA,0,0,0,0,0
"4224","Nesokia_bunnii","bunnii","Nesokia",1,14,1,1,0,6,1,0.167,1,0,0.301029995663981
"4225","Nesokia_indica","indica","Nesokia",3,24,3,3,0,38,2,0.053,1,1,0.477121254719662
"4226","Nesolagus_netscheri","netscheri","Nesolagus",1,9,1,1,0,9,1,0.111,0,0,0.301029995663981
"4227","Nesolagus_timminsi","timminsi","Nesolagus",1,3,1,1,0,1,1,1,0,1,0.301029995663981
"4228","Nesomys_audeberti","audeberti","Nesomys",0,0,0,0,0,NA,0,0,0,0,0
"4229","Nesomys_lambertoni","lambertoni","Nesomys",0,0,0,0,0,NA,0,0,0,0,0
"4230","Nesomys_rufus","rufus","Nesomys",2,20,2,2,0,23,1,0.043,1,1,0.301029995663981
"4231","Nesoromys_ceramicus","ceramicus","Nesoromys",0,0,0,0,0,NA,0,0,0,0,0
"4232","Nesoryzomys_darwini","darwini","Nesoryzomys",1,43,1,1,0,21,1,0.048,1,0,0.301029995663981
"4233","Nesoryzomys_fernandinae","fernandinae","Nesoryzomys",1,43,1,1,0,21,1,0.048,1,0,0.301029995663981
"4234","Nesoryzomys_indefessus","indefessus","Nesoryzomys",1,43,1,1,0,21,1,0.048,1,0,0.301029995663981
"4235","Nesoryzomys_narboroughi","narboroughi","Nesoryzomys",2,44,2,2,0,21,1,0.048,1,1,0.301029995663981
"4236","Nesoryzomys_swarthi","swarthi","Nesoryzomys",3,60,3,3,0,21,2,0.095,2,0,0.477121254719662
"4237","Neurotrichus_gibbsii","gibbsii","Neurotrichus",3,60,3,2,1,23,2,0.087,2,0,0.477121254719662
"4238","Neusticomys_ferreirai","ferreirai","Neusticomys",0,0,0,0,0,NA,0,0,0,0,0
"4239","Neusticomys_monticolus","monticolus","Neusticomys",0,0,0,0,0,NA,0,0,0,0,0
"4240","Neusticomys_mussoi","mussoi","Neusticomys",0,0,0,0,0,NA,0,0,0,0,0
"4241","Neusticomys_oyapocki","oyapocki","Neusticomys",0,0,0,0,0,NA,0,0,0,0,0
"4242","Neusticomys_peruviensis","peruviensis","Neusticomys",1,9,1,1,0,6,1,0.167,0,0,0.301029995663981
"4243","Neusticomys_venezuelae","venezuelae","Neusticomys",0,0,0,0,0,NA,0,0,0,0,0
"4244","Neusticomys_vossi","vossi","Neusticomys",0,0,0,0,0,NA,0,0,0,0,0
"4245","Nilopegamys_plumbeus","plumbeus","Nilopegamys",0,0,0,0,0,NA,0,0,0,0,0
"4246","Ningaui_ridei","ridei","Ningaui",0,0,0,0,0,NA,0,0,0,0,0
"4247","Ningaui_timealeyi","timealeyi","Ningaui",0,0,0,0,0,NA,0,0,0,0,0
"4248","Ningaui_yvonnae","yvonnae","Ningaui",5,116,4,5,0,31,4,0.129,4,1,0.698970004336019
"4249","Niumbaha_superba","superba","Niumbaha",0,0,0,0,0,NA,0,0,0,0,0
"4250","Niviventer_brahma","brahma","Niviventer",0,0,0,0,0,NA,0,0,0,0,0
"4251","Niviventer_cameroni","cameroni","Niviventer",0,0,0,0,0,NA,0,0,0,0,0
"4252","Niviventer_coninga","coninga","Niviventer",0,0,0,0,0,NA,0,0,0,0,0
"4253","Niviventer_cremoriventer","cremoriventer","Niviventer",0,0,0,0,0,NA,0,0,0,0,0
"4254","Niviventer_culturatus","culturatus","Niviventer",0,0,0,0,0,NA,0,0,0,0,0
"4255","Niviventer_excelsior","excelsior","Niviventer",0,0,0,0,0,NA,0,0,0,0,0
"4256","Niviventer_fraternus","fraternus","Niviventer",0,0,0,0,0,NA,0,0,0,0,0
"4257","Niviventer_fulvescens","fulvescens","Niviventer",0,0,0,0,0,NA,0,0,0,0,0
"4258","Niviventer_hinpoon","hinpoon","Niviventer",0,0,0,0,0,NA,0,0,0,0,0
"4259","Niviventer_huang","huang","Niviventer",0,0,0,0,0,NA,0,0,0,0,0
"4260","Niviventer_langbianus","langbianus","Niviventer",0,0,0,0,0,NA,0,0,0,0,0
"4261","Niviventer_lepturus","lepturus","Niviventer",0,0,0,0,0,NA,0,0,0,0,0
"4262","Niviventer_lotipes","lotipes","Niviventer",0,0,0,0,0,NA,0,0,0,0,0
"4263","Niviventer_niviventer","niviventer","Niviventer",1,41,1,1,0,4,1,0.25,1,1,0.301029995663981
"4264","Niviventer_rapit","rapit","Niviventer",0,0,0,0,0,NA,0,0,0,0,0
"4265","Niviventer_tenaster","tenaster","Niviventer",0,0,0,0,0,NA,0,0,0,0,0
"4266","Noctilio_albiventer","albiventer","Noctilio",0,0,0,0,0,NA,0,0,0,0,0
"4267","Noctilio_albiventris","albiventris","Noctilio",3,37,3,3,0,18,2,0.111,1,1,0.477121254719662
"4268","Noctilio_leporinus","leporinus","Noctilio",5,33,5,5,0,15,2,0.133,1,0,0.477121254719662
"4269","Nomascus_annamensis","annamensis","Nomascus",6,3,5,6,0,3,1,0.333,0,1,0.301029995663981
"4270","Nomascus_gabriellae","gabriellae","Nomascus",8,64,7,8,0,11,4,0.364,2,2,0.698970004336019
"4271","Nomascus_hainanus","hainanus","Nomascus",18,112,14,16,0,11,6,0.545,3,5,0.845098040014257
"4272","Nomascus_leucogenys","leucogenys","Nomascus",13,170,8,13,0,14,7,0.5,5,2,0.903089986991944
"4273","Nomascus_nasutus","nasutus","Nomascus",9,106,7,9,0,10,5,0.5,4,3,0.778151250383644
"4274","Nomascus_siki","siki","Nomascus",5,47,5,5,0,12,3,0.25,2,2,0.602059991327962
"4275","Notamacropus_agilis","agilis","Notamacropus",3,26,3,0,0,29,3,0.103,1,2,0.602059991327962
"4276","Notamacropus_dorsalis","dorsalis","Notamacropus",2,10,2,2,0,30,2,0.067,0,0,0.477121254719662
"4277","Notamacropus_eugenii","eugenii","Notamacropus",6,15,5,6,0,4,2,0.5,1,2,0.477121254719662
"4278","Notamacropus_irma","irma","Notamacropus",2,30,2,2,0,18,2,0.111,2,1,0.477121254719662
"4279","Notamacropus_parma","parma","Notamacropus",4,74,4,3,1,25,3,0.12,2,0,0.602059991327962
"4280","Notamacropus_parryi","parryi","Notamacropus",1,9,1,1,0,22,1,0.045,0,0,0.301029995663981
"4281","Notamacropus_rufogriseus","rufogriseus","Notamacropus",2,4,2,2,0,3,1,0.333,0,1,0.301029995663981
"4282","Notiomys_edwardsii","edwardsii","Notiomys",2,15,2,2,0,13,1,0.077,1,0,0.301029995663981
"4283","Notiosorex_cockrumi","cockrumi","Notiosorex",0,0,0,0,0,NA,0,0,0,0,0
"4284","Notiosorex_crawfordi","crawfordi","Notiosorex",1,4,1,1,0,22,1,0.045,0,0,0.301029995663981
"4285","Notiosorex_evotis","evotis","Notiosorex",0,0,0,0,0,NA,0,0,0,0,0
"4286","Notiosorex_villai","villai","Notiosorex",0,0,0,0,0,NA,0,0,0,0,0
"4287","Notochoerus_compactus","compactus","Notochoerus",0,0,0,0,0,NA,0,0,0,0,0
"4288","Notochoerus_dietrichi","dietrichi","Notochoerus",0,0,0,0,0,NA,0,0,0,0,0
"4289","Notocitellus_adocetus","adocetus","Notocitellus",1,9,1,1,0,12,1,0.083,0,0,0.301029995663981
"4290","Notocitellus_annulatus","annulatus","Notocitellus",0,0,0,0,0,NA,0,0,0,0,0
"4291","Notomys_alexis","alexis","Notomys",10,256,9,10,0,47,6,0.128,6,2,0.845098040014257
"4292","Notomys_amplus","amplus","Notomys",0,0,0,0,0,NA,0,0,0,0,0
"4293","Notomys_aquilo","aquilo","Notomys",3,47,2,3,0,22,3,0.136,1,0,0.602059991327962
"4294","Notomys_cervinus","cervinus","Notomys",2,65,2,2,0,21,2,0.095,2,0,0.477121254719662
"4295","Notomys_fuscus","fuscus","Notomys",6,217,6,6,0,22,5,0.227,4,2,0.778151250383644
"4296","Notomys_longicaudatus","longicaudatus","Notomys",1,19,1,1,0,21,1,0.048,1,0,0.301029995663981
"4297","Notomys_macrotis","macrotis","Notomys",0,0,0,0,0,NA,0,0,0,0,0
"4298","Notomys_mitchellii","mitchellii","Notomys",1,23,1,1,0,21,1,0.048,1,0,0.301029995663981
"4299","Notomys_mordax","mordax","Notomys",0,0,0,0,0,NA,0,0,0,0,0
"4300","Notopteris_macdonaldi","macdonaldi","Notopteris",5,44,3,5,0,14,4,0.286,2,0,0.698970004336019
"4301","Notopteris_neocaledonica","neocaledonica","Notopteris",0,0,0,0,0,NA,0,0,0,0,0
"4302","Notoryctes_caurinus","caurinus","Notoryctes",0,0,0,0,0,NA,0,0,0,0,0
"4303","Notoryctes_typhlops","typhlops","Notoryctes",2,11,2,2,0,9,2,0.222,0,0,0.477121254719662
"4304","Nyctalus_anthonyi","anthonyi","Nyctalus",0,0,0,0,0,NA,0,0,0,0,0
"4305","Nyctalus_asiaeorientalis","asiaeorientalis","Nyctalus",0,0,0,0,0,NA,0,0,0,0,0
"4306","Nyctalus_aviator","aviator","Nyctalus",2,72,2,2,0,17,2,0.118,2,0,0.477121254719662
"4307","Nyctalus_azoreum","azoreum","Nyctalus",4,67,4,4,0,17,3,0.176,2,0,0.602059991327962
"4308","Nyctalus_caudatus","caudatus","Nyctalus",0,0,0,0,0,NA,0,0,0,0,0
"4309","Nyctalus_furvus","furvus","Nyctalus",0,0,0,0,0,NA,0,0,0,0,0
"4310","Nyctalus_lasiopterus","lasiopterus","Nyctalus",11,149,10,11,0,14,4,0.286,3,2,0.698970004336019
"4311","Nyctalus_montanus","montanus","Nyctalus",0,0,0,0,0,NA,0,0,0,0,0
"4312","Nyctalus_noctula","noctula","Nyctalus",31,680,22,28,3,24,14,0.583,16,4,1.17609125905568
"4313","Nyctalus_plancyi","plancyi","Nyctalus",1,29,1,1,0,14,1,0.071,1,0,0.301029995663981
"4314","Nyctalus_stenopterus","stenopterus","Nyctalus",0,0,0,0,0,NA,0,0,0,0,0
"4315","Nyctalus_velutinus","velutinus","Nyctalus",0,0,0,0,0,NA,0,0,0,0,0
"4316","Nyctereutes_koreensis","koreensis","Nyctereutes",0,0,0,0,0,NA,0,0,0,0,0
"4317","Nyctereutes_procyonoides","procyonoides","Nyctereutes",38,368,33,33,3,25,12,0.48,14,5,1.11394335230684
"4318","Nycteris_arge","arge","Nycteris",0,0,0,0,0,NA,0,0,0,0,0
"4319","Nycteris_aurita","aurita","Nycteris",0,0,0,0,0,NA,0,0,0,0,0
"4320","Nycteris_fuliginosa","fuliginosa","Nycteris",0,0,0,0,0,NA,0,0,0,0,0
"4321","Nycteris_gambiensis","gambiensis","Nycteris",0,0,0,0,0,NA,0,0,0,0,0
"4322","Nycteris_grandis","grandis","Nycteris",0,0,0,0,0,NA,0,0,0,0,0
"4323","Nycteris_hispida","hispida","Nycteris",1,3,1,1,0,4,1,0.25,0,1,0.301029995663981
"4324","Nycteris_intermedia","intermedia","Nycteris",0,0,0,0,0,NA,0,0,0,0,0
"4325","Nycteris_javanica","javanica","Nycteris",0,0,0,0,0,NA,0,0,0,0,0
"4326","Nycteris_macrotis","macrotis","Nycteris",0,0,0,0,0,NA,0,0,0,0,0
"4327","Nycteris_madagascariensis","madagascariensis","Nycteris",0,0,0,0,0,NA,0,0,0,0,0
"4328","Nycteris_major","major","Nycteris",0,0,0,0,0,NA,0,0,0,0,0
"4329","Nycteris_nana","nana","Nycteris",0,0,0,0,0,NA,0,0,0,0,0
"4330","Nycteris_parisii","parisii","Nycteris",1,2,1,1,0,33,1,0.03,0,0,0.301029995663981
"4331","Nycteris_poensis","poensis","Nycteris",0,0,0,0,0,NA,0,0,0,0,0
"4332","Nycteris_thebaica","thebaica","Nycteris",3,28,3,3,0,15,2,0.133,1,1,0.477121254719662
"4333","Nycteris_tragata","tragata","Nycteris",2,4,2,1,0,6,1,0.167,0,0,0.301029995663981
"4334","Nycteris_villosa","villosa","Nycteris",0,0,0,0,0,NA,0,0,0,0,0
"4335","Nycteris_vinsoni","vinsoni","Nycteris",0,0,0,0,0,NA,0,0,0,0,0
"4336","Nycteris_woodi","woodi","Nycteris",0,0,0,0,0,NA,0,0,0,0,0
"4337","Nycticebus_bancanus","bancanus","Nycticebus",1,9,1,1,0,4,1,0.25,0,1,0.301029995663981
"4338","Nycticebus_bengalensis","bengalensis","Nycticebus",17,204,10,16,1,15,9,0.6,8,2,1
"4339","Nycticebus_borneanus","borneanus","Nycticebus",0,0,0,0,0,NA,0,0,0,0,0
"4340","Nycticebus_javanicus","javanicus","Nycticebus",14,264,11,12,0,12,7,0.583,7,4,0.903089986991944
"4341","Nycticebus_kayan","kayan","Nycticebus",1,12,1,1,0,7,1,0.143,1,0,0.301029995663981
"4342","Nycticebus_menagensis","menagensis","Nycticebus",5,45,5,5,0,13,3,0.231,1,2,0.602059991327962
"4343","Nycticebus_pygmaeus","pygmaeus","Nycticebus",14,318,14,14,0,23,10,0.435,11,1,1.04139268515822
"4344","Nycticeinops_schlieffeni","schlieffeni","Nycticeinops",0,0,0,0,0,NA,0,0,0,0,0
"4345","Nycticeius_aenobarbus","aenobarbus","Nycticeius",0,0,0,0,0,NA,0,0,0,0,0
"4346","Nycticeius_cubanus","cubanus","Nycticeius",0,0,0,0,0,NA,0,0,0,0,0
"4347","Nycticeius_humeralis","humeralis","Nycticeius",5,44,5,5,0,18,3,0.167,2,1,0.602059991327962
"4348","Nyctiellus_lepidus","lepidus","Nyctiellus",0,0,0,0,0,NA,0,0,0,0,0
"4349","Nyctimene_aello","aello","Nyctimene",0,0,0,0,0,NA,0,0,0,0,0
"4350","Nyctimene_cephalotes","cephalotes","Nyctimene",0,0,0,0,0,NA,0,0,0,0,0
"4351","Nyctimene_certans","certans","Nyctimene",0,0,0,0,0,NA,0,0,0,0,0
"4352","Nyctimene_cyclotis","cyclotis","Nyctimene",0,0,0,0,0,NA,0,0,0,0,0
"4353","Nyctimene_draconilla","draconilla","Nyctimene",0,0,0,0,0,NA,0,0,0,0,0
"4354","Nyctimene_keasti","keasti","Nyctimene",0,0,0,0,0,NA,0,0,0,0,0
"4355","Nyctimene_major","major","Nyctimene",0,0,0,0,0,NA,0,0,0,0,0
"4356","Nyctimene_malaitensis","malaitensis","Nyctimene",0,0,0,0,0,NA,0,0,0,0,0
"4357","Nyctimene_masalai","masalai","Nyctimene",0,0,0,0,0,NA,0,0,0,0,0
"4358","Nyctimene_minutus","minutus","Nyctimene",0,0,0,0,0,NA,0,0,0,0,0
"4359","Nyctimene_rabori","rabori","Nyctimene",0,0,0,0,0,NA,0,0,0,0,0
"4360","Nyctimene_robinsoni","robinsoni","Nyctimene",0,0,0,0,0,NA,0,0,0,0,0
"4361","Nyctimene_sanctacrucis","sanctacrucis","Nyctimene",0,0,0,0,0,NA,0,0,0,0,0
"4362","Nyctimene_vizcaccia","vizcaccia","Nyctimene",0,0,0,0,0,NA,0,0,0,0,0
"4363","Nyctinomops_aurispinosus","aurispinosus","Nyctinomops",0,0,0,0,0,NA,0,0,0,0,0
"4364","Nyctinomops_femorosaccus","femorosaccus","Nyctinomops",0,0,0,0,0,NA,0,0,0,0,0
"4365","Nyctinomops_laticaudatus","laticaudatus","Nyctinomops",6,39,6,6,0,18,4,0.222,1,1,0.698970004336019
"4366","Nyctinomops_macrotis","macrotis","Nyctinomops",2,7,2,2,0,18,2,0.111,0,0,0.477121254719662
"4367","Nyctophilus_arnhemensis","arnhemensis","Nyctophilus",0,0,0,0,0,NA,0,0,0,0,0
"4368","Nyctophilus_australis","australis","Nyctophilus",0,0,0,0,0,NA,0,0,0,0,0
"4369","Nyctophilus_bifax","bifax","Nyctophilus",1,14,1,1,0,11,1,0.091,1,0,0.301029995663981
"4370","Nyctophilus_corbeni","corbeni","Nyctophilus",2,15,2,2,0,5,2,0.4,0,1,0.477121254719662
"4371","Nyctophilus_daedalus","daedalus","Nyctophilus",0,0,0,0,0,NA,0,0,0,0,0
"4372","Nyctophilus_geoffroyi","geoffroyi","Nyctophilus",7,238,7,7,0,26,5,0.192,4,1,0.778151250383644
"4373","Nyctophilus_gouldi","gouldi","Nyctophilus",6,127,6,5,0,19,5,0.263,4,2,0.778151250383644
