"","genus_species","species","genus","publications","citations","journals","articles","reviews","years_publishing","h","m","i10","h5"
"4040","Myosorex_meesteri","meesteri","Myosorex",0,0,0,0,0,NA,0,0,0,0
"4041","Myosorex_okuensis","okuensis","Myosorex",0,0,0,0,0,NA,0,0,0,0
"4042","Myosorex_preussi","preussi","Myosorex",1,6,1,1,0,14,1,0.071,0,0
"4043","Myosorex_rumpii","rumpii","Myosorex",0,0,0,0,0,NA,0,0,0,0
"4044","Myosorex_schalleri","schalleri","Myosorex",0,0,0,0,0,NA,0,0,0,0
"4045","Myosorex_sclateri","sclateri","Myosorex",2,18,2,1,1,8,2,0.25,1,1
"4046","Myosorex_swinnyi","swinnyi","Myosorex",0,0,0,0,0,NA,0,0,0,0
"4047","Myosorex_tenuis","tenuis","Myosorex",1,15,1,0,1,8,1,0.125,1,0
"4048","Myosorex_varius","varius","Myosorex",22,252,17,20,2,36,12,0.333,12,2
"4049","Myosorex_zinki","zinki","Myosorex",4,44,4,4,0,16,3,0.188,2,0
"4050","Myospalax_aspalax","aspalax","Myospalax",9,22,8,9,0,34,4,0.118,0,1
"4051","Myospalax_myospalax","myospalax","Myospalax",132,1070,75,127,2,83,17,0.205,27,4
"4052","Myospalax_psilurus","psilurus","Myospalax",17,43,14,17,0,22,4,0.182,1,1
"4053","Myotis_abei","abei","Myotis",1,2,1,1,0,17,1,0.059,0,0
"4054","Myotis_aelleni","aelleni","Myotis",2,14,2,2,0,22,2,0.091,1,1
"4055","Myotis_aemulus","aemulus","Myotis",2,7,2,2,0,25,1,0.04,0,0
"4056","Myotis_albescens","albescens","Myotis",14,292,12,13,1,42,8,0.19,8,1
"4057","Myotis_alcathoe","alcathoe","Myotis",27,276,18,26,1,20,11,0.55,13,2
"4058","Myotis_altarium","altarium","Myotis",10,108,9,10,0,23,5,0.217,4,2
"4059","Myotis_ancricola","ancricola","Myotis",0,0,0,0,0,NA,0,0,0,0
"4060","Myotis_anjouanensis","anjouanensis","Myotis",1,12,1,0,1,11,1,0.091,1,0
"4061","Myotis_annamiticus","annamiticus","Myotis",2,22,1,2,0,20,2,0.1,1,0
"4062","Myotis_annatessae","annatessae","Myotis",1,2,1,1,0,3,1,0.333,0,1
"4063","Myotis_annectans","annectans","Myotis",6,89,4,5,1,20,4,0.2,2,1
"4064","Myotis_araxenus","araxenus","Myotis",0,0,0,0,0,NA,0,0,0,0
"4065","Myotis_atacamensis","atacamensis","Myotis",5,14,3,5,0,7,2,0.286,1,1
"4066","Myotis_ater","ater","Myotis",1,8,1,1,0,23,1,0.043,0,0
"4067","Myotis_aurascens","aurascens","Myotis",7,113,7,6,1,12,3,0.25,3,1
"4068","Myotis_auriculus","auriculus","Myotis",8,84,6,7,0,38,5,0.132,4,0
"4069","Myotis_australis","australis","Myotis",1,17,1,1,0,20,1,0.05,1,0
"4070","Myotis_austroriparius","austroriparius","Myotis",35,382,20,32,2,54,11,0.204,12,2
"4071","Myotis_badius","badius","Myotis",1,5,1,1,0,3,1,0.333,0,1
"4072","Myotis_bechsteinii","bechsteinii","Myotis",115,3041,71,107,4,59,30,0.508,60,7
"4073","Myotis_bucharensis","bucharensis","Myotis",0,0,0,0,0,NA,0,0,0,0
"4074","Myotis_californicus","californicus","Myotis",43,723,28,43,0,76,16,0.211,21,3
"4075","Myotis_capaccinii","capaccinii","Myotis",79,1288,45,76,1,40,18,0.45,33,5
"4076","Myotis_chiloensis","chiloensis","Myotis",22,191,19,21,0,35,9,0.257,8,3
"4077","Myotis_chinensis","chinensis","Myotis",9,126,8,7,2,20,7,0.35,6,0
"4078","Myotis_ciliolabrum","ciliolabrum","Myotis",25,266,16,25,0,27,10,0.37,12,1
"4079","Myotis_cobanensis","cobanensis","Myotis",0,0,0,0,0,NA,0,0,0,0
"4080","Myotis_crypticus","crypticus","Myotis",0,0,0,0,0,NA,0,0,0,0
"4081","Myotis_csorbai","csorbai","Myotis",1,10,1,1,0,24,1,0.042,1,0
"4082","Myotis_dasycneme","dasycneme","Myotis",72,1204,48,65,4,56,17,0.304,29,5
"4083","Myotis_davidii","davidii","Myotis",27,502,25,26,0,15,9,0.6,8,5
"4084","Myotis_delicatus","delicatus","Myotis",0,0,0,0,0,NA,0,0,0,0
"4085","Myotis_desertorum","desertorum","Myotis",0,0,0,0,0,NA,0,0,0,0
"4086","Myotis_dieteri","dieteri","Myotis",0,0,0,0,0,NA,0,0,0,0
"4087","Myotis_diminutus","diminutus","Myotis",1,1,1,1,0,6,1,0.167,0,0
"4088","Myotis_dominicensis","dominicensis","Myotis",1,12,1,1,0,9,1,0.111,1,0
"4089","Myotis_elegans","elegans","Myotis",0,0,0,0,0,NA,0,0,0,0
"4090","Myotis_emarginatus","emarginatus","Myotis",87,960,55,85,2,73,17,0.233,33,5
"4091","Myotis_exilis","exilis","Myotis",0,0,0,0,0,NA,0,0,0,0
"4092","Myotis_fimbriatus","fimbriatus","Myotis",5,34,5,5,0,9,3,0.333,1,3
"4093","Myotis_findleyi","findleyi","Myotis",0,0,0,0,0,NA,0,0,0,0
"4094","Myotis_flavus","flavus","Myotis",3,18,3,3,0,11,3,0.273,0,2
"4095","Myotis_formosus","formosus","Myotis",16,118,13,14,1,21,6,0.286,5,3
"4096","Myotis_fortidens","fortidens","Myotis",2,3,1,2,0,11,1,0.091,0,0
"4097","Myotis_frater","frater","Myotis",11,98,10,10,1,59,4,0.068,4,2
"4098","Myotis_ghardalamensis","ghardalamensis","Myotis",0,0,0,0,0,NA,0,0,0,0
"4099","Myotis_gomantongensis","gomantongensis","Myotis",0,0,0,0,0,NA,0,0,0,0
"4100","Myotis_goudoti","goudoti","Myotis",13,304,12,13,0,49,9,0.184,8,2
"4101","Myotis_gracilis","gracilis","Myotis",5,24,4,3,2,9,2,0.222,1,1
"4102","Myotis_grisescens","grisescens","Myotis",58,610,38,50,6,83,16,0.193,24,3
"4103","Myotis_gundersheimensis","gundersheimensis","Myotis",0,0,0,0,0,NA,0,0,0,0
"4104","Myotis_hajastanicus","hajastanicus","Myotis",2,16,2,2,0,9,2,0.222,1,1
"4105","Myotis_handleyi","handleyi","Myotis",1,20,1,1,0,8,1,0.125,1,0
"4106","Myotis_hasseltii","hasseltii","Myotis",2,1,2,2,0,2,1,0.5,0,1
"4107","Myotis_hermani","hermani","Myotis",1,24,1,0,1,15,1,0.067,1,0
"4108","Myotis_hosonoi","hosonoi","Myotis",1,13,1,1,0,23,1,0.043,1,0
"4109","Myotis_hoveli","hoveli","Myotis",0,0,0,0,0,NA,0,0,0,0
"4110","Myotis_hyrcanicus","hyrcanicus","Myotis",0,0,0,0,0,NA,0,0,0,0
"4111","Myotis_ikonnikovi","ikonnikovi","Myotis",13,230,10,13,0,23,6,0.261,5,1
"4112","Myotis_indochinensis","indochinensis","Myotis",1,1,1,1,0,4,1,0.25,0,1
"4113","Myotis_insularum","insularum","Myotis",0,0,0,0,0,NA,0,0,0,0
"4114","Myotis_izecksohni","izecksohni","Myotis",2,7,2,2,0,6,2,0.333,0,1
"4115","Myotis_keaysi","keaysi","Myotis",7,125,6,7,0,14,6,0.429,5,1
"4116","Myotis_keenii","keenii","Myotis",40,809,20,38,2,47,20,0.426,30,1
"4117","Myotis_kormosi","kormosi","Myotis",0,0,0,0,0,NA,0,0,0,0
"4118","Myotis_laniger","laniger","Myotis",2,10,2,2,0,9,2,0.222,0,1
"4119","Myotis_lavali","lavali","Myotis",10,47,8,9,0,8,5,0.625,1,4
"4120","Myotis_leibii","leibii","Myotis",34,248,17,28,3,27,9,0.333,7,2
"4121","Myotis_levis","levis","Myotis",17,222,15,16,1,26,8,0.308,8,0
"4122","Myotis_longipes","longipes","Myotis",5,36,4,5,0,24,4,0.167,2,0
"4123","Myotis_macrodactylus","macrodactylus","Myotis",23,164,21,22,1,47,9,0.191,8,2
"4124","Myotis_macropus","macropus","Myotis",18,180,10,14,2,22,7,0.318,6,3
"4125","Myotis_macrotarsus","macrotarsus","Myotis",1,14,1,1,0,22,1,0.045,1,0
"4126","Myotis_melanorhinus","melanorhinus","Myotis",4,29,4,4,0,5,2,0.4,1,2
"4127","Myotis_midastactus","midastactus","Myotis",2,14,2,2,0,7,1,0.143,1,0
"4128","Myotis_misonnei","misonnei","Myotis",0,0,0,0,0,NA,0,0,0,0
"4129","Myotis_moluccarum","moluccarum","Myotis",4,40,3,4,0,22,3,0.136,2,0
"4130","Myotis_montivagus","montivagus","Myotis",5,82,5,4,0,59,4,0.068,2,1
"4131","Myotis_morrisi","morrisi","Myotis",1,30,1,1,0,47,1,0.021,1,0
"4132","Myotis_mystacinus","mystacinus","Myotis",105,1935,65,100,2,73,23,0.315,54,4
"4133","Myotis_nigricans","nigricans","Myotis",74,1047,52,70,2,89,18,0.202,36,4
"4134","Myotis_nipalensis","nipalensis","Myotis",1,12,1,1,0,9,1,0.111,1,0
"4135","Myotis_occultus","occultus","Myotis",15,179,8,15,0,46,6,0.13,4,1
"4136","Myotis_oreias","oreias","Myotis",3,30,3,3,0,23,2,0.087,1,1
"4137","Myotis_oxygnathus","oxygnathus","Myotis",24,201,20,24,0,59,8,0.136,6,1
"4138","Myotis_ozensis","ozensis","Myotis",0,0,0,0,0,NA,0,0,0,0
"4139","Myotis_peninsularis","peninsularis","Myotis",1,2,1,1,0,6,1,0.167,0,0
"4140","Myotis_pequinius","pequinius","Myotis",5,45,5,5,0,15,3,0.2,2,3
"4141","Myotis_petax","petax","Myotis",20,98,17,19,1,16,5,0.312,4,1
"4142","Myotis_peytoni","peytoni","Myotis",2,4,1,2,0,4,1,0.25,0,1
"4143","Myotis_phanluongi","phanluongi","Myotis",1,1,1,1,0,8,1,0.125,0,0
"4144","Myotis_planiceps","planiceps","Myotis",3,4,2,2,0,16,1,0.062,0,1
"4145","Myotis_praevius","praevius","Myotis",0,0,0,0,0,NA,0,0,0,0
"4146","Myotis_pruinosus","pruinosus","Myotis",3,57,3,1,1,39,2,0.051,1,0
"4147","Myotis_punicus","punicus","Myotis",12,272,9,11,1,21,6,0.286,5,1
"4148","Myotis_rapax","rapax","Myotis",0,0,0,0,0,NA,0,0,0,0
"4149","Myotis_ricketti","ricketti","Myotis",41,527,29,0,0,18,12,0.667,14,5
"4150","Myotis_ridleyi","ridleyi","Myotis",2,4,2,2,0,6,1,0.167,0,0
"4151","Myotis_riparius","riparius","Myotis",24,290,18,23,1,26,10,0.385,10,5
"4152","Myotis_rosseti","rosseti","Myotis",0,0,0,0,0,NA,0,0,0,0
"4153","Myotis_ruber","ruber","Myotis",13,252,10,12,1,26,7,0.269,6,1
"4154","Myotis_rufoniger","rufoniger","Myotis",2,46,2,2,0,4,2,0.5,1,2
"4155","Myotis_schaubi","schaubi","Myotis",1,16,1,1,0,15,1,0.067,1,0
"4156","Myotis_scotti","scotti","Myotis",2,34,2,1,0,49,2,0.041,1,0
"4157","Myotis_seabrae","seabrae","Myotis",0,0,0,0,0,NA,0,0,0,0
"4158","Myotis_secundus","secundus","Myotis",0,0,0,0,0,NA,0,0,0,0
"4159","Myotis_septentrionalis","septentrionalis","Myotis",168,3736,54,161,3,38,36,0.947,96,6
"4160","Myotis_sicarius","sicarius","Myotis",0,0,0,0,0,NA,0,0,0,0
"4161","Myotis_simus","simus","Myotis",6,82,5,4,2,20,4,0.2,3,1
"4162","Myotis_sodalis","sodalis","Myotis",145,2425,58,132,4,66,29,0.439,71,8
"4163","Myotis_soror","soror","Myotis",0,0,0,0,0,NA,0,0,0,0
"4164","Myotis_stalkeri","stalkeri","Myotis",0,0,0,0,0,NA,0,0,0,0
"4165","Myotis_thysanodes","thysanodes","Myotis",32,552,18,30,1,51,14,0.275,16,3
"4166","Myotis_tricolor","tricolor","Myotis",11,89,8,11,0,70,6,0.086,2,2
"4167","Myotis_tschuliensis","tschuliensis","Myotis",3,16,3,3,0,15,1,0.067,1,0
"4168","Myotis_velifer","velifer","Myotis",65,803,39,60,0,56,16,0.286,26,3
"4169","Myotis_vivesi","vivesi","Myotis",25,295,21,23,1,22,10,0.455,10,5
"4170","Myotis_volans","volans","Myotis",43,1061,22,40,3,39,18,0.462,25,3
"4171","Myotis_watasei","watasei","Myotis",1,4,1,1,0,14,1,0.071,0,0
"4172","Myotis_welwitschii","welwitschii","Myotis",6,39,5,6,0,25,3,0.12,1,1
"4173","Myotis_yanbarensis","yanbarensis","Myotis",2,55,2,0,1,18,1,0.056,1,0
"4174","Myotis_yesoensis","yesoensis","Myotis",0,0,0,0,0,NA,0,0,0,0
"4175","Myotis_yumanensis","yumanensis","Myotis",35,607,21,32,1,54,16,0.296,20,3
"4176","Myotis_zenatius","zenatius","Myotis",0,0,0,0,0,NA,0,0,0,0
"4177","Myotomys_sloggetti","sloggetti","Myotomys",19,176,18,18,1,29,9,0.31,8,1
"4178","Myotomys_unisulcatus","unisulcatus","Myotomys",27,339,19,25,2,32,12,0.375,14,1
"4179","Myotragus_balearicus","balearicus","Myotragus",40,861,29,37,1,106,19,0.179,27,4
"4180","Myrmecobius_diemensis","diemensis","Myrmecobius",0,0,0,0,0,NA,0,0,0,0
"4181","Myrmecobius_fasciatus","fasciatus","Myrmecobius",53,1103,34,52,1,93,18,0.194,27,3
"4182","Myrmecobius_luederwaldti","luederwaldti","Myrmecobius",0,0,0,0,0,NA,0,0,0,0
"4183","Myrmecophaga_tridactyla","tridactyla","Myrmecophaga",198,1730,118,0,0,64,21,0.328,57,7
"4184","Mysateles_garridoi","garridoi","Mysateles",0,0,0,0,0,NA,0,0,0,0
"4185","Mysateles_meridionalis","meridionalis","Mysateles",1,9,1,1,0,30,1,0.033,0,0
"4186","Mysateles_prehensilis","prehensilis","Mysateles",1,9,1,1,0,30,1,0.033,0,0
"4187","Mystacina_robusta","robusta","Mystacina",7,110,4,7,0,40,5,0.125,5,0
"4188","Mystacina_tuberculata","tuberculata","Mystacina",72,1142,35,67,4,145,20,0.138,37,4
"4189","Mystacina_velutina","velutina","Mystacina",1,2,1,1,0,22,1,0.045,0,0
"4190","Mystromys_albicaudatus","albicaudatus","Mystromys",43,551,26,42,0,60,10,0.167,12,0
"4191","Mystromys_cookei","cookei","Mystromys",0,0,0,0,0,NA,0,0,0,0
"4192","Myzopoda_aurita","aurita","Myzopoda",9,95,8,9,0,117,6,0.051,4,0
"4193","Myzopoda_schliemanni","schliemanni","Myzopoda",2,22,2,2,0,14,2,0.143,1,0
"4194","Naemorhedus_baileyi","baileyi","Naemorhedus",15,88,11,13,2,23,5,0.217,3,2
"4195","Naemorhedus_griseus","griseus","Naemorhedus",26,109,21,24,1,12,6,0.5,3,5
"4196","Nandinia_binotata","binotata","Nandinia",21,645,18,19,2,50,10,0.2,10,1
"4197","Nandinia_gerrardi","gerrardi","Nandinia",0,0,0,0,0,NA,0,0,0,0
"4198","Nanger_granti","granti","Nanger",61,1867,46,59,1,143,21,0.147,30,6
"4199","Nanger_soemmerringii","soemmerringii","Nanger",8,52,8,7,1,15,4,0.267,2,1
"4200","Nannocetus_eremus","eremus","Nannocetus",2,120,2,1,1,16,2,0.125,2,0
"4201","Nannosciurus_melanotis","melanotis","Nannosciurus",0,0,0,0,0,NA,0,0,0,0
"4202","Nannospalax_ceyhanus","ceyhanus","Nannospalax",0,0,0,0,0,NA,0,0,0,0
"4203","Nannospalax_golani","golani","Nannospalax",0,0,0,0,0,NA,0,0,0,0
"4204","Nannospalax_judaei","judaei","Nannospalax",1,1,1,1,0,4,1,0.25,0,1
"4205","Nanonycteris_veldkampii","veldkampii","Nanonycteris",3,29,3,3,0,8,2,0.25,2,1
"4206","Nasalis_larvatus","larvatus","Nasalis",118,2052,60,107,2,118,25,0.212,63,8
"4207","Nasua_candace","candace","Nasua",0,0,0,0,0,NA,0,0,0,0
"4208","Nasua_dorsalis","dorsalis","Nasua",0,0,0,0,0,NA,0,0,0,0
"4209","Nasua_judex","judex","Nasua",0,0,0,0,0,NA,0,0,0,0
"4210","Nasua_manium","manium","Nasua",0,0,0,0,0,NA,0,0,0,0
"4211","Nasua_narica","narica","Nasua",106,1826,68,103,2,68,22,0.324,46,5
"4212","Nasua_quichua","quichua","Nasua",0,0,0,0,0,NA,0,0,0,0
"4213","Nasua_thersites","thersites","Nasua",0,0,0,0,0,NA,0,0,0,0
"4214","Nasuella_meridensis","meridensis","Nasuella",1,19,1,1,0,6,1,0.167,1,0
"4215","Nasuella_olivacea","olivacea","Nasuella",8,182,7,8,0,28,4,0.143,3,1
"4216","Natalus_jamaicensis","jamaicensis","Natalus",0,0,0,0,0,NA,0,0,0,0
"4217","Natalus_lanatus","lanatus","Natalus",4,26,4,4,0,11,3,0.273,1,1
"4218","Natalus_macrourus","macrourus","Natalus",11,66,11,11,0,8,6,0.75,2,3
"4219","Natalus_major","major","Natalus",3,39,3,3,0,17,3,0.176,2,0
"4220","Natalus_primus","primus","Natalus",2,6,2,1,0,11,1,0.091,0,0
"4221","Natalus_saturatus","saturatus","Natalus",1,4,1,1,0,14,1,0.071,0,0
"4222","Natalus_tumidirostris","tumidirostris","Natalus",10,130,10,8,0,53,6,0.113,5,0
"4223","Neacomys_dubosti","dubosti","Neacomys",2,18,2,2,0,12,2,0.167,1,0
"4224","Neacomys_guianae","guianae","Neacomys",3,22,3,3,0,19,3,0.158,1,0
"4225","Neacomys_minutus","minutus","Neacomys",3,20,3,3,0,6,2,0.333,1,1
"4226","Neacomys_musseri","musseri","Neacomys",4,35,4,4,0,10,4,0.4,2,2
"4227","Neacomys_paracou","paracou","Neacomys",3,37,3,3,0,12,3,0.25,2,1
"4228","Neacomys_pictus","pictus","Neacomys",0,0,0,0,0,NA,0,0,0,0
"4229","Neacomys_spinosus","spinosus","Neacomys",10,132,10,10,0,20,5,0.25,3,2
"4230","Neacomys_tenuipes","tenuipes","Neacomys",2,10,2,2,0,12,1,0.083,1,0
"4231","Neacomys_vargasllosai","vargasllosai","Neacomys",0,0,0,0,0,NA,0,0,0,0
"4232","Neamblysomus_gunningi","gunningi","Neamblysomus",9,133,5,9,0,24,5,0.208,3,0
"4233","Neamblysomus_julianae","julianae","Neamblysomus",6,124,5,6,0,31,5,0.161,3,0
"4234","Necromys_benefactus","benefactus","Necromys",5,136,4,4,1,21,5,0.238,4,0
"4235","Necromys_lactens","lactens","Necromys",4,53,4,4,0,15,2,0.133,1,2
"4236","Necromys_lenguarum","lenguarum","Necromys",0,0,0,0,0,NA,0,0,0,0
"4237","Necromys_lilloi","lilloi","Necromys",1,7,1,1,0,5,1,0.2,0,1
"4238","Necromys_punctulatus","punctulatus","Necromys",0,0,0,0,0,NA,0,0,0,0
"4239","Nectogale_elegans","elegans","Nectogale",4,31,3,4,0,7,2,0.286,2,0
"4240","Nectogale_sikhimensis","sikhimensis","Nectogale",0,0,0,0,0,NA,0,0,0,0
"4241","Nectomys_alfari","alfari","Nectomys",1,2,1,1,0,15,1,0.067,0,0
"4242","Nectomys_apicalis","apicalis","Nectomys",2,7,2,2,0,4,2,0.5,0,2
"4243","Nectomys_magdalenae","magdalenae","Nectomys",0,0,0,0,0,NA,0,0,0,0
"4244","Nectomys_palmipes","palmipes","Nectomys",2,7,2,2,0,10,2,0.2,0,0
"4245","Nectomys_rattus","rattus","Nectomys",12,367,11,11,1,23,8,0.348,7,0
"4246","Nectomys_saturatus","saturatus","Nectomys",1,3,1,1,0,2,1,0.5,0,1
"4247","Nectomys_squamipes","squamipes","Nectomys",124,2018,58,118,2,55,24,0.436,65,6
"4248","Nelsonia_neotomodon","neotomodon","Nelsonia",4,29,3,4,0,40,3,0.075,1,1
"4249","Nemorhedus_cranbrooki","cranbrooki","Nemorhedus",4,4,3,4,0,54,1,0.019,0,0
"4250","Neodon_clarkei","clarkei","Neodon",4,45,4,3,1,15,2,0.133,2,1
"4251","Neodon_forresti","forresti","Neodon",0,0,0,0,0,NA,0,0,0,0
"4252","Neodon_fuscus","fuscus","Neodon",8,31,7,6,2,17,4,0.235,1,2
"4253","Neodon_irene","irene","Neodon",7,74,6,7,0,15,4,0.267,3,2
"4254","Neodon_leucurus","leucurus","Neodon",1,29,1,1,0,15,1,0.067,1,0
"4255","Neodon_linzhiensis","linzhiensis","Neodon",2,8,2,0,2,9,1,0.111,0,0
"4256","Neodon_sikimensis","sikimensis","Neodon",5,16,5,4,1,19,2,0.105,0,0
"4257","Neofelis_diardi","diardi","Neofelis",53,1427,33,48,1,15,20,1.333,32,9
"4258","Neofiber_alleni","alleni","Neofiber",15,324,14,13,2,69,8,0.116,8,1
"4259","Neohylomys_hainanensis","hainanensis","Neohylomys",3,16,3,3,0,13,2,0.154,1,1
"4260","Neomicroxus_bogotensis","bogotensis","Neomicroxus",3,16,3,3,0,8,1,0.125,1,1
"4261","Neomonachus_schauinslandi","schauinslandi","Neomonachus",158,3072,65,145,6,56,32,0.571,96,4
"4262","Neomonachus_tropicalis","tropicalis","Neomonachus",24,435,20,15,2,137,12,0.088,12,1
"4263","Neonycteris_pusilla","pusilla","Neonycteris",0,0,0,0,0,NA,0,0,0,0
"4264","Neophascogale_lorentzii","lorentzii","Neophascogale",3,20,3,3,0,20,2,0.1,1,1
"4265","Neophoca_cinerea","cinerea","Neophoca",138,2754,75,129,3,81,31,0.383,78,5
"4266","Neopteryx_frosti","frosti","Neopteryx",0,0,0,0,0,NA,0,0,0,0
"4267","Neoromicia_brunneus","brunneus","Neoromicia",0,0,0,0,0,NA,0,0,0,0
"4268","Neoromicia_capensis","capensis","Neoromicia",15,428,15,15,0,22,8,0.364,8,3
"4269","Neoromicia_flavescens","flavescens","Neoromicia",1,8,1,1,0,14,1,0.071,0,0
"4270","Neoromicia_guineenis","guineenis","Neoromicia",0,0,0,0,0,NA,0,0,0,0
"4271","Neoromicia_guineensis","guineensis","Neoromicia",3,42,3,3,0,47,3,0.064,1,0
"4272","Neoromicia_helios","helios","Neoromicia",0,0,0,0,0,NA,0,0,0,0
"4273","Neoromicia_malagasyensis","malagasyensis","Neoromicia",0,0,0,0,0,NA,0,0,0,0
"4274","Neoromicia_matroka","matroka","Neoromicia",5,57,4,5,0,15,4,0.267,3,0
"4275","Neoromicia_melckorum","melckorum","Neoromicia",2,34,1,2,0,15,2,0.133,2,0
"4276","Neoromicia_nanus","nanus","Neoromicia",5,142,4,5,0,19,4,0.211,3,0
"4277","Neoromicia_rendalli","rendalli","Neoromicia",2,92,2,2,0,53,2,0.038,1,0
"4278","Neoromicia_robertsi","robertsi","Neoromicia",0,0,0,0,0,NA,0,0,0,0
"4279","Neoromicia_roseveari","roseveari","Neoromicia",1,25,1,1,0,8,1,0.125,1,0
"4280","Neoromicia_somalicus","somalicus","Neoromicia",1,12,1,1,0,17,1,0.059,1,0
"4281","Neoromicia_stanleyi","stanleyi","Neoromicia",1,2,1,1,0,4,1,0.25,0,1
"4282","Neoromicia_tenuipinnis","tenuipinnis","Neoromicia",2,86,2,2,0,6,2,0.333,2,1
"4283","Neoromicia_zuluensis","zuluensis","Neoromicia",0,0,0,0,0,NA,0,0,0,0
"4284","Neotetracus_sinensis","sinensis","Neotetracus",8,82,7,8,0,15,5,0.333,2,2
"4285","Neotoma_angustapalata","angustapalata","Neotoma",1,1,1,1,0,10,1,0.1,0,0
"4286","Neotoma_anthonyi","anthonyi","Neotoma",0,0,0,0,0,NA,0,0,0,0
"4287","Neotoma_bryanti","bryanti","Neotoma",10,141,10,10,0,12,6,0.5,4,0
"4288","Neotoma_bunkeri","bunkeri","Neotoma",2,46,2,2,0,28,2,0.071,2,0
"4289","Neotoma_chrysomelas","chrysomelas","Neotoma",0,0,0,0,0,NA,0,0,0,0
"4290","Neotoma_devia","devia","Neotoma",2,35,2,1,0,31,2,0.065,1,0
"4291","Neotoma_fuscipes","fuscipes","Neotoma",117,2649,56,111,1,111,29,0.261,78,4
"4292","Neotoma_goldmani","goldmani","Neotoma",2,6,2,2,0,30,2,0.067,0,0
"4293","Neotoma_isthmica","isthmica","Neotoma",1,3,1,1,0,7,1,0.143,0,0
"4294","Neotoma_leucodon","leucodon","Neotoma",4,16,4,4,0,18,2,0.111,1,1
"4295","Neotoma_macrotis","macrotis","Neotoma",14,206,13,14,0,46,10,0.217,10,0
"4296","Neotoma_magister","magister","Neotoma",58,666,21,44,3,25,16,0.64,24,1
"4297","Neotoma_martinensis","martinensis","Neotoma",0,0,0,0,0,NA,0,0,0,0
"4298","Neotoma_melanura","melanura","Neotoma",0,0,0,0,0,NA,0,0,0,0
"4299","Neotoma_micropus","micropus","Neotoma",78,1529,40,74,2,54,23,0.426,35,2
"4300","Neotoma_nelsoni","nelsoni","Neotoma",4,14,3,4,0,15,3,0.2,0,0
"4301","Neotoma_palatina","palatina","Neotoma",0,0,0,0,0,NA,0,0,0,0
"4302","Neotoma_phenax","phenax","Neotoma",2,33,1,2,0,47,2,0.043,2,0
"4303","Neotoma_picta","picta","Neotoma",3,27,2,3,0,9,3,0.333,1,0
"4304","Neotoma_stephensi","stephensi","Neotoma",31,876,21,30,0,64,17,0.266,23,2
"4305","Neotoma_varia","varia","Neotoma",2,3,2,2,0,11,1,0.091,0,0
"4306","Neotomys_ebriosus","ebriosus","Neotomys",10,88,8,9,0,20,5,0.25,4,2
"4307","Neotragus_batesi","batesi","Neotragus",8,329,6,8,0,48,4,0.083,4,0
"4308","Neotragus_damarensis","damarensis","Neotragus",0,0,0,0,0,NA,0,0,0,0
"4309","Neotragus_haggardi","haggardi","Neotragus",0,0,0,0,0,NA,0,0,0,0
"4310","Neotragus_pygmaeus","pygmaeus","Neotragus",4,13,4,4,0,48,3,0.062,0,0
"4311","Neovison_macrodon","macrodon","Neovison",1,8,1,1,0,14,1,0.071,0,0
"4312","Neovison_vison","vison","Neovison",2668,74747,769,2498,65,96,109,1.135,1324,16
"4313","Nephelomys_albigularis","albigularis","Nephelomys",10,186,9,9,1,26,7,0.269,5,0
"4314","Nephelomys_auriventer","auriventer","Nephelomys",0,0,0,0,0,NA,0,0,0,0
"4315","Nephelomys_caracolus","caracolus","Nephelomys",2,335,2,2,0,11,2,0.182,1,0
"4316","Nephelomys_childi","childi","Nephelomys",0,0,0,0,0,NA,0,0,0,0
"4317","Nephelomys_devius","devius","Nephelomys",4,65,3,4,0,21,2,0.095,1,1
"4318","Nephelomys_keaysi","keaysi","Nephelomys",1,1,1,1,0,4,1,0.25,0,1
"4319","Nephelomys_levipes","levipes","Nephelomys",2,11,2,2,0,9,1,0.111,1,1
"4320","Nephelomys_maculiventer","maculiventer","Nephelomys",1,1,1,1,0,2,1,0.5,0,1
"4321","Nephelomys_meridensis","meridensis","Nephelomys",3,333,3,3,0,11,2,0.182,1,1
"4322","Nephelomys_moerex","moerex","Nephelomys",0,0,0,0,0,NA,0,0,0,0
"4323","Nephelomys_nimbosus","nimbosus","Nephelomys",0,0,0,0,0,NA,0,0,0,0
"4324","Nephelomys_pectoralis","pectoralis","Nephelomys",1,6,1,0,1,6,1,0.167,0,0
"4325","Nesogale_dobsoni","dobsoni","Nesogale",1,19,1,1,0,57,1,0.018,1,0
"4326","Nesogale_talazaci","talazaci","Nesogale",1,19,1,1,0,57,1,0.018,1,0
"4327","Nesokia_bunnii","bunnii","Nesokia",3,14,3,3,0,6,1,0.167,1,1
"4328","Nesokia_indica","indica","Nesokia",77,811,53,69,5,69,17,0.246,26,6
"4329","Nesolagus_netscheri","netscheri","Nesolagus",4,14,2,3,0,11,2,0.182,0,1
"4330","Nesolagus_timminsi","timminsi","Nesolagus",3,16,3,3,0,20,2,0.1,1,1
"4331","Nesomys_audeberti","audeberti","Nesomys",3,34,3,3,0,20,2,0.1,1,0
"4332","Nesomys_lambertoni","lambertoni","Nesomys",2,6,2,2,0,18,2,0.111,0,0
"4333","Nesomys_rufus","rufus","Nesomys",27,369,22,24,1,55,9,0.164,8,3
