"","genus_species","species","genus","publications","citations","journals","articles","reviews","years_publishing","h","m","i10","h5"
"154","Allactaga_severtzovi","severtzovi","Allactaga",0,0,0,0,0,NA,0,0,0,0
"155","Allactaga_sibirica","sibirica","Allactaga",23,70,16,21,0,61,4,0.066,1,2
"156","Allactaga_toussi","toussi","Allactaga",1,5,1,1,0,5,1,0.2,0,0
"157","Allactaga_vinogradovi","vinogradovi","Allactaga",0,0,0,0,0,NA,0,0,0,0
"158","Allactaga_williamsi","williamsi","Allactaga",12,75,4,12,0,53,6,0.113,4,0
"159","Allactodipus_bobrinskii","bobrinskii","Allactodipus",0,0,0,0,0,NA,0,0,0,0
"160","Allenopithecus_nigroviridis","nigroviridis","Allenopithecus",23,554,18,22,1,68,10,0.147,11,2
"161","Allocebus_trichotis","trichotis","Allocebus",14,200,8,13,0,65,8,0.123,8,3
"162","Allochrocebus_lhoesti","lhoesti","Allochrocebus",29,880,23,27,1,33,15,0.455,20,3
"163","Allochrocebus_solatus","solatus","Allochrocebus",22,288,19,19,1,33,9,0.273,9,3
"164","Allocricetulus_curtatus","curtatus","Allocricetulus",10,22,6,10,0,10,3,0.3,0,2
"165","Allocricetulus_eversmanni","eversmanni","Allocricetulus",19,49,11,19,0,30,4,0.133,0,1
"166","Allocricetulus_jezreelicus","jezreelicus","Allocricetulus",0,0,0,0,0,NA,0,0,0,0
"167","Alopex_praeglacialis","praeglacialis","Alopex",0,0,0,0,0,NA,0,0,0,0
"168","Alouatta_arctoidea","arctoidea","Alouatta",7,150,6,6,0,26,5,0.192,3,0
"169","Alouatta_caraya","caraya","Alouatta",326,6028,129,313,3,56,38,0.679,167,7
"170","Alouatta_discolor","discolor","Alouatta",3,22,3,2,1,12,2,0.167,1,1
"171","Alouatta_juara","juara","Alouatta",2,5,2,2,0,2,2,1,0,2
"172","Alouatta_pigra","pigra","Alouatta",192,4457,68,0,0,38,34,0.895,113,8
"173","Alouatta_sara","sara","Alouatta",10,400,9,10,0,25,5,0.2,5,1
"174","Alouatta_stramineus","stramineus","Alouatta",1,35,1,1,0,20,1,0.05,1,0
"175","Alouatta_ululata","ululata","Alouatta",4,102,4,4,0,15,3,0.2,1,2
"176","Alouatta_villosa","villosa","Alouatta",11,207,7,9,0,55,6,0.109,5,0
"177","Alticola_albicaudus","albicaudus","Alticola",0,0,0,0,0,NA,0,0,0,0
"178","Alticola_argentatus","argentatus","Alticola",10,41,9,9,1,43,3,0.07,1,1
"179","Alticola_barakshin","barakshin","Alticola",1,11,1,1,0,21,1,0.048,1,0
"180","Alticola_lemminus","lemminus","Alticola",4,16,4,4,0,43,2,0.047,1,0
"181","Alticola_montosa","montosa","Alticola",0,0,0,0,0,NA,0,0,0,0
"182","Alticola_olchonensis","olchonensis","Alticola",3,7,3,3,0,21,2,0.095,0,2
"183","Alticola_roylei","roylei","Alticola",7,67,7,7,0,54,3,0.056,2,1
"184","Alticola_stoliczkanus","stoliczkanus","Alticola",5,72,5,5,0,32,2,0.062,1,1
"185","Alticola_stracheyi","stracheyi","Alticola",0,0,0,0,0,NA,0,0,0,0
"186","Alticola_tuvinicus","tuvinicus","Alticola",5,5,3,5,0,29,1,0.034,0,1
"187","Amblonyx_concolor","concolor","Amblonyx",0,0,0,0,0,NA,0,0,0,0
"188","Amblysomus_iris","iris","Amblysomus",0,0,0,0,0,NA,0,0,0,0
"189","Amblysomus_marleyi","marleyi","Amblysomus",1,6,1,1,0,6,1,0.167,0,0
"190","Amblysomus_robustus","robustus","Amblysomus",1,6,1,1,0,6,1,0.167,0,0
"191","Amblysomus_septentrionalis","septentrionalis","Amblysomus",2,10,2,2,0,21,2,0.095,0,0
"192","Ametrida_centurio","centurio","Ametrida",3,43,3,2,0,15,2,0.133,2,1
"193","Ammodillus_imbellis","imbellis","Ammodillus",2,15,1,2,0,53,2,0.038,0,0
"194","Ammodorcas_clarkei","clarkei","Ammodorcas",1,86,1,1,0,25,1,0.04,1,0
"195","Ammospermophilus_harrisii","harrisii","Ammospermophilus",6,1156,6,6,0,59,4,0.068,3,1
"196","Ammospermophilus_insularis","insularis","Ammospermophilus",1,11,1,1,0,14,1,0.071,1,0
"197","Ammospermophilus_interpres","interpres","Ammospermophilus",3,37,3,3,0,20,2,0.1,1,0
"198","Ammospermophilus_leucurus","leucurus","Ammospermophilus",40,868,29,39,1,59,15,0.254,19,4
"199","Ammospermophilus_nelsoni","nelsoni","Ammospermophilus",9,123,9,8,1,47,5,0.106,3,1
"200","Ammotragus_europaeus","europaeus","Ammotragus",1,27,1,1,0,17,1,0.059,1,0
"201","Ammotragus_lervia","lervia","Ammotragus",160,1998,119,154,4,62,22,0.355,57,7
"202","Amorphochilus_schnablii","schnablii","Amorphochilus",5,30,5,5,0,22,4,0.182,1,0
"203","Amphechinus_rusingensis","rusingensis","Amphechinus",0,0,0,0,0,NA,0,0,0,0
"204","Amphinectomys_savamis","savamis","Amphinectomys",3,15,3,3,0,16,2,0.125,0,1
"205","Anathana_ellioti","ellioti","Anathana",2,0,2,2,0,39,0,0,0,0
"206","Anathana_pallida","pallida","Anathana",0,0,0,0,0,NA,0,0,0,0
"207","Anathana_wroughtoni","wroughtoni","Anathana",1,9,1,0,0,56,1,0.018,0,0
"208","Andalgalomys_olrogi","olrogi","Andalgalomys",1,16,1,1,0,10,1,0.1,1,0
"209","Andalgalomys_roigi","roigi","Andalgalomys",0,0,0,0,0,NA,0,0,0,0
"210","Andinomys_edax","edax","Andinomys",12,131,9,12,0,22,7,0.318,4,2
"211","Anisomys_imitator","imitator","Anisomys",1,9,1,1,0,31,1,0.032,0,0
"212","Anomalurus_beecrofti","beecrofti","Anomalurus",3,10,3,3,0,4,2,0.5,0,2
"213","Anomalurus_derbianus","derbianus","Anomalurus",5,42,5,5,0,24,4,0.167,2,1
"214","Anomalurus_pelii","pelii","Anomalurus",0,0,0,0,0,NA,0,0,0,0
"215","Anomalurus_pusillus","pusillus","Anomalurus",2,17,2,2,0,23,1,0.043,1,1
"216","Anonymomys_mindorensis","mindorensis","Anonymomys",0,0,0,0,0,NA,0,0,0,0
"217","Anotomys_leander","leander","Anotomys",2,13,2,2,0,33,1,0.03,1,1
"218","Anoura_aequatoris","aequatoris","Anoura",2,8,2,2,0,11,2,0.182,0,1
"219","Anoura_cadenai","cadenai","Anoura",0,0,0,0,0,NA,0,0,0,0
"220","Anoura_carishina","carishina","Anoura",0,0,0,0,0,NA,0,0,0,0
"221","Anoura_caudifer","caudifer","Anoura",31,484,25,30,1,37,12,0.324,15,3
"222","Anoura_cultrata","cultrata","Anoura",6,39,5,5,1,15,4,0.267,2,1
"223","Anoura_fistulata","fistulata","Anoura",7,257,7,7,0,15,4,0.267,3,1
"224","Anoura_geoffroyi","geoffroyi","Anoura",53,837,43,52,0,38,17,0.447,28,3
"225","Anoura_latidens","latidens","Anoura",4,168,4,4,0,22,3,0.136,3,0
"226","Anoura_luismanueli","luismanueli","Anoura",0,0,0,0,0,NA,0,0,0,0
"227","Anoura_peruana","peruana","Anoura",2,0,2,2,0,1,0,0,0,0
"228","Anourosorex_assamensis","assamensis","Anourosorex",0,0,0,0,0,NA,0,0,0,0
"229","Anourosorex_schmidi","schmidi","Anourosorex",0,0,0,0,0,NA,0,0,0,0
"230","Anourosorex_squamipes","squamipes","Anourosorex",34,540,21,34,0,36,10,0.278,12,2
"231","Anourosorex_yamashinai","yamashinai","Anourosorex",4,33,4,4,0,36,3,0.083,1,1
"232","Antechinomys_laniger","laniger","Antechinomys",12,157,10,12,0,38,6,0.158,4,1
"233","Antechinus_adustus","adustus","Antechinus",1,25,1,1,0,21,1,0.048,1,0
"234","Antechinus_agilis","agilis","Antechinus",56,1360,25,55,1,23,23,1,42,1
"235","Antechinus_argentus","argentus","Antechinus",3,29,3,3,0,8,2,0.25,1,1
"236","Antechinus_arktos","arktos","Antechinus",7,46,6,7,0,7,4,0.571,1,3
"237","Antechinus_bellus","bellus","Antechinus",9,447,8,9,0,45,6,0.133,5,0
"238","Antechinus_fuliginosus","fuliginosus","Antechinus",0,0,0,0,0,NA,0,0,0,0
"239","Antechinus_godmani","godmani","Antechinus",9,333,9,9,0,30,6,0.2,5,1
"240","Antechinus_hageni","hageni","Antechinus",0,0,0,0,0,NA,0,0,0,0
"241","Antechinus_leo","leo","Antechinus",3,36,3,3,0,22,3,0.136,1,0
"242","Antechinus_minutissimus","minutissimus","Antechinus",0,0,0,0,0,NA,0,0,0,0
"243","Antechinus_mysticus","mysticus","Antechinus",7,59,6,7,0,9,3,0.333,2,2
"244","Antechinus_naso","naso","Antechinus",2,20,2,2,0,32,2,0.062,1,0
"245","Antechinus_stuartii","stuartii","Antechinus",195,5779,76,193,1,56,40,0.714,146,5
"246","Antechinus_subtropicus","subtropicus","Antechinus",6,58,6,6,0,21,3,0.143,2,2
"247","Antechinus_swainsonii","swainsonii","Antechinus",55,1095,34,54,1,55,19,0.345,33,2
"248","Antechinus_vandycki","vandycki","Antechinus",1,18,1,1,0,6,1,0.167,1,0
"249","Anthops_ornatus","ornatus","Anthops",0,0,0,0,0,NA,0,0,0,0
"250","Antidorcas_angolensis","angolensis","Antidorcas",0,0,0,0,0,NA,0,0,0,0
"251","Antidorcas_boulei","boulei","Antidorcas",0,0,0,0,0,NA,0,0,0,0
"252","Antidorcas_gaudryi","gaudryi","Antidorcas",0,0,0,0,0,NA,0,0,0,0
"253","Antidorcas_marsupialis","marsupialis","Antidorcas",214,3582,122,0,0,50,32,0.64,95,6
"254","Antillomys_rayi","rayi","Antillomys",1,1,1,1,0,1,1,1,0,1
"255","Antilocapra_pacifica","pacifica","Antilocapra",1,1,1,1,0,30,1,0.033,0,0
"256","Antilope_burchelli","burchelli","Antilope",0,0,0,0,0,NA,0,0,0,0
"257","Antilope_caerula","caerula","Antilope",0,0,0,0,0,NA,0,0,0,0
"258","Antilope_cervicapra","cervicapra","Antilope",128,1241,95,0,0,91,21,0.231,31,3
"259","Antilope_claudi","claudi","Antilope",0,0,0,0,0,NA,0,0,0,0
"260","Antilope_depressicornis","depressicornis","Antilope",0,0,0,0,0,NA,0,0,0,0
"261","Antilope_dichotoma","dichotoma","Antilope",0,0,0,0,0,NA,0,0,0,0
"262","Antilope_doria","doria","Antilope",0,0,0,0,0,NA,0,0,0,0
"263","Antilope_equina","equina","Antilope",0,0,0,0,0,NA,0,0,0,0
"264","Antilope_euryceros","euryceros","Antilope",0,0,0,0,0,NA,0,0,0,0
"265","Antilope_lunata","lunata","Antilope",0,0,0,0,0,NA,0,0,0,0
"266","Antilope_mhorr","mhorr","Antilope",0,0,0,0,0,NA,0,0,0,0
"267","Antilope_mytilopes","mytilopes","Antilope",0,0,0,0,0,NA,0,0,0,0
"268","Antilope_saltiana","saltiana","Antilope",0,0,0,0,0,NA,0,0,0,0
"269","Antilope_subulata","subulata","Antilope",0,0,0,0,0,NA,0,0,0,0
"270","Antilope_triangularis","triangularis","Antilope",0,0,0,0,0,NA,0,0,0,0
"271","Antilope_villosa","villosa","Antilope",0,0,0,0,0,NA,0,0,0,0
"272","Antilope_zebra","zebra","Antilope",0,0,0,0,0,NA,0,0,0,0
"273","Antilope_zebrata","zebrata","Antilope",0,0,0,0,0,NA,0,0,0,0
"274","Antrozous_dubiaquercus","dubiaquercus","Antrozous",3,15,3,3,0,12,2,0.167,1,0
"275","Antrozous_pallidus","pallidus","Antrozous",88,1716,50,85,2,59,24,0.407,51,4
"276","Aonyx_capensis","capensis","Aonyx",53,614,30,50,0,61,15,0.246,22,4
"277","Aonyx_cinereus","cinereus","Aonyx",59,339,37,53,1,27,11,0.407,13,5
"278","Aotus_boliviensis","boliviensis","Aotus",0,0,0,0,0,NA,0,0,0,0
"279","Aotus_brumbacki","brumbacki","Aotus",5,150,5,3,0,38,3,0.079,1,0
"280","Aotus_griseimembra","griseimembra","Aotus",51,713,26,49,1,48,14,0.292,22,2
"281","Aotus_jorgehernandezi","jorgehernandezi","Aotus",0,0,0,0,0,NA,0,0,0,0
"282","Aotus_lemurinus","lemurinus","Aotus",90,1829,45,85,2,37,21,0.568,45,2
"283","Aotus_miconax","miconax","Aotus",6,74,6,6,0,26,5,0.192,3,0
"284","Aotus_nancymaae","nancymaae","Aotus",182,3812,76,174,4,38,27,0.711,84,9
"285","Aotus_nigriceps","nigriceps","Aotus",19,319,16,19,0,18,10,0.556,11,1
"286","Aotus_rufipes","rufipes","Aotus",0,0,0,0,0,NA,0,0,0,0
"287","Aotus_trivirgatus","trivirgatus","Aotus",1077,41905,315,1018,24,87,99,1.138,672,6
"288","Aotus_vociferans","vociferans","Aotus",59,927,25,55,2,36,16,0.444,26,2
"289","Aotus_zonalis","zonalis","Aotus",2,13,2,2,0,67,2,0.03,0,0
"290","Apodemus_alpicola","alpicola","Apodemus",20,525,15,20,0,30,11,0.367,12,2
"291","Apodemus_argenteus","argenteus","Apodemus",125,2209,73,117,3,55,26,0.473,55,6
"292","Apodemus_atavus","atavus","Apodemus",5,81,5,5,0,17,5,0.294,5,1
"293","Apodemus_caesareanus","caesareanus","Apodemus",0,0,0,0,0,NA,0,0,0,0
"294","Apodemus_chejuensis","chejuensis","Apodemus",10,60,7,10,0,29,5,0.172,2,0
"295","Apodemus_chevrieri","chevrieri","Apodemus",60,468,30,58,1,25,13,0.52,16,4
"296","Apodemus_ciscaucasicus","ciscaucasicus","Apodemus",2,19,2,2,0,17,2,0.118,1,0
"297","Apodemus_epimelas","epimelas","Apodemus",8,106,6,8,0,17,7,0.412,6,1
"298","Apodemus_flavicollis","flavicollis","Apodemus",837,14997,351,796,17,77,56,0.727,376,16
"299","Apodemus_fulvipectus","fulvipectus","Apodemus",9,127,7,9,0,20,6,0.3,5,1
"300","Apodemus_gurkha","gurkha","Apodemus",6,349,5,5,1,21,6,0.286,5,0
"301","Apodemus_hermonensis","hermonensis","Apodemus",12,303,10,12,0,32,9,0.281,9,0
"302","Apodemus_hyrcanicus","hyrcanicus","Apodemus",11,164,10,11,0,20,6,0.3,4,1
"303","Apodemus_iconicus","iconicus","Apodemus",6,75,5,6,0,19,5,0.263,4,0
"304","Apodemus_ilex","ilex","Apodemus",2,47,2,2,0,9,2,0.222,2,1
"305","Apodemus_latronum","latronum","Apodemus",11,209,8,11,0,17,5,0.294,5,1
"306","Apodemus_levantinus","levantinus","Apodemus",0,0,0,0,0,NA,0,0,0,0
"307","Apodemus_mystacinus","mystacinus","Apodemus",51,863,37,45,3,61,15,0.246,23,1
"308","Apodemus_nigrus","nigrus","Apodemus",0,0,0,0,0,NA,0,0,0,0
"309","Apodemus_pallipes","pallipes","Apodemus",0,0,0,0,0,NA,0,0,0,0
"310","Apodemus_ponticus","ponticus","Apodemus",18,254,13,15,2,23,8,0.348,7,1
"311","Apodemus_rusiges","rusiges","Apodemus",0,0,0,0,0,NA,0,0,0,0
"312","Apodemus_semotus","semotus","Apodemus",27,548,20,26,1,31,11,0.355,12,3
"313","Apodemus_speciosus","speciosus","Apodemus",236,4063,116,0,0,87,35,0.402,110,9
"314","Apodemus_sylvaticus","sylvaticus","Apodemus",1242,25906,462,0,0,90,71,0.789,688,15
"315","Apodemus_uralensis","uralensis","Apodemus",115,1076,72,114,1,59,18,0.305,38,4
"316","Apodemus_wardi","wardi","Apodemus",0,0,0,0,0,NA,0,0,0,0
"317","Apodemus_witherbyi","witherbyi","Apodemus",15,48,15,15,0,14,4,0.286,1,2
"318","Apomys_abrae","abrae","Apomys",0,0,0,0,0,NA,0,0,0,0
"319","Apomys_aurorae","aurorae","Apomys",0,0,0,0,0,NA,0,0,0,0
"320","Apomys_banahao","banahao","Apomys",0,0,0,0,0,NA,0,0,0,0
"321","Apomys_brownorum","brownorum","Apomys",0,0,0,0,0,NA,0,0,0,0
"322","Apomys_camiguinensis","camiguinensis","Apomys",0,0,0,0,0,NA,0,0,0,0
"323","Apomys_datae","datae","Apomys",1,4,1,1,0,6,1,0.167,0,0
"324","Apomys_gracilirostris","gracilirostris","Apomys",0,0,0,0,0,NA,0,0,0,0
"325","Apomys_hylocoetes","hylocoetes","Apomys",0,0,0,0,0,NA,0,0,0,0
"326","Apomys_insignis","insignis","Apomys",0,0,0,0,0,NA,0,0,0,0
"327","Apomys_iridensis","iridensis","Apomys",0,0,0,0,0,NA,0,0,0,0
"328","Apomys_littoralis","littoralis","Apomys",0,0,0,0,0,NA,0,0,0,0
"329","Apomys_lubangensis","lubangensis","Apomys",0,0,0,0,0,NA,0,0,0,0
"330","Apomys_magnus","magnus","Apomys",0,0,0,0,0,NA,0,0,0,0
"331","Apomys_microdon","microdon","Apomys",3,80,3,3,0,30,3,0.1,2,0
"332","Apomys_minganensis","minganensis","Apomys",0,0,0,0,0,NA,0,0,0,0
"333","Apomys_musculus","musculus","Apomys",1,64,1,1,0,30,1,0.033,1,0
"334","Apomys_sacobianus","sacobianus","Apomys",1,8,1,1,0,7,1,0.143,0,0
"335","Apomys_sierrae","sierrae","Apomys",0,0,0,0,0,NA,0,0,0,0
"336","Apomys_zambalensis","zambalensis","Apomys",0,0,0,0,0,NA,0,0,0,0
"337","Aproteles_bulmerae","bulmerae","Aproteles",1,3,1,1,0,28,1,0.036,0,0
"338","Arabitragus_jayakari","jayakari","Arabitragus",12,105,11,12,0,29,4,0.138,2,2
"339","Arborimus_albipes","albipes","Arborimus",7,130,3,6,1,38,4,0.105,3,0
"340","Arborimus_longicaudus","longicaudus","Arborimus",34,400,18,30,1,72,12,0.167,14,4
"341","Arborimus_pomo","pomo","Arborimus",5,45,4,4,1,20,4,0.2,2,0
"342","Archaebalaenoptera_castriarquati","castriarquati","Archaebalaenoptera",2,36,2,2,0,14,2,0.143,1,1
"343","Archaeocyon_falkenbachi","falkenbachi","Archaeocyon",0,0,0,0,0,NA,0,0,0,0
"344","Archaeolemur_edwardsi","edwardsi","Archaeolemur",4,149,3,4,0,30,2,0.067,1,2
"345","Archaeolemur_majori","majori","Archaeolemur",1,17,1,1,0,13,1,0.077,1,0
"346","Archaeotherium_mortoni","mortoni","Archaeotherium",0,0,0,0,0,NA,0,0,0,0
"347","Archboldomys_luzonensis","luzonensis","Archboldomys",1,64,1,1,0,30,1,0.033,1,0
"348","Archboldomys_maximus","maximus","Archboldomys",1,21,1,1,0,9,1,0.111,1,0
"349","Arctictis_gairdneri","gairdneri","Arctictis",0,0,0,0,0,NA,0,0,0,0
"350","Arctictis_whitei","whitei","Arctictis",0,0,0,0,0,NA,0,0,0,0
"351","Arctocebus_aureus","aureus","Arctocebus",1,15,1,1,0,14,1,0.071,1,0
"352","Arctocebus_calabarensis","calabarensis","Arctocebus",9,133,8,8,0,55,6,0.109,6,0
"353","Arctocephalus_australis","australis","Arctocephalus",191,2534,114,182,0,65,29,0.446,81,10
"354","Arctocephalus_forsteri","forsteri","Arctocephalus",194,3630,79,184,4,50,33,0.66,111,7
"355","Arctocephalus_galapagoensis","galapagoensis","Arctocephalus",37,1284,27,32,0,40,20,0.5,26,4
"356","Arctocephalus_gazella","gazella","Arctocephalus",444,14472,137,419,8,69,64,0.928,306,12
"357","Arctocephalus_philippii","philippii","Arctocephalus",28,302,18,24,1,41,10,0.244,10,5
"358","Arctocephalus_townsendi","townsendi","Arctocephalus",44,591,19,38,1,28,12,0.429,14,6
"359","Arctocephalus_tropicalis","tropicalis","Arctocephalus",149,3278,67,140,2,62,32,0.516,93,6
"360","Arctogalidia_millsi","millsi","Arctogalidia",0,0,0,0,0,NA,0,0,0,0
"361","Arctogalidia_trivirgata","trivirgata","Arctogalidia",9,83,8,9,0,25,5,0.2,4,0
"362","Arctonyx_collaris","collaris","Arctonyx",36,292,24,34,1,53,10,0.189,11,5
"363","Ardops_nichollsi","nichollsi","Ardops",20,617,11,17,2,25,13,0.52,15,1
"364","Arielulus_aureocollaris","aureocollaris","Arielulus",2,6,2,1,0,22,2,0.091,0,1
"365","Arielulus_circumdatus","circumdatus","Arielulus",3,30,3,3,0,37,2,0.054,1,0
"366","Arielulus_cuprosus","cuprosus","Arielulus",0,0,0,0,0,NA,0,0,0,0
"367","Arielulus_societatis","societatis","Arielulus",2,27,2,2,0,37,2,0.054,1,0
"368","Arielulus_torquatus","torquatus","Arielulus",2,34,2,2,0,22,2,0.091,2,0
"369","Ariteus_flavescens","flavescens","Ariteus",1,13,1,1,0,32,1,0.031,1,0
"370","Artibeus_amplus","amplus","Artibeus",11,153,9,11,0,19,5,0.263,3,1
"371","Artibeus_anderseni","anderseni","Artibeus",7,129,6,7,0,34,6,0.176,5,1
"372","Artibeus_anthonyi","anthonyi","Artibeus",4,68,4,3,0,20,3,0.15,1,0
"373","Artibeus_aztecus","aztecus","Artibeus",3,13,3,3,0,26,2,0.077,0,0
"374","Artibeus_cinereus","cinereus","Artibeus",23,230,18,22,1,51,10,0.196,10,4
"375","Artibeus_concolor","concolor","Artibeus",7,177,6,7,0,17,5,0.294,4,1
"376","Artibeus_fimbriatus","fimbriatus","Artibeus",23,514,20,23,0,25,10,0.4,10,3
"377","Artibeus_fraterculus","fraterculus","Artibeus",7,114,6,7,0,17,5,0.294,3,1
"378","Artibeus_grandis","grandis","Artibeus",0,0,0,0,0,NA,0,0,0,0
"379","Artibeus_hartii","hartii","Artibeus",5,53,4,5,0,24,4,0.167,2,0
"380","Artibeus_hirsutus","hirsutus","Artibeus",7,187,7,7,0,54,7,0.13,6,0
"381","Artibeus_inopinatus","inopinatus","Artibeus",2,53,2,1,1,17,1,0.059,1,1
"382","Artibeus_intermedius","intermedius","Artibeus",12,258,9,11,0,18,8,0.444,7,2
"383","Artibeus_lituratus","lituratus","Artibeus",266,3250,138,259,3,58,27,0.466,106,9
"384","Artibeus_macleayii","macleayii","Artibeus",0,0,0,0,0,NA,0,0,0,0
"385","Artibeus_obscurus","obscurus","Artibeus",24,459,21,24,0,28,12,0.429,14,3
