"","Scientific","MSWFamilyLatin","BodyMass.Value","BodyMass.SpecLevel"
"4498","Rousettus celebensis","Pteropodidae",56.3,1
"4499","Rousettus lanosus","Pteropodidae",103,1
"4500","Rousettus leschenaultii","Pteropodidae",84.88,1
"4501","Rousettus linduensis","Pteropodidae",77.74,0
"4502","Rousettus madagascariensis","Pteropodidae",62.1,1
"4503","Rousettus obliviosus","Pteropodidae",44.1,1
"4504","Rousettus spinalatus","Pteropodidae",90.75,1
"4505","Rubrisciurus rubriventer","Sciuridae",129.52,2
"4506","Rucervus duvaucelii","Cervidae",171223.86,1
"4507","Rucervus eldii","Cervidae",95471.61,1
"4508","Rucervus schomburgki","Cervidae",107626.42,1
"4509","Rupicapra pyrenaica","Bovidae",30000,1
"4510","Rupicapra rupicapra","Bovidae",26100,1
"4511","Rusa alfredi","Cervidae",46475.04,1
"4512","Rusa marianna","Cervidae",49457.61,1
"4513","Rusa timorensis","Cervidae",66375.5,1
"4514","Rusa unicolor","Cervidae",177522.9,1
"4515","Ruwenzorisorex suncoides","Soricidae",18.2,1
"4516","Saccolaimus flaviventris","Emballonuridae",42.13,1
"4517","Saccolaimus mixtus","Emballonuridae",23.03,1
"4518","Saccolaimus peli","Emballonuridae",100,1
"4519","Saccolaimus saccolaimus","Emballonuridae",41.8,1
"4520","Saccopteryx antioquensis","Emballonuridae",4.72,0
"4521","Saccopteryx bilineata","Emballonuridae",7.8,1
"4522","Saccopteryx canescens","Emballonuridae",3.38,1
"4523","Saccopteryx gymnura","Emballonuridae",4,1
"4524","Saccopteryx leptura","Emballonuridae",4.72,1
"4525","Saccostomus campestris","Nesomyidae",51.23,1
"4526","Saccostomus mearnsi","Nesomyidae",45.5,1
"4527","Saguinus bicolor","Cebidae",465,1
"4528","Saguinus fuscicollis","Cebidae",387,1
"4529","Saguinus geoffroyi","Cebidae",486.5,1
"4530","Saguinus graellsi","Cebidae",462.13,0
"4531","Saguinus imperator","Cebidae",400,1
"4532","Saguinus inustus","Cebidae",410.5,1
"4533","Saguinus labiatus","Cebidae",575,1
"4534","Saguinus leucopus","Cebidae",440,1
"4535","Saguinus martinsi","Cebidae",462.13,0
"4536","Saguinus melanoleucus","Cebidae",462.13,0
"4537","Saguinus midas","Cebidae",540,1
"4538","Saguinus mystax","Cebidae",618,1
"4539","Saguinus niger","Cebidae",462.13,0
"4540","Saguinus nigricollis","Cebidae",462,1
"4541","Saguinus oedipus","Cebidae",430,1
"4542","Saguinus pileatus","Cebidae",462.13,0
"4543","Saguinus tripartitus","Cebidae",393.5,1
"4544","Saiga borealis","Bovidae",29000,0
"4545","Saiga tatarica","Bovidae",29000,1
"4546","Saimiri boliviensis","Cebidae",615.01,1
"4547","Saimiri oerstedii","Cebidae",278.5,1
"4548","Saimiri sciureus","Cebidae",743.24,1
"4549","Saimiri ustus","Cebidae",1000,1
"4550","Saimiri vanzolinii","Cebidae",769.61,1
"4551","Salanoia concolor","Eupleridae",650,1
"4552","Salinoctomys loschalchalerosorum","Octodontidae",136.62,0
"4553","Salinomys delicatus","Cricetidae",12.3,1
"4554","Salpingotulus michaelis","Dipodidae",29.05,0
"4555","Salpingotus crassicauda","Dipodidae",13.1,1
"4556","Salpingotus heptneri","Dipodidae",8.9,1
"4557","Salpingotus kozlovi","Dipodidae",10.73,2
"4558","Salpingotus pallidus","Dipodidae",9.8,1
"4559","Salpingotus thomasi","Dipodidae",10.45,0
"4560","Sarcophilus harrisii","Dasyuridae",10000,1
"4561","Sauromys petrophilus","Molossidae",14.25,1
"4562","Scalopus aquaticus","Talpidae",91.26,1
"4563","Scapanulus oweni","Talpidae",36.64,1
"4564","Scapanus latimanus","Talpidae",55,1
"4565","Scapanus orarius","Talpidae",61.2,1
"4566","Scapanus townsendii","Talpidae",141.7,1
"4567","Scapteromys aquaticus","Cricetidae",146,0
"4568","Scapteromys tumidus","Cricetidae",146,1
"4569","Scaptochirus moschatus","Talpidae",90.51,1
"4570","Scaptonyx fusicaudus","Talpidae",19.41,1
"4571","Sciurillus pusillus","Sciuridae",39,1
"4572","Sciurotamias davidianus","Sciuridae",433.51,1
"4573","Sciurotamias forresti","Sciuridae",433.51,1
"4574","Sciurus aberti","Sciuridae",623.99,1
"4575","Sciurus aestuans","Sciuridae",185,1
"4576","Sciurus alleni","Sciuridae",434.5,1
"4577","Sciurus anomalus","Sciuridae",256,1
"4578","Sciurus arizonensis","Sciuridae",646.99,1
"4579","Sciurus aureogaster","Sciuridae",595,1
"4580","Sciurus carolinensis","Sciuridae",506.5,1
"4581","Sciurus colliaei","Sciuridae",498,1
"4582","Sciurus deppei","Sciuridae",190,1
"4583","Sciurus flammifer","Sciuridae",4292.99,1
"4584","Sciurus gilvigularis","Sciuridae",803.01,1
"4585","Sciurus granatensis","Sciuridae",250,1
"4586","Sciurus griseus","Sciuridae",731,1
"4587","Sciurus ignitus","Sciuridae",190,1
"4588","Sciurus igniventris","Sciuridae",700,1
"4589","Sciurus lis","Sciuridae",264.3,1
"4590","Sciurus nayaritensis","Sciuridae",697,1
"4591","Sciurus niger","Sciuridae",761.9,1
"4592","Sciurus oculatus","Sciuridae",649.99,1
"4593","Sciurus pucheranii","Sciuridae",803.01,1
"4594","Sciurus pyrrhinus","Sciuridae",482,1
"4595","Sciurus richmondi","Sciuridae",205,1
"4596","Sciurus sanborni","Sciuridae",136,1
"4597","Sciurus spadiceus","Sciuridae",403.33,1
"4598","Sciurus stramineus","Sciuridae",433.3,1
"4599","Sciurus variegatoides","Sciuridae",485,1
"4600","Sciurus vulgaris","Sciuridae",333,1
"4601","Sciurus yucatanensis","Sciuridae",225,1
"4602","Scleronycteris ega","Phyllostomidae",49,1
"4603","Scolomys melanops","Cricetidae",26.5,1
"4604","Scolomys ucayalensis","Cricetidae",26.5,1
"4605","Scoteanax rueppellii","Vespertilionidae",26.41,1
"4606","Scotinomys teguina","Cricetidae",11.25,1
"4607","Scotinomys xerampelinus","Cricetidae",15,1
"4608","Scotoecus albigula","Vespertilionidae",10.08,1
"4609","Scotoecus albofuscus","Vespertilionidae",4.5,1
"4610","Scotoecus hindei","Vespertilionidae",10.41,1
"4611","Scotoecus hirundo","Vespertilionidae",9.34,1
"4612","Scotoecus pallidus","Vespertilionidae",7.43,2
"4613","Scotomanes ornatus","Vespertilionidae",21.8,1
"4614","Scotonycteris ophiodon","Pteropodidae",67.5,1
"4615","Scotonycteris zenkeri","Pteropodidae",20.83,1
"4616","Scotophilus borbonicus","Vespertilionidae",18,1
"4617","Scotophilus celebensis","Vespertilionidae",26.77,2
"4618","Scotophilus collinus","Vespertilionidae",28.26,0
"4619","Scotophilus dinganii","Vespertilionidae",25.13,1
"4620","Scotophilus heathii","Vespertilionidae",36.13,1
"4621","Scotophilus kuhlii","Vespertilionidae",20.73,1
"4622","Scotophilus leucogaster","Vespertilionidae",20.23,1
"4623","Scotophilus nigrita","Vespertilionidae",101,1
"4624","Scotophilus nucella","Vespertilionidae",28.26,0
"4625","Scotophilus nux","Vespertilionidae",30,1
"4626","Scotophilus robustus","Vespertilionidae",26.03,2
"4627","Scotophilus viridis","Vespertilionidae",19.6,1
"4628","Scotorepens balstoni","Vespertilionidae",11.92,1
"4629","Scotorepens greyii","Vespertilionidae",10,1
"4630","Scotorepens orion","Vespertilionidae",11.83,1
"4631","Scotorepens sanborni","Vespertilionidae",8.13,1
"4632","Scotozous dormeri","Vespertilionidae",6.79,1
"4633","Scutisorex somereni","Soricidae",91.5,1
"4634","Sekeetamys calurus","Muridae",55.25,1
"4635","Selevinia betpakdalaensis","Gliridae",28,1
"4636","Semnopithecus ajax","Cercopithecidae",10752,0
"4637","Semnopithecus dussumieri","Cercopithecidae",10752,0
"4638","Semnopithecus entellus","Cercopithecidae",11529.83,1
"4639","Semnopithecus hector","Cercopithecidae",10752,0
"4640","Semnopithecus hypoleucos","Cercopithecidae",10026.65,1
"4641","Semnopithecus priam","Cercopithecidae",10752,0
"4642","Semnopithecus schistaceus","Cercopithecidae",10752,0
"4643","Setifer setosus","Tenrecidae",294,1
"4644","Setonix brachyurus","Macropodidae",3250,1
"4645","Sicista armenica","Dipodidae",6.53,1
"4646","Sicista betulina","Dipodidae",8,1
"4647","Sicista caucasica","Dipodidae",10,1
"4648","Sicista caudata","Dipodidae",11.2,1
"4649","Sicista concolor","Dipodidae",13.1,1
"4650","Sicista kazbegica","Dipodidae",6.43,1
"4651","Sicista kluchorica","Dipodidae",7.2,1
"4652","Sicista napaea","Dipodidae",10,1
"4653","Sicista pseudonapaea","Dipodidae",12.2,1
"4654","Sicista severtzovi","Dipodidae",11.77,2
"4655","Sicista strandi","Dipodidae",10.3,1
"4656","Sicista subtilis","Dipodidae",11.75,1
"4657","Sicista tianshanica","Dipodidae",10.3,1
"4658","Sigmodon alleni","Cricetidae",179,1
"4659","Sigmodon alstoni","Cricetidae",55.7,1
"4660","Sigmodon arizonae","Cricetidae",198,1
"4661","Sigmodon fulviventer","Cricetidae",214,1
"4662","Sigmodon hirsutus","Cricetidae",130.37,0
"4663","Sigmodon hispidus","Cricetidae",92.38,1
"4664","Sigmodon inopinatus","Cricetidae",140.5,1
"4665","Sigmodon leucotis","Cricetidae",135.5,1
"4666","Sigmodon mascotensis","Cricetidae",120,1
"4667","Sigmodon ochrognathus","Cricetidae",122,1
"4668","Sigmodon peruanus","Cricetidae",127.32,2
"4669","Sigmodon planifrons","Cricetidae",130.37,0
"4670","Sigmodon toltecus","Cricetidae",130.37,0
"4671","Sigmodontomys alfari","Cricetidae",50,1
"4672","Sigmodontomys aphrastus","Cricetidae",71,1
"4673","Sigmodon zanjonensis","Cricetidae",130.37,0
"4674","Simias concolor","Cercopithecidae",7393.9,1
"4675","Sminthopsis aitkeni","Dasyuridae",22.5,1
"4676","Sminthopsis archeri","Dasyuridae",16,1
"4677","Sminthopsis bindi","Dasyuridae",17.5,1
"4678","Sminthopsis boullangerensis","Dasyuridae",19.89,0
"4679","Sminthopsis butleri","Dasyuridae",25,1
"4680","Sminthopsis crassicaudata","Dasyuridae",15,1
"4681","Sminthopsis dolichura","Dasyuridae",13.6,1
"4682","Sminthopsis douglasi","Dasyuridae",55,1
"4683","Sminthopsis fuliginosus","Dasyuridae",19.89,0
"4684","Sminthopsis gilberti","Dasyuridae",19.5,1
"4685","Sminthopsis granulipes","Dasyuridae",25,1
"4686","Sminthopsis griseoventer","Dasyuridae",17.5,1
"4687","Sminthopsis hirtipes","Dasyuridae",15,1
"4688","Sminthopsis leucopus","Dasyuridae",26,1
"4689","Sminthopsis longicaudata","Dasyuridae",18,1
"4690","Sminthopsis macroura","Dasyuridae",20,1
"4691","Sminthopsis murina","Dasyuridae",17,1
"4692","Sminthopsis ooldea","Dasyuridae",11,1
"4693","Sminthopsis psammophila","Dasyuridae",33.5,1
"4694","Sminthopsis virginiae","Dasyuridae",35.25,1
"4695","Sminthopsis youngsoni","Dasyuridae",10.1,1
"4696","Solenodon arredondoi","Solenodontidae",764.85,0
"4697","Solenodon cubanus","Solenodontidae",650,1
"4698","Solenodon marcanoi","Solenodontidae",764.85,0
"4699","Solenodon paradoxus","Solenodontidae",900,1
"4700","Solisorex pearsoni","Soricidae",10.3,2
"4701","Solomys ponceleti","Muridae",1000,1
"4702","Solomys salamonis","Muridae",408.8,2
"4703","Solomys salebrosus","Muridae",397,1
"4704","Solomys sapientis","Muridae",402.48,2
"4705","Solomys spriggsarum","Muridae",630.08,0
"4706","Sommeromys macrorhinos","Muridae",71.33,0
"4707","Sorex alaskanus","Soricidae",14,1
"4708","Sorex alpinus","Soricidae",7.8,1
"4709","Sorex antinorii","Soricidae",6.05,0
"4710","Sorex araneus","Soricidae",10,1
"4711","Sorex arcticus","Soricidae",8.15,1
"4712","Sorex arizonae","Soricidae",2.4,1
"4713","Sorex arunchi","Soricidae",6.05,0
"4714","Sorex asper","Soricidae",7.95,1
"4715","Sorex averini","Soricidae",6.05,0
"4716","Sorex bairdi","Soricidae",8.33,1
"4717","Sorex bedfordiae","Soricidae",6.6,1
"4718","Sorex bendirii","Soricidae",16.1,1
"4719","Sorex buchariensis","Soricidae",4.61,2
"4720","Sorex caecutiens","Soricidae",5.38,1
"4721","Sorex camtschatica","Soricidae",6.05,0
"4722","Sorex cansulus","Soricidae",6.05,0
"4723","Sorex cinereus","Soricidae",4.66,1
"4724","Sorex coronatus","Soricidae",9.6,1
"4725","Sorex cylindricauda","Soricidae",6.05,0
"4726","Sorex daphaenodon","Soricidae",6.79,1
"4727","Sorex dispar","Soricidae",5,1
"4728","Sorex emarginatus","Soricidae",7,1
"4729","Sorex excelsus","Soricidae",6.79,2
"4730","Sorex fumeus","Soricidae",7.7,1
"4731","Sorex gaspensis","Soricidae",2.89,1
"4732","Sorex gracillimus","Soricidae",5.06,1
"4733","Sorex granarius","Soricidae",6.28,1
"4734","Sorex haydeni","Soricidae",3.5,1
"4735","Sorex hosonoi","Soricidae",3.25,1
"4736","Sorex hoyi","Soricidae",2.58,1
"4737","Sorex isodon","Soricidae",9.35,1
"4738","Sorex jacksoni","Soricidae",3.5,1
"4739","Sorex kozlovi","Soricidae",6.05,0
"4740","Sorex leucogaster","Soricidae",4.83,2
"4741","Sorex longirostris","Soricidae",3.58,1
"4742","Sorex lyelli","Soricidae",5,1
"4743","Sorex macrodon","Soricidae",7,1
"4744","Sorex maritimensis","Soricidae",6.05,0
"4745","Sorex merriami","Soricidae",5.9,1
"4746","Sorex milleri","Soricidae",7,1
"4747","Sorex minutissimus","Soricidae",2.51,1
"4748","Sorex minutus","Soricidae",4.5,1
"4749","Sorex mirabilis","Soricidae",15,1
"4750","Sorex monticolus","Soricidae",5.25,1
"4751","Sorex nanus","Soricidae",2.4,1
"4752","Sorex neomexicanus","Soricidae",6.05,0
"4753","Sorex oreopolus","Soricidae",7,1
"4754","Sorex orizabae","Soricidae",6.05,0
"4755","Sorex ornatus","Soricidae",4.99,1
"4756","Sorex pacificus","Soricidae",6.71,1
"4757","Sorex palustris","Soricidae",13.45,1
"4758","Sorex planiceps","Soricidae",6.05,0
"4759","Sorex portenkoi","Soricidae",4.83,2
"4760","Sorex preblei","Soricidae",3.1,1
"4761","Sorex pribilofensis","Soricidae",6.05,0
"4762","Sorex raddei","Soricidae",10,1
"4763","Sorex roboratus","Soricidae",9.12,1
"4764","Sorex samniticus","Soricidae",8.25,1
"4765","Sorex satunini","Soricidae",7.47,2
"4766","Sorex saussurei","Soricidae",4.65,1
"4767","Sorex sclateri","Soricidae",7,1
"4768","Sorex shinto","Soricidae",6,1
"4769","Sorex sinalis","Soricidae",9.43,1
"4770","Sorex sonomae","Soricidae",8.3,1
"4771","Sorex stizodon","Soricidae",7,1
"4772","Sorex tenellus","Soricidae",3.75,1
"4773","Sorex thibetanus","Soricidae",6.05,0
"4774","Sorex trowbridgii","Soricidae",3.8,1
"4775","Sorex tundrensis","Soricidae",7.73,1
"4776","Sorex ugyunak","Soricidae",3.6,1
"4777","Sorex unguiculatus","Soricidae",9.9,1
"4778","Sorex vagrans","Soricidae",5.9,1
"4779","Sorex ventralis","Soricidae",7,1
"4780","Sorex veraecrucis","Soricidae",6.05,0
"4781","Sorex veraepacis","Soricidae",7.5,1
"4782","Sorex volnuchini","Soricidae",4.61,2
"4783","Sorex yukonicus","Soricidae",6.05,0
"4784","Soriculus nigrescens","Soricidae",14,1
"4785","Sotalia fluviatilis","Delphinidae",60000,1
"4786","Sousa chinensis","Delphinidae",280000,1
"4787","Sousa teuszii","Delphinidae",1e+05,1
"4788","Spalacopus cyanus","Octodontidae",127.5,1
"4789","Spalax arenarius","Spalacidae",520,1
"4790","Spalax carmeli","Spalacidae",295.05,0
"4791","Spalax ehrenbergi","Spalacidae",164.35,1
"4792","Spalax galili","Spalacidae",295.05,0
"4793","Spalax giganteus","Spalacidae",301.96,2
"4794","Spalax golani","Spalacidae",295.05,0
"4795","Spalax graecus","Spalacidae",316.04,2
"4796","Spalax judaei","Spalacidae",295.05,0
"4797","Spalax leucodon","Spalacidae",188.67,1
"4798","Spalax microphthalmus","Spalacidae",470,1
"4799","Spalax nehringi","Spalacidae",295.05,0
"4800","Spalax uralensis","Spalacidae",295.05,0
"4801","Spalax zemni","Spalacidae",316.28,2
"4802","Spelaeomys florensis","Muridae",71.33,0
"4803","Speothos venaticus","Canidae",5999.98,1
"4804","Spermophilopsis leptodactylus","Sciuridae",600,1
"4805","Spermophilus adocetus","Sciuridae",125,1
"4806","Spermophilus alashanicus","Sciuridae",267.76,2
"4807","Spermophilus annulatus","Sciuridae",500,1
"4808","Spermophilus armatus","Sciuridae",313,1
"4809","Spermophilus atricapillus","Sciuridae",551,1
"4810","Spermophilus beecheyi","Sciuridae",578.5,1
"4811","Spermophilus beldingi","Sciuridae",280.5,1
"4812","Spermophilus brevicauda","Sciuridae",284.72,0
"4813","Spermophilus brunneus","Sciuridae",300,1
"4814","Spermophilus canus","Sciuridae",272.85,2
"4815","Spermophilus citellus","Sciuridae",290,1
"4816","Spermophilus columbianus","Sciuridae",493,1
"4817","Spermophilus dauricus","Sciuridae",161.3,1
"4818","Spermophilus elegans","Sciuridae",453.6,1
"4819","Spermophilus erythrogenys","Sciuridae",254.81,2
"4820","Spermophilus franklinii","Sciuridae",363,1
"4821","Spermophilus fulvus","Sciuridae",596,1
"4822","Spermophilus lateralis","Sciuridae",191,1
"4823","Spermophilus madrensis","Sciuridae",275,1
"4824","Spermophilus major","Sciuridae",269.07,2
"4825","Spermophilus mexicanus","Sciuridae",189.64,1
"4826","Spermophilus mohavensis","Sciuridae",190,1
"4827","Spermophilus mollis","Sciuridae",165.4,1
"4828","Spermophilus musicus","Sciuridae",284.72,0
"4829","Spermophilus pallidicauda","Sciuridae",284.72,0
"4830","Spermophilus parryii","Sciuridae",759.99,1
"4831","Spermophilus perotensis","Sciuridae",140,1
"4832","Spermophilus pygmaeus","Sciuridae",136,1
"4833","Spermophilus ralli","Sciuridae",284.72,0
"4834","Spermophilus relictus","Sciuridae",600,1
"4835","Spermophilus richardsonii","Sciuridae",406,1
"4836","Spermophilus saturatus","Sciuridae",220,1
"4837","Spermophilus spilosoma","Sciuridae",89,1
"4838","Spermophilus suslicus","Sciuridae",252,1
"4839","Spermophilus tereticaudus","Sciuridae",156.5,1
"4840","Spermophilus townsendii","Sciuridae",213,1
"4841","Spermophilus tridecemlineatus","Sciuridae",131.67,1
"4842","Spermophilus undulatus","Sciuridae",840,1
"4843","Spermophilus variegatus","Sciuridae",691.64,1
"4844","Spermophilus washingtoni","Sciuridae",207.5,1
"4845","Spermophilus xanthoprymnus","Sciuridae",289.67,1
"4846","Sphaerias blanfordi","Pteropodidae",28.18,1
"4847","Sphaeronycteris toxophyllum","Phyllostomidae",16.18,1
"4848","Sphiggurus ichillus","Erethizontidae",1242.24,0
"4849","Sphiggurus insidiosus","Erethizontidae",1000,1
"4850","Sphiggurus melanurus","Erethizontidae",1900,1
"4851","Sphiggurus mexicanus","Erethizontidae",2000,1
"4852","Sphiggurus pruinosus","Erethizontidae",1242.24,0
"4853","Sphiggurus roosmalenorum","Erethizontidae",1242.24,0
"4854","Sphiggurus spinosus","Erethizontidae",750.79,1
"4855","Sphiggurus vestitus","Erethizontidae",736,1
"4856","Sphiggurus villosus","Erethizontidae",1750.01,1
"4857","Spilocuscus kraemeri","Phalangeridae",5535.39,0
"4858","Spilocuscus maculatus","Phalangeridae",5106.75,1
"4859","Spilocuscus papuensis","Phalangeridae",5535.39,0
"4860","Spilocuscus rufoniger","Phalangeridae",6000,1
"4861","Spilogale angustifrons","Mephitidae",334.37,0
"4862","Spilogale aquaticus","Mephitidae",283.08,0
"4863","Spilogale gracilis","Mephitidae",466.5,1
"4864","Spilogale putorius","Mephitidae",341,1
"4865","Spilogale pygmaea","Mephitidae",235,1
"4866","Srilankamys ohiensis","Muridae",79.25,2
"4867","Steatomys bocagei","Nesomyidae",27.5,0
"4868","Steatomys caurinus","Nesomyidae",44.75,1
"4869","Steatomys cuppedius","Nesomyidae",28.39,2
"4870","Steatomys jacksoni","Nesomyidae",28.4,2
"4871","Steatomys krebsii","Nesomyidae",20.67,1
"4872","Steatomys opimus","Nesomyidae",40,1
"4873","Steatomys parvus","Nesomyidae",8.85,1
"4874","Steatomys pratensis","Nesomyidae",48,1
"4875","Stenella attenuata","Delphinidae",57400,1
"4876","Stenella clymene","Delphinidae",68000,1
"4877","Stenella coeruleoalba","Delphinidae",135900,1
"4878","Stenella frontalis","Delphinidae",110000,1
"4879","Stenella longirostris","Delphinidae",50500,1
"4880","Steno bredanensis","Delphinidae",130000,1
"4881","Stenocephalemys albipes","Muridae",52.81,2
"4882","Stenocephalemys albocaudata","Muridae",144,1
"4883","Stenocephalemys griseicauda","Muridae",85.75,1
"4884","Stenocephalemys ruppi","Muridae",48.99,1
"4885","Stenoderma rufum","Phyllostomidae",20.65,1
"4886","Stochomys longicaudatus","Muridae",70.95,1
"4887","Strigocuscus celebensis","Phalangeridae",500,1
"4888","Strigocuscus pelengensis","Phalangeridae",500,0
"4889","Sturnira aratathomasi","Phyllostomidae",48.63,1
"4890","Sturnira bidens","Phyllostomidae",17.55,1
"4891","Sturnira bogotensis","Phyllostomidae",20.8,1
"4892","Sturnira erythromos","Phyllostomidae",15.1,1
"4893","Sturnira lilium","Phyllostomidae",19.1,1
"4894","Sturnira ludovici","Phyllostomidae",21.02,1
"4895","Sturnira luisi","Phyllostomidae",21,1
"4896","Sturnira magna","Phyllostomidae",21.66,2
"4897","Sturnira mistratensis","Phyllostomidae",22.27,0
"4898","Sturnira mordax","Phyllostomidae",25.08,1
"4899","Sturnira nana","Phyllostomidae",18.47,2
"4900","Sturnira oporaphilum","Phyllostomidae",21.99,1
"4901","Sturnira thomasi","Phyllostomidae",21.66,2
"4902","Sturnira tildae","Phyllostomidae",24.04,1
"4903","Styloctenium wallacei","Pteropodidae",173,1
"4904","Stylodipus andrewsi","Dipodidae",61.97,2
"4905","Stylodipus sungorus","Dipodidae",61.96,2
