"","Scientific","MSWFamilyLatin","BodyMass.Value","BodyMass.SpecLevel"
"2720","Microtus anatolicus","Cricetidae",37.99,0
"2721","Microtus arvalis","Cricetidae",28,1
"2722","Microtus bavaricus","Cricetidae",23.94,2
"2723","Microtus brachycercus","Cricetidae",37.99,0
"2724","Microtus breweri","Cricetidae",54,1
"2725","Microtus cabrerae","Cricetidae",52.5,1
"2726","Microtus californicus","Cricetidae",57.42,1
"2727","Microtus canicaudus","Cricetidae",28.45,1
"2728","Microtus chrotorrhinus","Cricetidae",39,1
"2729","Microtus clarkei","Cricetidae",48.14,2
"2730","Microtus daghestanicus","Cricetidae",12.99,1
"2731","Microtus dogramacii","Cricetidae",37.99,0
"2732","Microtus duodecimcostatus","Cricetidae",23,1
"2733","Microtus evoronensis","Cricetidae",41.42,2
"2734","Microtus felteni","Cricetidae",24.34,2
"2735","Microtus fortis","Cricetidae",63,1
"2736","Microtus gerbei","Cricetidae",24.89,2
"2737","Microtus gregalis","Cricetidae",47.5,1
"2738","Microtus guatemalensis","Cricetidae",42,1
"2739","Microtus guentheri","Cricetidae",50,1
"2740","Microtus ilaeus","Cricetidae",36.67,2
"2741","Microtus irani","Cricetidae",45.36,2
"2742","Microtus kikuchii","Cricetidae",46.3,1
"2743","Microtus levis","Cricetidae",35.49,1
"2744","Microtus liechtensteini","Cricetidae",37.99,0
"2745","Microtus limnophilus","Cricetidae",40.59,2
"2746","Microtus longicaudus","Cricetidae",46.71,1
"2747","Microtus lusitanicus","Cricetidae",24.82,2
"2748","Microtus majori","Cricetidae",18.2,1
"2749","Microtus maximowiczii","Cricetidae",41.49,2
"2750","Microtus mexicanus","Cricetidae",35,1
"2751","Microtus middendorffii","Cricetidae",36.49,2
"2752","Microtus miurus","Cricetidae",41,1
"2753","Microtus mongolicus","Cricetidae",27.5,1
"2754","Microtus montanus","Cricetidae",36.33,1
"2755","Microtus montebelli","Cricetidae",39.85,1
"2756","Microtus mujanensis","Cricetidae",41.55,2
"2757","Microtus multiplex","Cricetidae",23.17,1
"2758","Microtus oaxacensis","Cricetidae",39.2,1
"2759","Microtus ochrogaster","Cricetidae",38.01,1
"2760","Microtus oeconomus","Cricetidae",34.38,1
"2761","Microtus oregoni","Cricetidae",20.35,1
"2762","Microtus paradoxus","Cricetidae",37.99,0
"2763","Microtus pennsylvanicus","Cricetidae",36.75,1
"2764","Microtus pinetorum","Cricetidae",26.28,1
"2765","Microtus qazvinensis","Cricetidae",37.99,0
"2766","Microtus quasiater","Cricetidae",40,1
"2767","Microtus richardsoni","Cricetidae",85,1
"2768","Microtus sachalinensis","Cricetidae",36.33,2
"2769","Microtus savii","Cricetidae",20,1
"2770","Microtus schelkovnikovi","Cricetidae",26.4,2
"2771","Microtus schidlovskii","Cricetidae",37.99,0
"2772","Microtus socialis","Cricetidae",48,1
"2773","Microtus subterraneus","Cricetidae",19.5,1
"2774","Microtus tatricus","Cricetidae",40,1
"2775","Microtus thomasi","Cricetidae",25.67,2
"2776","Microtus townsendii","Cricetidae",64.75,1
"2777","Microtus transcaspicus","Cricetidae",35.17,2
"2778","Microtus umbrosus","Cricetidae",42,1
"2779","Microtus xanthognathus","Cricetidae",125.75,1
"2780","Millardia gleadowi","Muridae",30.8,1
"2781","Millardia kathleenae","Muridae",93,1
"2782","Millardia kondana","Muridae",147,1
"2783","Millardia meltada","Muridae",70,1
"2784","Mimetillus moloneyi","Vespertilionidae",8.8,1
"2785","Mimon bennettii","Phyllostomidae",25.2,1
"2786","Mimon cozumelae","Phyllostomidae",18.61,0
"2787","Mimon crenulatum","Phyllostomidae",13.75,1
"2788","Mimon koepckeae","Phyllostomidae",18.61,0
"2789","Miniopterus africanus","Vespertilionidae",9.76,0
"2790","Miniopterus australis","Vespertilionidae",6.15,1
"2791","Miniopterus fraterculus","Vespertilionidae",7.3,1
"2792","Miniopterus fuscus","Vespertilionidae",10.73,1
"2793","Miniopterus gleni","Vespertilionidae",9,1
"2794","Miniopterus inflatus","Vespertilionidae",14.2,1
"2795","Miniopterus magnater","Vespertilionidae",14.07,1
"2796","Miniopterus majori","Vespertilionidae",9,1
"2797","Miniopterus manavi","Vespertilionidae",7,1
"2798","Miniopterus medius","Vespertilionidae",11.4,1
"2799","Miniopterus minor","Vespertilionidae",7.01,1
"2800","Miniopterus natalensis","Vespertilionidae",10.43,1
"2801","Miniopterus paululus","Vespertilionidae",9.76,0
"2802","Miniopterus pusillus","Vespertilionidae",8.61,1
"2803","Miniopterus robustior","Vespertilionidae",12.06,2
"2804","Miniopterus schreibersii","Vespertilionidae",11.46,1
"2805","Miniopterus shortridgei","Vespertilionidae",9.76,0
"2806","Miniopterus tristis","Vespertilionidae",15.75,1
"2807","Minopterus macrocneme","Vespertilionidae",9.83,0
"2808","Miopithecus ogouensis","Cercopithecidae",1250,0
"2809","Miopithecus talapoin","Cercopithecidae",1250,1
"2810","Mirounga angustirostris","Phocidae",750000,1
"2811","Mirounga leonina","Phocidae",1600000,1
"2812","Mirza coquereli","Cheirogaleidae",308,1
"2813","Mogera imaizumii","Talpidae",65.53,1
"2814","Mogera insularis","Talpidae",83.03,2
"2815","Mogera tokudae","Talpidae",129.5,1
"2816","Mogera uchidai","Talpidae",75.85,2
"2817","Mogera wogura","Talpidae",111.5,1
"2818","Molossops aequatorianus","Molossidae",14.51,2
"2819","Molossops mattogrossensis","Molossidae",6.83,1
"2820","Molossops neglectus","Molossidae",11,1
"2821","Molossops temminckii","Molossidae",5.9,1
"2822","Molossus aztecus","Molossidae",14.86,1
"2823","Molossus barnesi","Molossidae",14.8,1
"2824","Molossus coibensis","Molossidae",18.73,0
"2825","Molossus currentium","Molossidae",17.79,1
"2826","Molossus molossus","Molossidae",13.58,1
"2827","Molossus pretiosus","Molossidae",27,1
"2828","Molossus rufus","Molossidae",25,1
"2829","Molossus sinaloae","Molossidae",22.58,1
"2830","Monachus monachus","Phocidae",292500,1
"2831","Monachus schauinslandi","Phocidae",223000,1
"2832","Monachus tropicalis","Phocidae",2e+05,1
"2833","Monodelphis adusta","Didelphidae",35,1
"2834","Monodelphis americana","Didelphidae",19.5,1
"2835","Monodelphis brevicaudata","Didelphidae",69.63,1
"2836","Monodelphis dimidiata","Didelphidae",58,1
"2837","Monodelphis domestica","Didelphidae",71.4,1
"2838","Monodelphis emiliae","Didelphidae",40,1
"2839","Monodelphis glirina","Didelphidae",61.54,0
"2840","Monodelphis iheringi","Didelphidae",112,1
"2841","Monodelphis kunsi","Didelphidae",11.3,1
"2842","Monodelphis maraxina","Didelphidae",61.57,2
"2843","Monodelphis osgoodi","Didelphidae",112,1
"2844","Monodelphis palliolata","Didelphidae",61.54,0
"2845","Monodelphis rubida","Didelphidae",45.5,1
"2846","Monodelphis scalops","Didelphidae",741,1
"2847","Monodelphis sorex","Didelphidae",48,1
"2848","Monodelphis theresa","Didelphidae",112,1
"2849","Monodelphis umbristriata","Didelphidae",61.54,0
"2850","Monodelphis unistriata","Didelphidae",55.3,1
"2851","Monodon monoceros","Monodontidae",9e+05,1
"2852","Monophyllus plethodon","Phyllostomidae",14.81,1
"2853","Monophyllus redmani","Phyllostomidae",8.7,1
"2854","Monticolomys koopmani","Nesomyidae",25,1
"2855","Mops brachypterus","Molossidae",16,1
"2856","Mops condylurus","Molossidae",28.37,1
"2857","Mops congicus","Molossidae",42.95,1
"2858","Mops demonstrator","Molossidae",18.65,2
"2859","Mops leucostigma","Molossidae",26.79,1
"2860","Mops midas","Molossidae",45.22,1
"2861","Mops mops","Molossidae",30.95,1
"2862","Mops nanulus","Molossidae",18.65,2
"2863","Mops niangarae","Molossidae",18.65,2
"2864","Mops niveiventer","Molossidae",21.7,1
"2865","Mops petersoni","Molossidae",18.65,2
"2866","Mops sarasinorum","Molossidae",24.17,0
"2867","Mops spurrelli","Molossidae",8.08,1
"2868","Mops thersites","Molossidae",22,1
"2869","Mops trevori","Molossidae",18.65,2
"2870","Mormoops blainvillei","Mormoopidae",8.69,1
"2871","Mormoops magna","Mormoopidae",11.72,0
"2872","Mormoops megalophylla","Mormoopidae",15.81,1
"2873","Mormopterus acetabulosus","Molossidae",11,1
"2874","Mormopterus beccarii","Molossidae",14.85,1
"2875","Mormopterus doriae","Molossidae",12.5,2
"2876","Mormopterus jugularis","Molossidae",11.5,1
"2877","Mormopterus kalinowskii","Molossidae",13.44,2
"2878","Mormopterus loriae","Molossidae",7,1
"2879","Mormopterus minutus","Molossidae",13.44,2
"2880","Mormopterus norfolkensis","Molossidae",8,1
"2881","Mormopterus phrudus","Molossidae",13.44,2
"2882","Mormopterus planiceps","Molossidae",8.8,1
"2883","Moschiola meminna","Tragulidae",2938.14,1
"2884","Moschus anhuiensis","Moschidae",2145.93,0
"2885","Moschus berezovskii","Moschidae",9000,1
"2886","Moschus chrysogaster","Moschidae",14500,1
"2887","Moschus cupreus","Moschidae",2145.93,0
"2888","Moschus fuscus","Moschidae",12.5,1
"2889","Moschus leucogaster","Moschidae",2145.93,0
"2890","Moschus moschiferus","Moschidae",13000,1
"2891","Mosia nigrescens","Emballonuridae",3.25,1
"2892","Mungos gambianus","Herpestidae",1500,1
"2893","Mungos mungo","Herpestidae",1925,1
"2894","Mungotictis decemlineata","Eupleridae",650,1
"2895","Muntiacus atherodes","Cervidae",15600,1
"2896","Muntiacus crinifrons","Cervidae",36140.99,1
"2897","Muntiacus feae","Cervidae",22000,1
"2898","Muntiacus gongshanensis","Cervidae",19906.73,1
"2899","Muntiacus muntjak","Cervidae",15925.79,1
"2900","Muntiacus puhoatensis","Cervidae",19506.63,0
"2901","Muntiacus putaoensis","Cervidae",19506.63,0
"2902","Muntiacus reevesi","Cervidae",13500,1
"2903","Muntiacus rooseveltorum","Cervidae",10762.64,1
"2904","Muntiacus truongsonensis","Cervidae",19506.63,0
"2905","Muntiacus vuquangensis","Cervidae",36690.82,1
"2906","Murexechinus melanurus","Dasyuridae",38.02,1
"2907","Murexia longicaudata","Dasyuridae",335.83,1
"2908","Muriculus imberbis","Muridae",18.5,1
"2909","Murina aenea","Vespertilionidae",7.38,1
"2910","Murina aurata","Vespertilionidae",5.74,2
"2911","Murina cyclotis","Vespertilionidae",9.28,1
"2912","Murina florium","Vespertilionidae",4.25,1
"2913","Murina fusca","Vespertilionidae",6.23,2
"2914","Murina grisea","Vespertilionidae",6.58,2
"2915","Murina hilgendorfi","Vespertilionidae",5.92,0
"2916","Murina huttoni","Vespertilionidae",7.6,1
"2917","Murina leucogaster","Vespertilionidae",7.55,1
"2918","Murina puta","Vespertilionidae",6.73,2
"2919","Murina rozendaali","Vespertilionidae",4.55,1
"2920","Murina ryukyuana","Vespertilionidae",5.92,0
"2921","Murina silvatica","Vespertilionidae",5.92,0
"2922","Murina suilla","Vespertilionidae",3.63,1
"2923","Murina tenebrosa","Vespertilionidae",5.74,2
"2924","Murina tubinaris","Vespertilionidae",5.45,1
"2925","Murina ussuriensis","Vespertilionidae",5.74,2
"2926","Mus baoulei","Muridae",9.12,2
"2927","Mus booduga","Muridae",11.55,1
"2928","Mus bufo","Muridae",9.2,1
"2929","Mus callewaerti","Muridae",9.12,2
"2930","Muscardinus avellanarius","Gliridae",27.5,1
"2931","Mus caroli","Muridae",11.25,1
"2932","Mus cervicolor","Muridae",17.7,1
"2933","Mus cookii","Muridae",20.47,1
"2934","Mus crociduroides","Muridae",28.7,1
"2935","Mus famulus","Muridae",22.88,1
"2936","Mus fernandoni","Muridae",21.82,2
"2937","Mus fragilicauda","Muridae",13.76,0
"2938","Mus goundae","Muridae",8.96,2
"2939","Mus haussa","Muridae",9.18,2
"2940","Mus indutus","Muridae",6.15,1
"2941","Mus macedonicus","Muridae",15,1
"2942","Mus mahomet","Muridae",10,1
"2943","Mus mattheyi","Muridae",9.52,2
"2944","Mus mayori","Muridae",20.78,2
"2945","Mus minutoides","Muridae",7.01,1
"2946","Mus musculoides","Muridae",6,1
"2947","Mus musculus","Muridae",16.25,1
"2948","Mus neavei","Muridae",9.53,2
"2949","Musonycteris harrisoni","Phyllostomidae",13.37,2
"2950","Mus orangiae","Muridae",9.5,2
"2951","Mus oubanguii","Muridae",9.16,2
"2952","Mus pahari","Muridae",25.73,1
"2953","Mus phillipsi","Muridae",12.3,1
"2954","Mus platythrix","Muridae",25.2,1
"2955","Mus saxicola","Muridae",21.4,1
"2956","Mus setulosus","Muridae",9.4,1
"2957","Mus setzeri","Muridae",6.65,1
"2958","Mus shortridgei","Muridae",34.6,1
"2959","Mus sorella","Muridae",9.5,2
"2960","Mus spicilegus","Muridae",14,1
"2961","Mus spretus","Muridae",12.8,1
"2962","Mustela africana","Mustelidae",536.99,1
"2963","Mustela altaica","Mustelidae",171,1
"2964","Mustela erminea","Mustelidae",119.38,1
"2965","Mustela eversmanii","Mustelidae",1684.21,1
"2966","Mustela felipei","Mustelidae",211.3,1
"2967","Mustela frenata","Mustelidae",147,1
"2968","Mustela itatsi","Mustelidae",57,1
"2969","Mustela kathiah","Mustelidae",208.08,1
"2970","Mustela lutreola","Mustelidae",440,1
"2971","Mustela lutreolina","Mustelidae",706.6,1
"2972","Mustela nigripes","Mustelidae",850,1
"2973","Mustela nivalis","Mustelidae",103.88,1
"2974","Mustela nudipes","Mustelidae",500,1
"2975","Mustela putorius","Mustelidae",915.37,1
"2976","Mustela sibirica","Mustelidae",405,1
"2977","Mustela strigidorsa","Mustelidae",1500,1
"2978","Mustela subpalmata","Mustelidae",350.52,0
"2979","Mus tenellus","Muridae",9.48,2
"2980","Mus terricolor","Muridae",9,1
"2981","Mus triton","Muridae",13.55,1
"2982","Mus vulcani","Muridae",20.2,1
"2983","Mydaus javanensis","Mephitidae",2500,1
"2984","Mydaus marchei","Mephitidae",1414.2,1
"2985","Mylomys dybowskii","Muridae",114.4,1
"2986","Mylomys rex","Muridae",114.4,0
"2987","Myocastor coypus","Myocastoridae",6937.45,1
"2988","Myodes andersoni","Cricetidae",24,0
"2989","Myodes californicus","Cricetidae",18.3,1
"2990","Myodes centralis","Cricetidae",24,0
"2991","Myodes gapperi","Cricetidae",19.83,1
"2992","Myodes glareolus","Cricetidae",20.73,1
"2993","Myodes imaizumii","Cricetidae",24,0
"2994","Myodes regulus","Cricetidae",29.84,2
"2995","Myodes rex","Cricetidae",24,0
"2996","Myodes rufocanus","Cricetidae",36.43,1
"2997","Myodes rutilus","Cricetidae",19.94,1
"2998","Myodes shanseius","Cricetidae",29.22,2
"2999","Myodes smithii","Cricetidae",34.94,1
"3000","Myoictis melas","Dasyuridae",200,1
"3001","Myoictis wallacii","Dasyuridae",200,0
"3002","Myomimus personatus","Gliridae",37.48,2
"3003","Myomimus roachi","Gliridae",36.99,2
"3004","Myomimus setzeri","Gliridae",37.74,2
"3005","Myomyscus angolensis","Muridae",52.89,2
"3006","Myomyscus brockmani","Muridae",41,0
"3007","Myomyscus verreauxii","Muridae",41,1
"3008","Myomyscus yemeni","Muridae",52.7,2
"3009","Myonycteris brachycephala","Pteropodidae",53.39,2
"3010","Myonycteris relicta","Pteropodidae",52,1
"3011","Myonycteris torquata","Pteropodidae",42.23,1
"3012","Myoprocta acouchy","Dasyproctidae",600,1
"3013","Myoprocta pratti","Dasyproctidae",966.73,1
"3014","Myopterus daubentonii","Molossidae",23.62,2
"3015","Myopterus whitleyi","Molossidae",11.5,1
"3016","Myopus schisticolor","Cricetidae",25,1
"3017","Myosciurus pumilio","Sciuridae",165,1
"3018","Myosorex babaulti","Soricidae",10.35,2
"3019","Myosorex blarina","Soricidae",10.35,2
"3020","Myosorex cafer","Soricidae",13.4,1
"3021","Myosorex eisentrauti","Soricidae",10.35,2
"3022","Myosorex geata","Soricidae",9.35,1
"3023","Myosorex kihaulei","Soricidae",12.1,0
"3024","Myosorex longicaudatus","Soricidae",12.98,1
"3025","Myosorex okuensis","Soricidae",10.35,2
"3026","Myosorex rumpii","Soricidae",10.35,2
"3027","Myosorex schalleri","Soricidae",10.35,2
"3028","Myosorex sclateri","Soricidae",10.35,2
"3029","Myosorex tenuis","Soricidae",10.35,2
"3030","Myosorex varius","Soricidae",13.2,1
"3031","Myosorex zinki","Soricidae",12.1,0
"3032","Myospalax aspalax","Spalacidae",237.75,2
"3033","Myospalax myospalax","Spalacidae",225,1
"3034","Myospalax psilurus","Spalacidae",259.21,1
"3035","Myotis abei","Vespertilionidae",7.74,0
"3036","Myotis adversus","Vespertilionidae",10.55,1
"3037","Myotis aelleni","Vespertilionidae",7.26,2
"3038","Myotis albescens","Vespertilionidae",5.3,1
"3039","Myotis alcathoe","Vespertilionidae",7.74,0
"3040","Myotis altarium","Vespertilionidae",11,1
"3041","Myotis anjouanensis","Vespertilionidae",7.74,0
"3042","Myotis annamiticus","Vespertilionidae",7.74,0
"3043","Myotis annectans","Vespertilionidae",9.8,1
"3044","Myotis atacamensis","Vespertilionidae",6.77,1
"3045","Myotis ater","Vespertilionidae",7.74,0
"3046","Myotis auriculus","Vespertilionidae",36.99,1
"3047","Myotis australis","Vespertilionidae",5.62,2
"3048","Myotis austroriparius","Vespertilionidae",6.84,1
"3049","Myotis bechsteinii","Vespertilionidae",9.47,1
"3050","Myotis blythii","Vespertilionidae",22.47,1
"3051","Myotis bocagii","Vespertilionidae",7.93,1
"3052","Myotis bombinus","Vespertilionidae",9.46,2
"3053","Myotis brandtii","Vespertilionidae",5.3,1
"3054","Myotis bucharensis","Vespertilionidae",7.74,0
"3055","Myotis californicus","Vespertilionidae",4.6,1
"3056","Myotis capaccinii","Vespertilionidae",7.44,1
"3057","Myotis chiloensis","Vespertilionidae",6.75,1
"3058","Myotis chinensis","Vespertilionidae",42,1
"3059","Myotis ciliolabrum","Vespertilionidae",4.89,1
"3060","Myotis cobanensis","Vespertilionidae",7.26,2
"3061","Myotis csorbai","Vespertilionidae",7.74,0
"3062","Myotis dasycneme","Vespertilionidae",14.13,1
"3063","Myotis daubentonii","Vespertilionidae",7.63,1
"3064","Myotis davidii","Vespertilionidae",7.74,0
"3065","Myotis dominicensis","Vespertilionidae",5.9,2
"3066","Myotis elegans","Vespertilionidae",4.05,1
"3067","Myotis emarginatus","Vespertilionidae",7.66,1
"3068","Myotis evotis","Vespertilionidae",6.7,1
"3069","Myotis fimbriatus","Vespertilionidae",7.74,0
"3070","Myotis findleyi","Vespertilionidae",5.9,2
"3071","Myotis formosus","Vespertilionidae",7,1
"3072","Myotis fortidens","Vespertilionidae",4.35,1
"3073","Myotis frater","Vespertilionidae",7.55,1
"3074","Myotis gomantongensis","Vespertilionidae",7.74,0
"3075","Myotis goudoti","Vespertilionidae",5.56,1
"3076","Myotis grisescens","Vespertilionidae",10.54,1
"3077","Myotis hajastanicus","Vespertilionidae",7.74,0
"3078","Myotis hasseltii","Vespertilionidae",8.75,1
"3079","Myotis hermani","Vespertilionidae",7.74,0
"3080","Myotis horsfieldii","Vespertilionidae",6.26,1
"3081","Myotis hosonoi","Vespertilionidae",7.74,0
"3082","Myotis ikonnikovi","Vespertilionidae",5.62,2
"3083","Myotis insularum","Vespertilionidae",6.52,2
"3084","Myotis keaysi","Vespertilionidae",5.3,1
"3085","Myotis keenii","Vespertilionidae",6.27,1
"3086","Myotis laniger","Vespertilionidae",7.74,0
"3087","Myotis leibii","Vespertilionidae",5.13,1
"3088","Myotis levis","Vespertilionidae",5.5,1
"3089","Myotis longipes","Vespertilionidae",7.25,2
"3090","Myotis lucifugus","Vespertilionidae",7.65,1
"3091","Myotis macrodactylus","Vespertilionidae",7.2,1
"3092","Myotis macropus","Vespertilionidae",7.74,0
"3093","Myotis macrotarsus","Vespertilionidae",12.5,1
"3094","Myotis martiniquensis","Vespertilionidae",5.9,2
"3095","Myotis melanorhinus","Vespertilionidae",7.74,0
"3096","Myotis moluccarum","Vespertilionidae",7.74,0
"3097","Myotis montivagus","Vespertilionidae",8.3,1
"3098","Myotis morrisi","Vespertilionidae",9.01,2
"3099","Myotis muricola","Vespertilionidae",4.09,1
"3100","Myotis myotis","Vespertilionidae",24.79,1
"3101","Myotis mystacinus","Vespertilionidae",4.99,1
"3102","Myotis nattereri","Vespertilionidae",7.14,1
"3103","Myotis nesopolus","Vespertilionidae",3.5,1
"3104","Myotis nigricans","Vespertilionidae",4.24,1
"3105","Myotis nipalensis","Vespertilionidae",7.74,0
"3106","Myotis occultus","Vespertilionidae",8.79,1
"3107","Myotis oreias","Vespertilionidae",8.31,2
"3108","Myotis oxygnathus","Vespertilionidae",21.23,1
"3109","Myotis oxyotus","Vespertilionidae",5.5,1
"3110","Myotis ozensis","Vespertilionidae",7.74,0
"3111","Myotis peninsularis","Vespertilionidae",7.26,2
"3112","Myotis pequinius","Vespertilionidae",9.52,2
"3113","Myotis planiceps","Vespertilionidae",5.36,2
"3114","Myotis pruinosus","Vespertilionidae",7.25,2
"3115","Myotis punicus","Vespertilionidae",7.74,0
"3116","Myotis ricketti","Vespertilionidae",7.74,0
"3117","Myotis ridleyi","Vespertilionidae",4.5,1
"3118","Myotis riparius","Vespertilionidae",5.55,1
"3119","Myotis rosseti","Vespertilionidae",3.29,1
"3120","Myotis ruber","Vespertilionidae",5,1
"3121","Myotis schaubi","Vespertilionidae",9.46,2
"3122","Myotis scotti","Vespertilionidae",6.86,2
"3123","Myotis septentrionalis","Vespertilionidae",7.74,0
"3124","Myotis sicarius","Vespertilionidae",17.43,2
"3125","Myotis siligorensis","Vespertilionidae",2.7,1
"3126","Myotis simus","Vespertilionidae",8.2,1
"3127","Myotis sodalis","Vespertilionidae",6.91,1
"3128","Myotis stalkeri","Vespertilionidae",9.05,2
"3129","Myotis thysanodes","Vespertilionidae",8.13,1
"3130","Myotis tricolor","Vespertilionidae",13.94,1
"3131","Myotis velifer","Vespertilionidae",10.1,1
"3132","Myotis vivesi","Vespertilionidae",25,1
"3133","Myotis volans","Vespertilionidae",8.46,1
"3134","Myotis welwitschii","Vespertilionidae",15.5,1
"3135","Myotis yanbarensis","Vespertilionidae",7.74,0
"3136","Myotis yesoensis","Vespertilionidae",7.74,0
"3137","Myotis yumanensis","Vespertilionidae",5.39,1
"3138","Myotomys sloggetti","Muridae",106.25,1
"3139","Myotomys unisulcatus","Muridae",102.5,1
"3140","Myrmecobius fasciatus","Myrmecobiidae",471.5,1
"3141","Myrmecophaga tridactyla","Myrmecophagidae",22333.15,1
"3142","Mysateles garridoi","Capromyidae",929.09,2
"3143","Mysateles meridionalis","Capromyidae",884.61,2
"3144","Mysateles prehensilis","Capromyidae",926.71,2
"3145","Mystacina robusta","Mystacinidae",27.25,1
"3146","Mystacina tuberculata","Mystacinidae",12.6,1
"3147","Mystromys albicaudatus","Nesomyidae",86.85,1
"3148","Myzopoda aurita","Myzopodidae",9.1,1
"3149","Naemorhedus baileyi","Bovidae",27487.5,1
"3150","Naemorhedus caudatus","Bovidae",27000,1
"3151","Naemorhedus goral","Bovidae",28500,1
"3152","Naemorhedus griseus","Bovidae",27655.49,0
"3153","Nandinia binotata","Nandiniidae",2000,1
"3154","Nanger dama","Bovidae",71424.81,1
"3155","Nanger granti","Bovidae",55464.46,1
"3156","Nanger soemmerringii","Bovidae",41582.93,1
"3157","Nannosciurus melanotis","Sciuridae",50,1
"3158","Nanonycteris veldkampii","Pteropodidae",21.89,1
"3159","Napaeozapus insignis","Dipodidae",22.3,1
"3160","Nasalis larvatus","Cercopithecidae",9000,1
"3161","Nasua narica","Procyonidae",4030.05,1
"3162","Nasua nasua","Procyonidae",3793.85,1
"3163","Nasuella olivacea","Procyonidae",1339.99,1
"3164","Natalus jamaicensis","Natalidae",5.76,0
"3165","Natalus major","Natalidae",5.76,0
"3166","Natalus primus","Natalidae",5.76,0
"3167","Natalus stramineus","Natalidae",5.48,1
"3168","Natalus tumidirostris","Natalidae",6.05,1
"3169","Neacomys dubosti","Cricetidae",17.31,0
"3170","Neacomys guianae","Cricetidae",14.2,1
"3171","Neacomys minutus","Cricetidae",17.31,0
"3172","Neacomys musseri","Cricetidae",17.31,0
"3173","Neacomys paracou","Cricetidae",17.31,0
"3174","Neacomys pictus","Cricetidae",17.5,1
"3175","Neacomys spinosus","Cricetidae",19,1
"3176","Neacomys tenuipes","Cricetidae",19,1
"3177","Neamblysomus gunningi","Chrysochloridae",35.84,2
"3178","Neamblysomus julianae","Chrysochloridae",21.99,1
"3179","Necromys amoenus","Cricetidae",27.09,1
"3180","Necromys benefactus","Cricetidae",38,0
"3181","Necromys lactens","Cricetidae",32.9,1
"3182","Necromys lasiurus","Cricetidae",39.93,1
"3183","Necromys lenguarum","Cricetidae",38,0
"3184","Necromys obscurus","Cricetidae",40.69,1
"3185","Necromys punctulatus","Cricetidae",37.3,1
"3186","Necromys temchuki","Cricetidae",47.2,1
"3187","Necromys urichi","Cricetidae",44.84,1
"3188","Nectogale elegans","Soricidae",32.5,1
"3189","Nectomys apicalis","Cricetidae",217.85,0
"3190","Nectomys magdalenae","Cricetidae",217.85,0
"3191","Nectomys palmipes","Cricetidae",156.08,2
"3192","Nectomys rattus","Cricetidae",248.8,1
"3193","Nectomys squamipes","Cricetidae",190.75,1
"3194","Nelsonia goldmani","Cricetidae",88.08,2
"3195","Nelsonia neotomodon","Cricetidae",80,1
"3196","Neodon forresti","Cricetidae",47.71,0
"3197","Neodon irene","Cricetidae",41.87,2
"3198","Neodon juldaschi","Cricetidae",47.71,0
"3199","Neodon sikimensis","Cricetidae",40.51,2
"3200","Neofelis nebulosa","Felidae",19675.75,1
"3201","Neofiber alleni","Cricetidae",266,1
"3202","Neohylomys hainanensis","Erinaceidae",52.21,1
"3203","Neomys anomalus","Soricidae",16,1
"3204","Neomys fodiens","Soricidae",14.3,1
"3205","Neomys teres","Soricidae",15.13,0
"3206","Neonycteris pusilla","Phyllostomidae",12.35,2
"3207","Neophascogale lorentzi","Dasyuridae",212,1
"3208","Neophoca cinerea","Otariidae",190000,1
"3209","Neophocaena phocaenoides","Phocoenidae",32500,1
"3210","Neopteryx frosti","Pteropodidae",153.86,2
"3211","Neoromicia brunneus","Vespertilionidae",9.56,2
"3212","Neoromicia capensis","Vespertilionidae",5.96,1
"3213","Neoromicia flavescens","Vespertilionidae",10.5,1
"3214","Neoromicia guineensis","Vespertilionidae",5.07,0
"3215","Neoromicia helios","Vespertilionidae",3.56,1
"3216","Neoromicia melckorum","Vespertilionidae",5.07,0
"3217","Neoromicia nanus","Vespertilionidae",3.88,1
"3218","Neoromicia rendalli","Vespertilionidae",6.42,1
"3219","Neoromicia somalicus","Vespertilionidae",3.53,1
"3220","Neoromicia tenuipinnis","Vespertilionidae",5.35,1
"3221","Neoromicia zuluensis","Vespertilionidae",4.14,1
"3222","Neotetracus sinensis","Erinaceidae",290.15,0
"3223","Neotoma albigula","Cricetidae",206.03,1
"3224","Neotoma angustapalata","Cricetidae",198,1
"3225","Neotoma anthonyi","Cricetidae",195.4,1
"3226","Neotoma bryanti","Cricetidae",182,1
"3227","Neotoma bunkeri","Cricetidae",375,1
"3228","Neotoma chrysomelas","Cricetidae",169.5,1
"3229","Neotoma cinerea","Cricetidae",299.15,1
"3230","Neotoma devia","Cricetidae",200,1
"3231","Neotoma floridana","Cricetidae",244.75,1
"3232","Neotoma fuscipes","Cricetidae",229.83,1
"3233","Neotoma goldmani","Cricetidae",198,1
"3234","Neotoma lepida","Cricetidae",163.75,1
"3235","Neotoma leucodon","Cricetidae",220.57,0
"3236","Neotoma macrotis","Cricetidae",225.74,1
"3237","Neotoma magister","Cricetidae",447,1
"3238","Neotoma martinensis","Cricetidae",246,1
"3239","Neotoma mexicana","Cricetidae",203,1
"3240","Neotoma micropus","Cricetidae",237.5,1
"3241","Neotoma nelsoni","Cricetidae",198,1
"3242","Neotoma palatina","Cricetidae",198,1
"3243","Neotoma phenax","Cricetidae",227.5,1
"3244","Neotoma stephensi","Cricetidae",152.5,1
