species,median_lat,order
Microcebus simmonsi,-17.931866,Primates
Microcebus tavaratra,13.13,Primates
Microgale brevicaudata,-16.3233,Afrosoricida
Microgale cowani,-22.15778,Afrosoricida
Microgale dobsoni,-20.775,Afrosoricida
Microgale drouhardi,-17.7297,Afrosoricida
Microgale dryas,-15.3983,Afrosoricida
Microgale fotsifotsy,-22.146666,Afrosoricida
Microgale gracilis,-22.163334,Afrosoricida
Microgale gymnorhyncha,-21.961683,Afrosoricida
Microgale longicaudata,-19.706667,Afrosoricida
Microgale longirostris,-20.3667,Afrosoricida
Microgale majori,-18.1958,Afrosoricida
Microgale melanorrhachis,-12.527222,Afrosoricida
Microgale monticola,-14.433888,Afrosoricida
Microgale nasoloi,-22.417447,Afrosoricida
Microgale parvula,-18.5217,Afrosoricida
Microgale principula,-21.87099,Afrosoricida
Microgale pusilla,-19.68,Afrosoricida
Microgale soricoides,-19.68,Afrosoricida
Microgale taiva,-22.17111,Afrosoricida
Microgale talazaci,-15.401111,Afrosoricida
Microgale thomasi,-22.17111,Afrosoricida
Micromys minutus,51.8,Rodentia
Micromysticetus rothauseni,32.964443,Cetacea
Micronycteris brosseti,4.633,Chiroptera
Micronycteris hirsuta,8.68,Chiroptera
Micronycteris megalotis,4.1,Chiroptera
Micronycteris microtis,17.449444,Chiroptera
Micronycteris minuta,4.249815,Chiroptera
Micronycteris schmidtorum,10.977,Chiroptera
Micronycteris yatesi,-17.9257405,Chiroptera
Microperoryctes murina,-3.5,Peramelemorphia
Microperoryctes papuensis,-9.91163786982227,Peramelemorphia
Micropithecus clarki,3.1749834999999997,Primates
Micropithecus songhorensis,0.39585,Primates
Micropotamogale lamottei,7.43,Afrosoricida
Micropotamogale ruwenzorii,-2.40284,Afrosoricida
Micropteropus pusillus,5.67,Chiroptera
Microryzomys altissimus,-5.25,Rodentia
Microryzomys minutus,4.666667,Rodentia
Microsciurus alfari,8.7,Rodentia
Microsciurus mimulus,4.0278335,Rodentia
Microsciurus santanderensis,7.36844,Rodentia
Microtus abbreviatus,60.40766232436191,Rodentia
Microtus agrestis,52.50644,Rodentia
Microtus arvalis,49.19776,Rodentia
Microtus bavaricus,47.49506,Rodentia
Microtus brachycercus,41.921138,Rodentia
Microtus breweri,41.3376,Rodentia
Microtus cabrerae,40.02,Rodentia
Microtus canicaudus,44.933333,Rodentia
Microtus daghestanicus,45.621819,Rodentia
Microtus duodecimcostatus,42.48,Rodentia
Microtus evoronensis,54.65,Rodentia
Microtus felteni,41.03,Rodentia
Microtus gerbei,42.99,Rodentia
Microtus guatemalensis,15.56373,Rodentia
Microtus guentheri,38.674314,Rodentia
Microtus irani,37.088333500000005,Rodentia
Microtus kikuchii,23.464902331522218,Rodentia
Microtus lavernedii,44.63644,Rodentia
Microtus levis,58.03333,Rodentia
Microtus liechtensteini,46.81,Rodentia
Microtus limnophilus,47.79733,Rodentia
Microtus longicaudus,39.73898666968718,Rodentia
Microtus lusitanicus,43.04,Rodentia
Microtus machintoni,32.67,Rodentia
Microtus majori,43.48,Rodentia
Microtus mccowni,32.67,Rodentia
Microtus miurus,68.10062999934796,Rodentia
Microtus montebelli,36.00203,Rodentia
Microtus multiplex,44.9667,Rodentia
Microtus oaxacensis,17.5778055,Rodentia
Microtus ochrogaster,39.057506802859464,Rodentia
Microtus oregoni,45.84619999905724,Rodentia
Microtus paradoxus,58.678467,Rodentia
Microtus pinetorum,35.788178,Rodentia
Microtus qazvinensis,35.745000000000005,Rodentia
Microtus quasiater,19.653333,Rodentia
Microtus richardsoni,43.75258243600305,Rodentia
Microtus sachalinensis,52.53,Rodentia
Microtus socialis,33.20788,Rodentia
Microtus subterraneus,52.7025,Rodentia
Microtus tatricus,49.2474,Rodentia
Microtus townsendii,49.093313,Rodentia
Microtus transcaspicus,29.66243,Rodentia
Microtus umbrosus,17.186111,Rodentia
Microtus xanthognathus,66.3116,Rodentia
Millardia kathleenae,21.366667,Rodentia
Millardia meltada,15.41667,Rodentia
Mimetillus moloneyi,3.65,Chiroptera
Mimon bennettii,17.432778,Chiroptera
Mimon cozumelae,18.58,Chiroptera
Mindomys hammondi,0.9,Rodentia
Miniopterus aelleni,-14.96597,Chiroptera
Miniopterus africanus,-1.36667,Chiroptera
Miniopterus ambohitrensis,-18.18114,Chiroptera
Miniopterus australis,-29.267651999999998,Chiroptera
Miniopterus brachytragos,-16.38,Chiroptera
Miniopterus egeri,-18.8067335,Chiroptera
Miniopterus fraterculus,-14.266667,Chiroptera
Miniopterus fuliginosus,29.39,Chiroptera
Miniopterus fuscus,3.883333,Chiroptera
Miniopterus gleni,-15.17769,Chiroptera
Miniopterus griffithsi,-24.70236,Chiroptera
Miniopterus inflatus,0.248945,Chiroptera
Miniopterus macrocneme,-20.581579,Chiroptera
Miniopterus maghrebensis,30.68,Chiroptera
Miniopterus magnater,17.833,Chiroptera
Miniopterus mahafaliensis,-23.53995,Chiroptera
Miniopterus majori,-20.572017,Chiroptera
Miniopterus manavi,-22.222778,Chiroptera
Miniopterus medius,-7.3492001253675125,Chiroptera
Miniopterus minor,-4.166667,Chiroptera
Miniopterus mossambicus,-21.668,Chiroptera
Miniopterus paululus,9.72,Chiroptera
Miniopterus petersoni,-24.9667,Chiroptera
Miniopterus pusillus,12.798237,Chiroptera
Miniopterus robustior,-20.782611,Chiroptera
Miniopterus sororculus,-20.05,Chiroptera
Miniopterus tristis,9.7167,Chiroptera
Miocaperea pulchra,-15.482778,Cetacea
Miopithecus ogouensis,0.606365,Primates
Mirounga angustirostris,36.953,Carnivora
Mirounga leonina,-54.557006,Carnivora
Mirza coquereli,-13.608444,Primates
Mirza zaza,-14.59092,Primates
Moeritherium lyonsi,29.531389,Proboscidea
Mogera imaizumii,36.00196,Soricomorpha
Mogera kanoana,23.51723,Soricomorpha
Mogera tokudae,38.0175,Soricomorpha
Mogera wogura,36.744639,Soricomorpha
Molossops mattogrossensis,2.933333,Chiroptera
Molossops neglectus,4.37,Chiroptera
Molossops temminckii,-22.378,Chiroptera
Molossus alvarezi,21.3548,Chiroptera
Molossus aztecus,16.341667,Chiroptera
Molossus barnesi,4.87556,Chiroptera
Molossus coibensis,8.966667,Chiroptera
Molossus pretiosus,6.806917,Chiroptera
Molossus rufus,16.41318728331437,Chiroptera
Molossus sinaloae,16.826389,Chiroptera
Monachus monachus,36.126667,Carnivora
Monodelphis adusta,-6.05,Didelphimorphia
Monodelphis americana,-20.28,Didelphimorphia
Monodelphis brevicaudata,4.25,Didelphimorphia
Monodelphis dimidiata,-34.825235,Didelphimorphia
Monodelphis domestica,-20.45,Didelphimorphia
Monodelphis emiliae,-7.6,Didelphimorphia
Monodelphis fosteri,-35.5833,Didelphimorphia
Monodelphis gardneri,-11.5597,Didelphimorphia
Monodelphis glirina,-7.52,Didelphimorphia
Monodelphis iheringi,-25.619695,Didelphimorphia
Monodelphis kunsi,-21.266667,Didelphimorphia
Monodelphis osgoodi,-14.05,Didelphimorphia
Monodelphis palliolata,10.27,Didelphimorphia
Monodelphis peruviana,-15.73333,Didelphimorphia
Monodelphis reigi,5.3565000000000005,Didelphimorphia
Monodelphis sanctaerosae,-15.5,Didelphimorphia
Monodelphis scalops,-25.65508,Didelphimorphia
Monodelphis sorex,-26.616667,Didelphimorphia
Monodelphis theresa,-22.471166,Didelphimorphia
Monodelphis touan,3.99944,Didelphimorphia
Monodelphis unistriata,-26.822228,Didelphimorphia
Monodon monoceros,70.2,Cetacea
Monophyllus plethodon,13.873694,Chiroptera
Monophyllus redmani,18.3,Chiroptera
Monticolomys koopmani,-22.17111,Rodentia
Mops bakarii,-4.964869,Chiroptera
Mops brachypterus,5.9,Chiroptera
Mops condylurus,4.383,Chiroptera
Mops congicus,1.75,Chiroptera
Mops demonstrator,4.133333,Chiroptera
Mops leucostigma,-18.818117,Chiroptera
Mops midas,-16.949433,Chiroptera
Mops mops,3.13889,Chiroptera
Mops nanulus,1.75,Chiroptera
Mops niangarae,3.7,Chiroptera
Mops niveiventer,-12.18,Chiroptera
Mops petersoni,4.65,Chiroptera
Mops sarasinorum,-5.1239,Chiroptera
Mops spurrelli,6.93,Chiroptera
Mops thersites,5.38,Chiroptera
Mops trevori,8.139,Chiroptera
Morawanocetus yabukii,43.296665,Cetacea
Morenocetus parvus,-43.25528,Cetacea
Mormoops megalophylla,19.1331,Chiroptera
Mormopterus acetabulosus,-20.21511,Chiroptera
Mormopterus beccarii,-17.56,Chiroptera
Mormopterus cobourgianus,-11.43,Chiroptera
Mormopterus jugularis,-18.932567,Chiroptera
Mormopterus kalinowskii,-6.2,Chiroptera
Mormopterus loriae,-22.394583,Chiroptera
Mormopterus minutus,20.83806,Chiroptera
Mormopterus norfolkensis,-29.788945,Chiroptera
Mormopterus petersi,-31.380104,Chiroptera
Mormopterus planiceps,-26.5,Chiroptera
Mormopterus ridei,-33.433,Chiroptera
Morotopithecus bishopi,2.533333,Primates
Moschiola indica,12.3645785,Artiodactyla
Moschiola kathygre,6.412728,Artiodactyla
Moschiola meminna,7.83333,Artiodactyla
Moschus chrysogaster,35.38,Artiodactyla
Moschus leucogaster,31.6479935,Artiodactyla
Moschus moschiferus,36.2,Artiodactyla
Mosia nigrescens,-4.1333,Chiroptera
Mungos gambianus,9.42,Carnivora
Mungos mungo,-17.805682,Carnivora
Mungotictis decemlineata,-20.087156999999998,Carnivora
Muntiacus atherodes,4.41667,Artiodactyla
Muntiacus feae,12.811293,Artiodactyla
Muntiacus gongshanensis,28.0083335,Artiodactyla
Muntiacus rooseveltorum,21.51667,Artiodactyla
Muntiacus truongsonensis,16.192838,Artiodactyla
Muntiacus vuquangensis,18.366667,Artiodactyla
Muriculus imberbis,8.7166665,Rodentia
Murina aenea,5.8,Chiroptera
Murina annamitica,18.467,Chiroptera
Murina bicolor,24.04625,Chiroptera
Murina chrysochaetes,23.117,Chiroptera
Murina cyclotis,21.85,Chiroptera
Murina eleryi,23.117,Chiroptera
Murina fionae,17.95,Chiroptera
Murina florium,-15.094467,Chiroptera
Murina gracilis,24.18,Chiroptera
Murina guilleni,7.551822,Chiroptera
Murina harpioloides,12.15,Chiroptera
Murina hilgendorfi,43.28,Chiroptera
Murina hkakaboraziensis,27.62,Chiroptera
Murina huttonii,24.005,Chiroptera
Murina leucogaster,23.1185,Chiroptera
Murina lorelieae,23.12,Chiroptera
Murina peninsularis,6.814,Chiroptera
Murina puta,23.63,Chiroptera
Murina recondita,23.75,Chiroptera
Murina rozendaali,5.3789625,Chiroptera
Murina shuipuensis,25.483,Chiroptera
Murina silvatica,34.98384,Chiroptera
Murina suilla,6.066667,Chiroptera
Murina tubinaris,21.683331,Chiroptera
Murina ussuriensis,44.746,Chiroptera
Murina walstoni,14.867,Chiroptera
Mus baoulei,9.05,Rodentia
Mus booduga,25.66667,Rodentia
Mus bufo,-1.65,Rodentia
Mus callewaerti,-7.625,Rodentia
Mus camini,32.67,Rodentia
Mus caroli,22.383329,Rodentia
Mus cookii,25.466669,Rodentia
Mus crociduroides,-1.714,Rodentia
Mus famulus,11.43333,Rodentia
Mus haussa,9.75,Rodentia
Mus mahomet,7.300278,Rodentia
Mus mattheyi,10.06,Rodentia
Mus mayori,7.3,Rodentia
Mus minutoides,-0.603026,Rodentia
Mus musculoides,3.6667,Rodentia
Mus neavei,-6.5,Rodentia
Mus oubanguii,3.883,Rodentia
Mus pahari,22.35,Rodentia
Mus phillipsi,14.08333,Rodentia
Mus platythrix,12.3,Rodentia
Mus saxicola,28.15,Rodentia
Mus setulosus,5.77,Rodentia
Mus setzeri,-18.8,Rodentia
Mus shortridgei,18.280115,Rodentia
Mus sorella,3.9167,Rodentia
Mus spicilegus,45.0433885,Rodentia
Mus spretus,42.24,Rodentia
Mus tenellus,1.23861,Rodentia
Mus terricolor,18.326163,Rodentia
Mus triton,-5.1107,Rodentia
Muscardinus avellanarius,51.26913,Rodentia
Musonycteris harrisoni,19.13531105967777,Chiroptera
Musseromys anacuao,16.25527,Rodentia
Musseromys beneficus,16.588161,Rodentia
Musseromys gulantang,14.05181,Rodentia
Musseromys inopinatus,17.02595,Rodentia
Mustela africana,-2.25,Carnivora
Mustela altaica,38,Carnivora
Mustela cicognanii,42.438103,Carnivora
Mustela erminea,52.59196,Carnivora
Mustela eversmanii,44.897551,Carnivora
Mustela felipei,6.15,Carnivora
Mustela frenata,38.97167808341445,Carnivora
Mustela itatsi,36.272679,Carnivora
Mustela kathiah,25.466669,Carnivora
Mustela lutreola,43.58243,Carnivora
Mustela lutreolina,-0.39,Carnivora
Mustela nigripes,40.007878500000004,Carnivora
Mustela nudipes,3.75,Carnivora
Mustela sibirica,30.794009000000003,Carnivora
Mustela strigidorsa,23.8197885,Carnivora
Mustela subpalmata,24.089658999999997,Carnivora
Mydaus javanensis,4.4687719999999995,Carnivora
Mydaus marchei,9.7334,Carnivora
Mylodon darwinii,-50.783333,Pilosa
Mylomys dybowskii,3.9167,Rodentia
Myocastor coypus,46.143498,Rodentia
Myodes andersoni,36.433335,Rodentia
Myodes californicus,43.248774673062655,Rodentia
Myodes centralis,43.243,Rodentia
Myodes gapperi,46.74701899905862,Rodentia
Myodes glareolus,52.7631,Rodentia
Myodes imaizumii,35.95694,Rodentia
Myodes regulus,35.56,Rodentia
Myodes rex,44.75,Rodentia
Myodes rutilus,64.11296799925978,Rodentia
Myodes shanseius,40.799999,Rodentia
Myoictis melas,-3.471,Dasyuromorphia
Myomimus personatus,38.999998000000005,Rodentia
Myomimus roachi,32.67,Rodentia
Myomyscus angolensis,-12.39529,Rodentia
Myomyscus brockmani,2.28062,Rodentia
Myomyscus verreauxii,-32.13,Rodentia
Myomyscus yemeni,18.3465,Rodentia
Myonycteris leptodon,6.21678,Chiroptera
Myonycteris relicta,-5.066667,Chiroptera
Myonycteris torquata,4.5833315,Chiroptera
Myoprocta acouchy,4.92955,Rodentia
Myoprocta pratti,-1.4083,Rodentia
Myopterus daubentonii,3.7,Chiroptera
Myopterus senegalensis,6.2097,Chiroptera
Myopterus whitleyi,1.562306,Chiroptera
Myopus schisticolor,61.498361,Rodentia
Myosciurus pumilio,3.16667,Rodentia
Myosorex babaulti,-2.258283,Soricomorpha
Myosorex blarina,0.35,Soricomorpha
Myosorex bururiensis,-3.93889,Soricomorpha
Myosorex cafer,-23.9,Soricomorpha
Myosorex geata,-6.92,Soricomorpha
Myosorex gnoskei,-10.58064,Soricomorpha
Myosorex jejei,-2.27386,Soricomorpha
Myosorex kihaulei,-9.0693,Soricomorpha
Myosorex schalleri,-2.90497,Soricomorpha
Myosorex varius,-32.13,Soricomorpha
Myosorex zinki,-3.177117,Soricomorpha
Myospalax aspalax,47.32339,Rodentia
Myospalax myospalax,45.36667,Rodentia
Myospalax psilurus,44.991105000000005,Rodentia
Myotis aelleni,-42.06444,Chiroptera
Myotis albescens,-4.083333,Chiroptera
Myotis alcathoe,45.91053,Chiroptera
Myotis altarium,26.58333,Chiroptera
Myotis anjouanensis,-12.29,Chiroptera
Myotis annamiticus,17.667,Chiroptera
Myotis annatessae,25.608775,Chiroptera
Myotis annectans,14.967,Chiroptera
Myotis atacamensis,-16.768329,Chiroptera
Myotis ater,5.53333,Chiroptera
Myotis aurascens,45.53867,Chiroptera
Myotis auriculus,31.882585833644,Chiroptera
Myotis australis,-18.109722,Chiroptera
Myotis austroriparius,30.81795,Chiroptera
Myotis bechsteinii,47.93954,Chiroptera
Myotis californicus,34.257179,Chiroptera
Myotis capaccinii,42.33242,Chiroptera
Myotis chiloensis,-39.95,Chiroptera
Myotis chinensis,28.9525,Chiroptera
Myotis ciliolabrum,35.71358685076301,Chiroptera
Myotis cobanensis,15.4749,Chiroptera
Myotis crypticus,52.069707,Chiroptera
Myotis csorbai,27.766667,Chiroptera
Myotis dasycneme,52.75,Chiroptera
Myotis davidii,47.27,Chiroptera
Myotis diminutus,5.619843,Chiroptera
Myotis dominicensis,15.5,Chiroptera
Myotis elegans,16.204167,Chiroptera
Myotis emarginatus,45.19413,Chiroptera
Myotis fimbriatus,24.031634,Chiroptera
Myotis findleyi,21.50316,Chiroptera
Myotis formosus,23.67408,Chiroptera
Myotis fortidens,21.500248893527015,Chiroptera
Myotis frater,51,Chiroptera
Myotis gomantongensis,2.653333,Chiroptera
Myotis goudoti,-18.18114,Chiroptera
Myotis grisescens,36.155233,Chiroptera
Myotis handleyi,10.55,Chiroptera
Myotis hasseltii,10.583,Chiroptera
Myotis hermani,7.0082,Chiroptera
Myotis hosonoi,39.59889,Chiroptera
Myotis ikonnikovi,45.4,Chiroptera
Myotis indochinensis,21.68929,Chiroptera
Myotis insularum,52.159584,Chiroptera
Myotis izecksohni,-26.76925,Chiroptera
Myotis keaysi,17.001465,Chiroptera
Myotis keenii,44.00111,Chiroptera
Myotis laniger,22.333,Chiroptera
Myotis lavali,-26.19907,Chiroptera
Myotis leibii,38.228363,Chiroptera
Myotis levis,-33.68333,Chiroptera
Myotis longipes,34.346119,Chiroptera
Myotis macrodactylus,37.795860000000005,Chiroptera
Myotis macropus,-32.6868225,Chiroptera
Myotis macrotarsus,12.1994,Chiroptera
Myotis melanorhinus,39.00564,Chiroptera
Myotis midastactus,-23.63333,Chiroptera
Myotis moluccarum,-7.33107,Chiroptera
Myotis montivagus,21.843,Chiroptera
Myotis morrisi,9.9443,Chiroptera
Myotis mystacinus,49.42112,Chiroptera
Myotis nigricans,3,Chiroptera
Myotis nipalensis,45.61791,Chiroptera
Myotis occultus,33.515667,Chiroptera
Myotis oxygnathus,46.13,Chiroptera
Myotis peninsularis,23.5,Chiroptera
Myotis petax,50.08,Chiroptera
Myotis phanluongi,12.1,Chiroptera
Myotis planiceps,24.871667,Chiroptera
Myotis punicus,42.24279,Chiroptera
Myotis ricketti,17.883,Chiroptera
Myotis ridleyi,3.596,Chiroptera
Myotis riparius,3.833472,Chiroptera
Myotis rosseti,11.41933,Chiroptera
Myotis ruber,-22.383,Chiroptera
Myotis schaubi,36.603,Chiroptera
Myotis scotti,7.298,Chiroptera
Myotis secundus,23.878763,Chiroptera
Myotis septentrionalis,41.0169,Chiroptera
Myotis sicarius,27.216669,Chiroptera
Myotis simus,-8.3,Chiroptera
Myotis sodalis,38.35,Chiroptera
Myotis soror,23.939329999999998,Chiroptera
Myotis thysanodes,32.89027596554369,Chiroptera
Myotis tricolor,1.016667,Chiroptera
Myotis velifer,30.162985873856783,Chiroptera
Myotis vivesi,28.89,Chiroptera
Myotis volans,36.13969227924996,Chiroptera
Myotis welwitschii,-7.71,Chiroptera
Myotis yumanensis,36.830513,Chiroptera
Myotomys sloggetti,-29.584064,Rodentia
Myotomys unisulcatus,-30.63,Rodentia
Myotragus balearicus,39.5,Artiodactyla
Myrmecobius fasciatus,-33.212602,Dasyuromorphia
Myrmecophaga tridactyla,2.3315574999999997,Pilosa
Mysateles prehensilis,22.08,Rodentia
Mystacina tuberculata,-38.4748245,Chiroptera
Mystromys albicaudatus,-30.33,Rodentia
Myzopoda aurita,-21.378995,Chiroptera
Myzopoda schliemanni,-16.52483,Chiroptera
Naemorhedus baileyi,27.28833,Artiodactyla
Naemorhedus griseus,30.4919835,Artiodactyla
Nandinia binotata,2.94165,Carnivora
Nanger granti,0.598963,Artiodactyla
Nanger soemmerringii,9.216666,Artiodactyla
Nannocetus eremus,35.699165,Cetacea
Nannosciurus melanotis,-1.516667,Rodentia
Nanonycteris veldkampii,5.3865,Chiroptera
Nasalis larvatus,5.4033560000000005,Primates
Nasua narica,19.159722,Carnivora
Nasua quichua,-3.5167,Carnivora
Nasuella olivacea,4.469028,Carnivora
Natalus jamaicensis,18.083333,Chiroptera
Natalus lanatus,20.615545378607504,Chiroptera
Natalus macrourus,-7.234444,Chiroptera
Natalus major,25.03,Chiroptera
Natalus tumidirostris,8.476805500000001,Chiroptera
Neacomys dubosti,3.62284,Rodentia
Neacomys guianae,1,Rodentia
Neacomys minutus,-6.583333,Rodentia
Neacomys musseri,-13.06368,Rodentia
Neacomys paracou,4.933,Rodentia
Neacomys spinosus,-10.133,Rodentia
Neacomys tenuipes,5.88805,Rodentia
Neacomys vargasllosai,-13.72481,Rodentia
Neamblysomus julianae,-25.75,Afrosoricida
Necromys benefactus,-34.12849,Rodentia
Necromys lactens,-23.951639,Rodentia
Necromys lenguarum,-22.4328,Rodentia
Necromys punctulatus,-6,Rodentia
Nectogale elegans,27.816665,Soricomorpha
Nectogale sikhimensis,27.601703,Soricomorpha
Nectomys alfari,-0.066667,Rodentia
Nectomys apicalis,-4.45563,Rodentia
Nectomys magdalenae,6.18,Rodentia
Nectomys palmipes,10.566667,Rodentia
Nectomys rattus,2.25,Rodentia
Nectomys squamipes,-10.133,Rodentia
Nelsonia neotomodon,23.417778,Rodentia
Neodon fuscus,43.591432,Rodentia
Neodon irene,34.491036,Rodentia
Neodon leucurus,37.5,Rodentia
Neodon sikimensis,28.116671,Rodentia
Neofelis diardi,4.899798499999999,Carnivora
Neofiber alleni,29.09,Rodentia
Neomicroxus bogotensis,7.345986,Rodentia
Neonycteris pusilla,6.3949445,Chiroptera
Neophoca cinerea,-34.483686,Carnivora
Neoromicia capensis,-18.55,Chiroptera
Neoromicia flavescens,4.35,Chiroptera
Neoromicia guineensis,8.1904,Chiroptera
Neoromicia helios,0.65,Chiroptera
Neoromicia malagasyensis,-20.247405,Chiroptera
Neoromicia rendalli,-0.10961,Chiroptera
Neoromicia robertsi,-18.41072,Chiroptera
Neoromicia roseveari,7.572724,Chiroptera
Neoromicia stanleyi,-22.416666,Chiroptera
Neoromicia tenuipinnis,0.633333,Chiroptera
Neoromicia zuluensis,0.2196165,Chiroptera
Neotetracus sinensis,25.103830000000002,Erinaceomorpha
Neotoma angustapalata,22.982778,Rodentia
Neotoma anthonyi,31.741667,Rodentia
Neotoma bryanti,33.44,Rodentia
Neotoma bunkeri,26.1,Rodentia
Neotoma chrysomelas,15.05,Rodentia
Neotoma devia,34.61377720219878,Rodentia
Neotoma fuscipes,37.87840966117421,Rodentia
Neotoma goldmani,25.4333,Rodentia
Neotoma leucodon,30.912,Rodentia
Neotoma macrotis,34.500556,Rodentia
Neotoma magister,38.664728,Rodentia
Neotoma martinensis,28.111111,Rodentia
Neotoma micropus,32.709245,Rodentia
Neotoma nelsoni,19.56,Rodentia
Neotoma palatina,22.02719847419348,Rodentia
Neotoma phenax,26.07639,Rodentia
Neotoma stephensi,35.07496804273214,Rodentia
Neotoma varia,28.716667,Rodentia
Neotomys ebriosus,-15.83333,Rodentia
Neotragus batesi,2.56336,Artiodactyla
Neotragus pygmaeus,5.485544,Artiodactyla
Neovison macrodon,43.926316,Carnivora
Neovison vison,54.260795,Carnivora
Nephelomys albigularis,4.832778,Rodentia
Nephelomys auriventer,-3.63333,Rodentia
Nephelomys childi,5.894433,Rodentia
Nephelomys devius,9.565804451275628,Rodentia
Nephelomys keaysi,-13.06368,Rodentia
Nephelomys levipes,-16.066667,Rodentia
Nephelomys maculiventer,11.166667,Rodentia
Nephelomys meridensis,7.416667,Rodentia
Nephelomys moerex,0.016667,Rodentia
Nephelomys pectoralis,4.45175,Rodentia
Nesokia indica,31.65806,Rodentia
Nesomys audeberti,-21.27,Rodentia
Nesomys lambertoni,-19.1317,Rodentia
Nesomys rufus,-21.5117,Rodentia
Nesoryzomys darwini,-0.633333,Rodentia
Nesoryzomys fernandinae,-0.306189,Rodentia
Nesoryzomys indefessus,-0.433333,Rodentia
Nesoryzomys swarthi,-0.186833,Rodentia
Neurotrichus gibbsii,46.49429999905814,Soricomorpha
Neusticomys monticolus,4.460385,Rodentia
Neusticomys oyapocki,2.2833,Rodentia
Neusticomys peruviensis,-11.400665,Rodentia
Nilopegamys plumbeus,11.033334,Rodentia
Ningaui ridei,-26.23,Dasyuromorphia
Ningaui timealeyi,-22.0975,Dasyuromorphia
Ningaui yvonnae,-33.353458,Dasyuromorphia
Niumbaha superba,4.87738,Chiroptera
Niviventer brahma,28.116667,Rodentia
Niviventer coninga,23.7,Rodentia
Niviventer cremoriventer,3.254165,Rodentia
Niviventer culturatus,23.24815275898114,Rodentia
Niviventer excelsior,28.54,Rodentia
Niviventer fulvescens,27.549999,Rodentia
Niviventer hinpoon,14.62,Rodentia
Niviventer langbianus,21.453889,Rodentia
Niviventer lepturus,-6.8,Rodentia
Niviventer niviventer,-6.809149,Rodentia
Niviventer rapit,4.52,Rodentia
Niviventer tenaster,10.61667,Rodentia
Noctilio albiventris,4.805455,Chiroptera
Noctilio leporinus,13.7612025,Chiroptera
Nomascus gabriellae,11.4751835,Primates
Nomascus hainanus,19,Primates
Nomascus leucogenys,20.366659,Primates
Notharctus tenebrosus,41.200001,Primates
Nothocyon annectens,29.200001,Carnivora
Nothocyon gregorii,43,Carnivora
Nothocyon leptodus,43.299999,Carnivora
Nothocyon roii,43.299999,Carnivora
Nothocyon vulpinus,42.799999,Carnivora
Notiomys edwardsii,-41.02306,Rodentia
Notiosorex cockrumi,31.62,Soricomorpha
Notiosorex crawfordi,32.93119,Soricomorpha
Notiosorex evotis,23.240556,Soricomorpha
Notiosorex villai,23.353885721896344,Soricomorpha
Notocitellus adocetus,18.269722,Rodentia
Notocitellus annulatus,19.30280897547237,Rodentia
Notomys alexis,-25.239452,Rodentia
Notomys amplus,-25.348597,Rodentia
Notomys aquilo,-13.86526,Rodentia
Notomys cervinus,-26.3,Rodentia
Notomys fuscus,-29.3998,Rodentia
Notomys longicaudatus,-22.298582500000002,Rodentia
Notomys macrotis,-27.183,Rodentia
Notomys mitchellii,-33.1632,Rodentia
Notomys mordax,-27.183,Rodentia
Notopteris macdonaldi,-18.068031,Chiroptera
Notopteris neocaledonica,-20.71241,Chiroptera
Notoryctes caurinus,-19.8,Notoryctemorphia
Notoryctes typhlops,-25.918558,Notoryctemorphia
Nyctalus aviator,37.92022740964777,Chiroptera
Nyctalus azoreum,37.86259,Chiroptera
Nyctalus lasiopterus,43.9660375,Chiroptera
Nyctalus montanus,30.458132724870342,Chiroptera
Nyctalus noctula,51.45,Chiroptera
Nyctalus plancyi,24.443263,Chiroptera
Nycteris arge,4.333333,Chiroptera
Nycteris aurita,0.37485,Chiroptera
Nycteris fuliginosa,-6.119637,Chiroptera
Nycteris gambiensis,10.95,Chiroptera
Nycteris grandis,3.4666665,Chiroptera
Nycteris hispida,10.12,Chiroptera
Nycteris intermedia,5.3211,Chiroptera
Nycteris javanica,-6.594444,Chiroptera
Nycteris macrotis,6.23,Chiroptera
Nycteris madagascariensis,-21.216667,Chiroptera
Nycteris major,2.98333,Chiroptera
Nycteris nana,3.833333,Chiroptera
Nycteris parisii,11.57,Chiroptera
Nycteris thebaica,-3.31104,Chiroptera
Nycteris tragata,3.6565000000000003,Chiroptera
Nycteris woodi,-15.319252,Chiroptera
Nycticebus bengalensis,17.2333,Primates
Nycticebus javanicus,-6.6876,Primates
Nycticebus menagensis,5.331857,Primates
Nycticebus pygmaeus,12.66666,Primates
Nycticeius cubanus,22.58333,Chiroptera
Nycticeius humeralis,31.38916829089097,Chiroptera
Nyctiellus lepidus,23.4,Chiroptera
Nyctimene aello,-5.08201326066608,Chiroptera
Nyctimene cephalotes,-1.183333,Chiroptera
Nyctimene certans,-6.752740311685804,Chiroptera
Nyctimene cyclotis,-7.284890717836421,Chiroptera
Nyctimene draconilla,-3.9408469999999998,Chiroptera
Nyctimene major,-8.45754,Chiroptera
Nyctimene malaitensis,-10.56379,Chiroptera
Nyctimene masalai,-4.5015,Chiroptera
Nyctimene rabori,9.35,Chiroptera
Nyctimene robinsoni,-17.8667,Chiroptera
Nyctimene vizcaccia,-8.00196,Chiroptera
Nyctinomops aurispinosus,19.166667,Chiroptera
Nyctinomops femorosaccus,28.306525,Chiroptera
Nyctinomops laticaudatus,6.2,Chiroptera
Nyctinomops macrotis,26.699994,Chiroptera
