species,median_lat,order
Chaerephon tomensis,0.291418,Chiroptera
Chaetodipus artus,25.268663672258462,Rodentia
Chaetodipus baileyi,31.829213,Rodentia
Chaetodipus californicus,35.32822422751399,Rodentia
Chaetodipus dalquesti,23.717204,Rodentia
Chaetodipus eremicus,30,Rodentia
Chaetodipus formosus,36.08068200619574,Rodentia
Chaetodipus goldmani,26.913889,Rodentia
Chaetodipus hispidus,34.56041,Rodentia
Chaetodipus intermedius,32.52875822364569,Rodentia
Chaetodipus lineatus,22.548611,Rodentia
Chaetodipus nelsoni,24.32267660178683,Rodentia
Chaetodipus penicillatus,31.8727,Rodentia
Chaetodipus pernix,25.06840828379973,Rodentia
Chaetodipus rudinoris,29.4,Rodentia
Chaetodipus spinatus,26.4828,Rodentia
Chaetomys subspinosus,-19.935556,Rodentia
Chaetophractus nationi,-16.65,Cingulata
Chaetophractus vellerosus,-25.795455,Cingulata
Chaetophractus villosus,-37.490813,Cingulata
Chalinolobus dwyeri,-32.376399,Chiroptera
Chalinolobus gouldii,-33.389184,Chiroptera
Chalinolobus morio,-35.194927,Chiroptera
Chalinolobus nigrogriseus,-17.680278,Chiroptera
Chalinolobus picatus,-31.403031,Chiroptera
Chalinolobus tuberculatus,-38.963376,Chiroptera
Cheirogaleus crossleyi,-18.927589,Primates
Cheirogaleus major,-18.93,Primates
Cheirogaleus medius,-19.9667,Primates
Cheirogaleus minusculus,-20,Primates
Cheirogaleus sibreei,-18.9167,Primates
Cheirogaleus thomasi,-24.5833,Primates
Cheiromeles parvidens,13.048944500000001,Chiroptera
Cheiromeles torquatus,2.495513,Chiroptera
Chelemys macronyx,-45.52,Rodentia
Chelemys megalonyx,-32.9416675,Rodentia
Cheracebus lucifer,-3.721448,Primates
Cheracebus lugens,2.647969,Primates
Cheracebus medemi,0.466667,Primates
Cheracebus torquatus,2.62,Primates
Chibchanomys orcesi,-2.8333,Rodentia
Chibchanomys trichotis,4.5706225,Rodentia
Chilomys instans,4.5910554999999995,Rodentia
Chilonatalus macer,21.51667,Chiroptera
Chilonatalus micropus,18.151671,Chiroptera
Chilonatalus tumidifrons,25.17,Chiroptera
Chimarrogale himalayica,24.02,Soricomorpha
Chimarrogale phaeura,6.08333,Soricomorpha
Chimarrogale platycephalus,34.57611,Soricomorpha
Chinchilla chinchilla,-24.466667,Rodentia
Chinchilla lanigera,34.443194500000004,Rodentia
Chinchillula sahamae,-14.916666,Rodentia
Chionomys gud,42.25,Rodentia
Chionomys layi,32.351299,Rodentia
Chiroderma doriae,-22.38,Chiroptera
Chiroderma improvisum,16.740601,Chiroptera
Chiroderma salvini,16.388889,Chiroptera
Chiroderma trinitatum,4.33,Chiroptera
Chiroderma villosum,5.3,Chiroptera
Chiromyscus chiropus,11.5,Rodentia
Chironax melanocephalus,1.6948765,Chiroptera
Chironectes argyrodytes,13.766667,Didelphimorphia
Chironectes minimus,6.56,Didelphimorphia
Chiropodomys calamianensis,9.7333,Rodentia
Chiropodomys gliroides,3.23,Rodentia
Chiropodomys major,6,Rodentia
Chiropodomys pusillus,6.0801,Rodentia
Chiropotes albinasus,-9.17,Primates
Chiropotes satanas,3.116667,Primates
Chiropotes utahickae,-6.167982,Primates
Chiruromys lamia,-9.7983335,Rodentia
Chiruromys vates,-10.4971,Rodentia
Chlamyphorus truncatus,-34.5,Cingulata
Chlorocebus cynosuros,-14.8746335,Primates
Chlorocebus djamdjamensis,6.733706,Primates
Chlorocebus sabaeus,13.427358,Primates
Chlorotalpa duthieae,-34.049842999999996,Afrosoricida
Chodsigoa hypsibia,33.941128500000005,Soricomorpha
Chodsigoa lamula,34.583332,Soricomorpha
Chodsigoa parca,28.1,Soricomorpha
Chodsigoa salenskii,29.996,Soricomorpha
Chodsigoa smithii,29.317493,Soricomorpha
Chodsigoa sodalis,23.511294499999998,Soricomorpha
Choeroniscus godmani,16.194528,Chiroptera
Choeroniscus minor,5.3,Chiroptera
Choeroniscus periosus,5.667778,Chiroptera
Choeronycteris mexicana,24.101111,Chiroptera
Choloepus didactylus,0.997129,Pilosa
Choloepus hoffmanni,9.451725,Pilosa
Chonecetus sookensis,48.599998,Cetacea
Chrotogale owstoni,21.5602745,Carnivora
Chrotomys gonzalesi,13.6667,Rodentia
Chrotomys mindorensis,13.34542,Rodentia
Chrotomys sibuyanensis,12.4332,Rodentia
Chrotomys silaceus,17.017269,Rodentia
Chrotomys whiteheadi,6.0801,Rodentia
Chrotopterus auritus,4.666667,Chiroptera
Chrysochloris asiatica,-33.93812,Afrosoricida
Chrysochloris stuhlmanni,-1.413056,Afrosoricida
Chrysocyon brachyurus,-25.12617,Carnivora
Chrysospalax trevelyani,-32.825,Afrosoricida
Chrysospalax villosus,-29.28,Afrosoricida
Cistugo seabrae,-28.90006,Chiroptera
Civettictis civetta,-9.68,Carnivora
Cloeotis percivali,-15.319252,Chiroptera
Clyomys laticeps,-16.676527999999998,Rodentia
Coccymys ruemmleri,-5.111293344742297,Rodentia
Coccymys shawmayeri,-5.5654,Rodentia
Coelops frithii,22.589706,Chiroptera
Coelops robinsoni,13.6631,Chiroptera
Coendou bicolor,-9.3,Rodentia
Coendou prehensilis,3.703,Rodentia
Coendou rothschildi,9.15,Rodentia
Coendou sanctaemartae,10.369132,Rodentia
Coendou speratus,-8.610057,Rodentia
Coleura afra,-3.61,Chiroptera
Coleura kibomalandy,-12.9883,Chiroptera
Coleura seychellensis,-4.48,Chiroptera
Colobus polykomos,5.5379305,Primates
Colobus vellerosus,9.0072,Primates
Colomys goslingi,0.25,Rodentia
Condylura cristata,43.698384000000004,Soricomorpha
Conepatus chinga,-32.134864,Carnivora
Conepatus chorensis,-16,Carnivora
Conepatus humboldtii,-42.2,Carnivora
Conepatus proteus,-31,Carnivora
Conepatus rex,-15.95,Carnivora
Conepatus semistriatus,16.425,Carnivora
Congosorex phillipsorum,-7.75439,Soricomorpha
Congosorex verheyeni,3.919,Soricomorpha
Conilurus albipes,-37.03,Rodentia
Conilurus penicillatus,-11.34201,Rodentia
Connochaetes gnou,-28.507823000000002,Artiodactyla
Cormocyon copei,44.666668,Carnivora
Cormocyon haydeni,43,Carnivora
Cormura brevirostris,4.333,Chiroptera
Corynorhinus mexicanus,19.635614587396653,Chiroptera
Corynorhinus rafinesquii,33.349819,Chiroptera
Craseonycteris thonglongyai,14.253,Chiroptera
Crateromys australis,10.35,Rodentia
Crateromys heaneyi,10.859,Rodentia
Crateromys schadenbergi,16.833401,Rodentia
Cratogeomys fulvescens,19.541667,Rodentia
Cratogeomys merriami,19.283333,Rodentia
Cratogeomys perotensis,19.541667,Rodentia
Cratogeomys planiceps,19.223333,Rodentia
Cremnomys cutchicus,15.31667,Rodentia
Cremohipparion matthewi,38.023,Perissodactyla
Cricetomys ansorgei,-6.8333,Rodentia
Cricetomys emini,0.5,Rodentia
Cricetomys gambianus,3.9167,Rodentia
Cricetomys kivuensis,-2.48,Rodentia
Cricetulus demetros,32.67,Rodentia
Cricetulus longicaudatus,45.26446,Rodentia
Cricetulus sokolovi,45.52223,Rodentia
Cricetus cricetus,50.65,Rodentia
Crocidura aleksandrisi,32.52,Soricomorpha
Crocidura allex,-3.149017,Soricomorpha
Crocidura andamanensis,12.5,Soricomorpha
Crocidura attenuata,29.29837,Soricomorpha
Crocidura attila,2.98333,Soricomorpha
Crocidura baileyi,13.26,Soricomorpha
Crocidura baluensis,6.0801,Soricomorpha
Crocidura batesi,-2.00915,Soricomorpha
Crocidura beatus,9.1125,Soricomorpha
Crocidura beccarii,-1.70639,Soricomorpha
Crocidura bicolor,-7.599162499999999,Soricomorpha
Crocidura bottegi,5.183333,Soricomorpha
Crocidura bottegoides,7.916667,Soricomorpha
Crocidura brunnea,-7.22712,Soricomorpha
Crocidura buettikoferi,7.835,Soricomorpha
Crocidura caliginea,0.7894,Soricomorpha
Crocidura canariensis,28.610001,Soricomorpha
Crocidura coreae,37.291111,Soricomorpha
Crocidura crenata,-2.283,Soricomorpha
Crocidura crossei,7.82,Soricomorpha
Crocidura cyanea,-25.3,Soricomorpha
Crocidura denti,0.7967,Soricomorpha
Crocidura desperata,-8.4,Soricomorpha
Crocidura dolichura,0.3234,Soricomorpha
Crocidura douceti,8.3,Soricomorpha
Crocidura dracula,22.35,Soricomorpha
Crocidura dsinezumi,36.034355000000005,Soricomorpha
Crocidura elgonius,-5.066667,Soricomorpha
Crocidura elongata,-2.48876,Soricomorpha
Crocidura erica,-12.39529,Soricomorpha
Crocidura fischeri,-1.466667,Soricomorpha
Crocidura flavescens,0.15,Soricomorpha
Crocidura floweri,30.970999499999998,Soricomorpha
Crocidura foxi,8.992555,Soricomorpha
Crocidura fuliginosa,6.0801,Soricomorpha
Crocidura fulvastra,10.133333,Soricomorpha
Crocidura fumosa,-0.3581,Soricomorpha
Crocidura fuscomurina,8.9265,Soricomorpha
Crocidura glassi,7.916667,Soricomorpha
Crocidura goliath,-0.683,Soricomorpha
Crocidura gracilipes,0.7249,Soricomorpha
Crocidura grandiceps,8.3,Soricomorpha
Crocidura grassei,-2.283,Soricomorpha
Crocidura greenwoodi,3.18,Soricomorpha
Crocidura hildegardeae,-7.80825,Soricomorpha
Crocidura hilliana,17.5611,Soricomorpha
Crocidura hirta,-10.283333,Soricomorpha
Crocidura hispida,11.116667,Soricomorpha
Crocidura horsfieldii,26.34778,Soricomorpha
Crocidura hutanis,3.565972,Soricomorpha
Crocidura ichnusae,40.70096,Soricomorpha
Crocidura ilensis,29,Soricomorpha
Crocidura jacksoni,-0.93333,Soricomorpha
Crocidura jenkinsi,11.116667,Soricomorpha
Crocidura jouvenetae,6.88,Soricomorpha
Crocidura katinka,32.67,Soricomorpha
Crocidura kivuana,-3.368783,Soricomorpha
Crocidura lamottei,10.06,Soricomorpha
Crocidura lanosa,-2.50147,Soricomorpha
Crocidura lasiura,37.5652671945042,Soricomorpha
Crocidura latona,0.294,Soricomorpha
Crocidura lea,-1.29255,Soricomorpha
Crocidura lepidura,-1.70853,Soricomorpha
Crocidura leucodon,48.33682,Soricomorpha
Crocidura leucogenys,30.898562,Soricomorpha
Crocidura levicula,-2.88421,Soricomorpha
Crocidura longipes,11.57,Soricomorpha
Crocidura lucina,7.916667,Soricomorpha
Crocidura ludia,0.294,Soricomorpha
Crocidura luna,-10.74453,Soricomorpha
Crocidura lusitania,16.285,Soricomorpha
Crocidura macarthuri,-1.85,Soricomorpha
Crocidura macmillani,7.25,Soricomorpha
Crocidura macowi,2.28062,Soricomorpha
Crocidura malayana,3.3249,Soricomorpha
Crocidura manni,11.340792,Soricomorpha
Crocidura maquassiensis,-23.99484,Soricomorpha
Crocidura mariquensis,-17.83,Soricomorpha
Crocidura maurisca,-0.2785,Soricomorpha
Crocidura maxi,-6.762062,Soricomorpha
Crocidura mdumai,-3.14255,Soricomorpha
Crocidura mindorus,13.28974,Soricomorpha
Crocidura miya,7.3,Soricomorpha
Crocidura monax,-3.240067,Soricomorpha
Crocidura monticola,-6.73094,Soricomorpha
Crocidura montis,1.06351,Soricomorpha
Crocidura munissii,-6.916666,Soricomorpha
Crocidura muricauda,8.3,Soricomorpha
Crocidura musseri,-1.30934,Soricomorpha
Crocidura mutesae,3.0044,Soricomorpha
Crocidura nana,5.303167,Soricomorpha
Crocidura nanilla,7.85,Soricomorpha
Crocidura negligens,2.81611,Soricomorpha
Crocidura negrina,9.2586,Soricomorpha
Crocidura newmarki,-3.242,Soricomorpha
Crocidura nicobarica,7,Soricomorpha
Crocidura nigeriae,7.205664,Soricomorpha
Crocidura nigricans,3.733333,Soricomorpha
Crocidura nigrofusca,0.381789,Soricomorpha
Crocidura nimbae,5.85,Soricomorpha
Crocidura nimbasilvanus,8.3,Soricomorpha
Crocidura ninoyi,12.4416,Soricomorpha
Crocidura niobe,-1.3833,Soricomorpha
Crocidura obscurior,7.792,Soricomorpha
Crocidura palawanensis,8.812639,Soricomorpha
Crocidura panayensis,10.8175,Soricomorpha
Crocidura paradoxura,-0.37483,Soricomorpha
Crocidura parvipes,2.0649205,Soricomorpha
Crocidura pergrisea,30.880301,Soricomorpha
Crocidura phaeura,6.666667,Soricomorpha
Crocidura phanluongi,12.139022752465669,Soricomorpha
Crocidura planiceps,1.0659,Soricomorpha
Crocidura poensis,5.7,Soricomorpha
Crocidura praedax,26.868521,Soricomorpha
Crocidura pullata,27.06168282592097,Soricomorpha
Crocidura raineyi,1.235,Soricomorpha
Crocidura religiosa,30.033333,Soricomorpha
Crocidura rhoditis,1.10607,Soricomorpha
Crocidura roosevelti,3.85,Soricomorpha
Crocidura russula,42.94,Soricomorpha
Crocidura sacralis,-9.987152,Soricomorpha
Crocidura selina,0.8499,Soricomorpha
Crocidura sibirica,45.53862,Soricomorpha
Crocidura silacea,-18.46665,Soricomorpha
Crocidura stenocephala,-2.768225,Soricomorpha
Crocidura susiana,32.3022,Soricomorpha
Crocidura tanakae,24.03,Soricomorpha
Crocidura tansaniana,-5.1,Soricomorpha
Crocidura tarella,0.70145,Soricomorpha
Crocidura tarfayaensis,28.77,Soricomorpha
Crocidura tarfayensis,29.8,Soricomorpha
Crocidura telfordi,-6.6112945,Soricomorpha
Crocidura tephra,4.416667,Soricomorpha
Crocidura thalia,6.916667,Soricomorpha
Crocidura theresae,7.944,Soricomorpha
Crocidura thomensis,0.66511,Soricomorpha
Crocidura trichura,-10.5,Soricomorpha
Crocidura turba,-0.575,Soricomorpha
Crocidura usambarae,-4.53333,Soricomorpha
Crocidura viaria,9.275,Soricomorpha
Crocidura voi,-3.516667,Soricomorpha
Crocidura vorax,17.5667,Soricomorpha
Crocidura vosmaeri,-1.84848,Soricomorpha
Crocidura whitakeri,33.21,Soricomorpha
Crocidura wimmeri,5.38,Soricomorpha
Crocidura wuchihensis,23.1185,Soricomorpha
Crocidura xantippe,-5.066667,Soricomorpha
Crocidura yankariensis,4.416667,Soricomorpha
Crocidura zarudnyi,33.561138,Soricomorpha
Crocidura zimmeri,-8.9,Soricomorpha
Crocuta crocuta,-3.170297,Carnivora
Crocuta spelaea,51.383333,Carnivora
Crossarchus alexandri,0.46667,Carnivora
Crossarchus obscurus,6.6,Carnivora
Crossarchus platycephalus,6.91296,Carnivora
Crunomys celebensis,-2.88283,Rodentia
Crunomys melanius,7.269165000000001,Rodentia
Crunomys suncoides,8.4271,Rodentia
Cryptochloris wintoni,-30.4,Afrosoricida
Cryptochloris zyli,-32.077077,Afrosoricida
Cryptonanus chacoensis,-27.47538,Didelphimorphia
Cryptonanus unduaviensis,-13.1249985,Didelphimorphia
Cryptoprocta ferox,-20.067193500000002,Carnivora
Cryptotis colombiana,5.886559062453251,Soricomorpha
Cryptotis equatoris,-0.33959171640841784,Soricomorpha
Cryptotis goldmani,17.340444,Soricomorpha
Cryptotis goodwini,14.86667,Soricomorpha
Cryptotis gracilis,9.567,Soricomorpha
Cryptotis griseoventris,16.720361,Soricomorpha
Cryptotis hondurensis,14.63335,Soricomorpha
Cryptotis lacertosus,15.8101,Soricomorpha
Cryptotis mam,15.5546,Soricomorpha
Cryptotis mayensis,20.358721,Soricomorpha
Cryptotis medellinia,5.718044124906501,Soricomorpha
Cryptotis meridensis,8.58,Soricomorpha
Cryptotis merriami,15.181,Soricomorpha
Cryptotis nelsoni,18.547778,Soricomorpha
Cryptotis nigrescens,10.309927,Soricomorpha
Cryptotis olivaceus,15.016667,Soricomorpha
Cryptotis oreoryctes,15.3858,Soricomorpha
Cryptotis phillipsii,16.078056,Soricomorpha
Cryptotis squamipes,4.079305,Soricomorpha
Cryptotis tamensis,7.345556,Soricomorpha
Cryptotis thomasi,4.6,Soricomorpha
Cryptotis tropicalis,15.483,Soricomorpha
Ctenodactylus gundi,32.68,Rodentia
Ctenomys andersoni,-19.8,Rodentia
Ctenomys argentinus,-27.333333,Rodentia
Ctenomys australis,-38.851846,Rodentia
Ctenomys azarae,-33.3885,Rodentia
Ctenomys boliviensis,-17.88333,Rodentia
Ctenomys bonettoi,-26.78,Rodentia
Ctenomys budini,-23.740745,Rodentia
Ctenomys colburni,-47.066666,Rodentia
Ctenomys conoveri,-20.866668500000003,Rodentia
Ctenomys coyhaiquensis,-46.549999,Rodentia
Ctenomys dorbignyi,-27.74033,Rodentia
Ctenomys dorsalis,-22.25,Rodentia
Ctenomys emilianus,-37.375,Rodentia
Ctenomys erikacuellarae,-19.716667,Rodentia
Ctenomys flamarioni,-30.041343,Rodentia
Ctenomys fochi,-28.876094,Rodentia
Ctenomys fodax,-41.043629,Rodentia
Ctenomys frater,-22.266667,Rodentia
Ctenomys fulvus,-26.071417,Rodentia
Ctenomys goodfellowi,-16.333334999999998,Rodentia
Ctenomys haigi,-41.0617,Rodentia
Ctenomys knighti,-26.7332295,Rodentia
Ctenomys latro,-26.593084,Rodentia
Ctenomys lessai,-17.75,Rodentia
Ctenomys leucodon,-16.996389,Rodentia
Ctenomys lewisi,-21.483333,Rodentia
Ctenomys magellanicus,-53.666672,Rodentia
Ctenomys maulinus,-38.56667,Rodentia
Ctenomys mendocinus,-33.017,Rodentia
Ctenomys opimus,-17.816668,Rodentia
Ctenomys pearsoni,-33.933910999999995,Rodentia
Ctenomys perrensi,-29.133333,Rodentia
Ctenomys peruanus,-16.62554,Rodentia
Ctenomys pontifex,-32.948167,Rodentia
Ctenomys porteousi,-36.299198,Rodentia
Ctenomys rionegrensis,-31.88333,Rodentia
Ctenomys roigi,-27.946752500000002,Rodentia
Ctenomys scagliai,-26.638273,Rodentia
Ctenomys sericeus,-45.700001,Rodentia
Ctenomys sociabilis,-40.933333,Rodentia
Ctenomys steinbachi,-17.46667,Rodentia
Ctenomys sylvanus,-22.243108,Rodentia
Ctenomys talarum,-35.968804,Rodentia
Ctenomys torquatus,-33,Rodentia
Ctenomys tuconax,-27.33333,Rodentia
Ctenomys tucumanus,-26.820706,Rodentia
Ctenomys validus,-32.85,Rodentia
Ctenomys viperinus,-26.822038,Rodentia
Ctenomys yatesi,-18.266667,Rodentia
Ctenomys yolandae,-31.2,Rodentia
Cubanycteris silvai,22.65,Chiroptera
Cuniculus paca,5.893611,Rodentia
Cuniculus taczanowskii,6.03917,Rodentia
Cuscomys ashaninka,-11.66,Rodentia
Cyclopes didactylus,8.097215,Pilosa
Cynarctoides emryi,42.5,Carnivora
Cynarctoides luskensis,42.049999,Carnivora
Cynarctus crucidens,42.700001,Carnivora
Cynarctus galushai,34.799999,Carnivora
Cynarctus saxatilis,42.783333,Carnivora
Cynarctus voorhiesi,42.700001,Carnivora
Cynictis pencillata,-22.5878465,Carnivora
Cynictis penicillata,-26.472064,Carnivora
Cynocephalus volans,8.765406769466919,Dermoptera
Cynodesmus canavus,29.86,Carnivora
Cynodesmus cooki,43.1499995,Carnivora
Cynodesmus euthos,42.799999,Carnivora
Cynodesmus martini,41.700001,Carnivora
Cynodesmus minor,42.809999500000004,Carnivora
Cynodesmus thomsoni,42.200001,Carnivora
Cynodesmus thooides,43.3999995,Carnivora
Cynodictis oregonensis,44.666668,Carnivora
Cynodictis temnodon,43.299999,Carnivora
Cynogale bennettii,2.150337,Carnivora
Cynomops greenhalli,10.396327,Chiroptera
Cynomops mexicanus,9.119,Chiroptera
Cynomops planirostris,3.898386,Chiroptera
Cynomys leucurus,40.643342000000004,Rodentia
Cynomys ludovicianus,39.595712,Rodentia
Cynomys mexicanus,24.9640395,Rodentia
Cynomys parvidens,37.67741279169758,Rodentia
Cynopterus brachyotis,9.15,Chiroptera
Cynopterus horsfieldii,3.25833,Chiroptera
Cynopterus luzoniensis,11.78,Chiroptera
Cynopterus minutus,-6.554082,Chiroptera
Cynopterus nusatenggara,-8.383333,Chiroptera
Cynopterus sphinx,12.18,Chiroptera
Cynopterus titthaecheilus,-6.75,Chiroptera
Cynotherium sardous,41.2101385,Carnivora
Cystophora cristata,75.584954,Carnivora
Cyttarops alecto,10.21667,Chiroptera
Dacnomys millardi,25.466669,Rodentia
Dactylomys boliviensis,-13.266666,Rodentia
Dactylomys dactylinus,-1.916667,Rodentia
Dactylomys peruanus,-13.06306,Rodentia
Dactylopsila megalura,-5.13333,Diprotodontia
Dactylopsila palpator,-3.5,Diprotodontia
Dactylopsila tatei,-9.45617,Diprotodontia
Dactylopsila trivirgata,-16.370833,Diprotodontia
Dagonodum mojnum,55.30722,Cetacea
Dama dama,51.7,Artiodactyla
Dama roberti,52.4192,Artiodactyla
Dasycercus cristicauda,-27.525975000000003,Dasyuromorphia
Dasykaluta rosamondae,-21.616667,Dasyuromorphia
Dasymys alleni,-2.2333,Rodentia
Dasymys foxi,9.45,Rodentia
Dasymys incomtus,-1.7333,Rodentia
Dasymys montanus,0.3667,Rodentia
Dasymys nudipes,-13.625,Rodentia
Dasymys rufulus,6.2,Rodentia
Dasymys rwandae,-1.4333,Rodentia
Dasymys sua,-6.8333,Rodentia
Dasyprocta azarae,-25.673305,Rodentia
Dasyprocta coibae,7.524255,Rodentia
Dasyprocta cristata,9.6,Rodentia
Dasyprocta fuliginosa,4.642232,Rodentia
Dasyprocta kalinowskii,-13.67817,Rodentia
Dasyprocta leporina,4.94522,Rodentia
Dasyprocta mexicana,17.24506,Rodentia
Dasyprocta prymnolopha,-1.431582,Rodentia
Dasyprocta punctata,7.520663,Rodentia
Dasyprocta ruatanica,16.292816000000002,Rodentia
Dasypus hybridus,-33.549999,Cingulata
Dasypus kappleri,4.95118,Cingulata
Dasypus novemcinctus,27.8655535,Cingulata
Dasypus pilosus,-9.699,Cingulata
Dasypus sabanicola,4.68052,Cingulata
Dasypus septemcinctus,-20.5859695,Cingulata
Dasyuroides byrnei,-26.78196,Dasyuromorphia
Dasyurus albopunctatus,-5.8216122132740535,Dasyuromorphia
Dasyurus geoffroii,-31.9,Dasyuromorphia
Dasyurus hallucatus,-12.701485,Dasyuromorphia
Dasyurus maculatus,-31.578132500000002,Dasyuromorphia
Dasyurus viverrinus,-42.128776,Dasyuromorphia
Daubentonia madagascariensis,-18.709722,Primates
Delanymys brooksi,-2.38082,Rodentia
Delomys dorsalis,-23.65,Rodentia
Delomys sublineatus,-22.299999,Rodentia
Delphinapterus leucas,66.2597,Cetacea
Delphinus capensis,33.6233,Cetacea
Dendrogale melanura,6.0801,Scandentia
Dendrogale murina,12.1827,Scandentia
Dendrohyrax arboreus,-1.4,Hyracoidea
Dendrohyrax dorsalis,5.28,Hyracoidea
Dendrolagus bennettianus,-15.966,Diprotodontia
Dendrolagus lumholtzi,-17.365827,Diprotodontia
Dendrolagus matschiei,40.156079,Diprotodontia
Dendrolagus scottae,-3.2996920604541224,Diprotodontia
Dendrolagus stellarum,-3.9167,Diprotodontia
Dendrolagus ursinus,-3.760833,Diprotodontia
Dendromus insignis,-1.6749999999999998,Rodentia
Dendromus lachaisei,7.87,Rodentia
Dendromus lovati,13.23159,Rodentia
Dendromus melanotis,-2.50835,Rodentia
Dendromus mesomelas,-24.34,Rodentia
Dendromus messorius,7.083333,Rodentia
Dendromus mystacalis,0.15,Rodentia
Dendromus nyikae,-13.0667,Rodentia
Dendromus oreas,4.2,Rodentia
Dendromus vernayi,-11.375,Rodentia
Dephomys defua,5.825,Rodentia
Dephomys eburneae,7.0954999999999995,Rodentia
Dermanura bogotensis,4.889278,Chiroptera
Dermanura rava,4.601784,Chiroptera
Desmalopex leucopterus,13.8,Chiroptera
