"","Scientific","MSWFamilyLatin","BodyMass.Value","BodyMass.SpecLevel"
"2897","Ctenomys tucumanus","Ctenomyidae",217,1
"2898","Ctenomys tuconax","Ctenomyidae",249,1
"2899","Ctenomys torquatus","Ctenomyidae",209.5,1
"2900","Ctenomys talarum","Ctenomyidae",132.33,1
"2901","Ctenomys sylvanus","Ctenomyidae",259.74,0
"2902","Ctenomys steinbachi","Ctenomyidae",385,1
"2903","Ctenomys pontifex","Ctenomyidae",400,1
"2904","Ctenomys sericeus","Ctenomyidae",400,1
"2905","Ctenomys mendocinus","Ctenomyidae",163.05,1
"2906","Ctenomys saltarius","Ctenomyidae",230,1
"2907","Ctenomys roigi","Ctenomyidae",259.74,0
"2908","Ctenomys rionegrensis","Ctenomyidae",259.74,0
"2909","Ctenomys porteousi","Ctenomyidae",192.4,1
"2910","Ctenomys pilarensis","Ctenomyidae",259.74,0
"2911","Ctenomys peruanus","Ctenomyidae",490,1
"2912","Ctenomys perrensi","Ctenomyidae",400,1
"2913","Ctenomys pearsoni","Ctenomyidae",212,1
"2914","Ctenomys osvaldoreigi","Ctenomyidae",259.74,0
"2915","Ctenomys opimus","Ctenomyidae",361.5,1
"2916","Ctenomys occultus","Ctenomyidae",150,1
"2917","Ctenomys minutus","Ctenomyidae",92,1
"2918","Ctenomys sociabilis","Ctenomyidae",400,1
"2919","Ctenomys colburni","Ctenomyidae",400,1
"2920","Ctenomys magellanicus","Ctenomyidae",272,1
"2921","Ctenomys maulinus","Ctenomyidae",215,1
"2922","Phyllomys medius","Echimyidae",298.33,0
"2923","Phyllomys mantiqueirensis","Echimyidae",298.33,0
"2924","Phyllomys lundi","Echimyidae",298.33,0
"2925","Phyllomys unicolor","Echimyidae",439,1
"2926","Phyllomys nigrispinus","Echimyidae",224.3,1
"2927","Phyllomys thomasi","Echimyidae",502.14,1
"2928","Phyllomys blainvillii","Echimyidae",243.3,1
"2929","Phyllomys brasiliensis","Echimyidae",312.49,1
"2930","Phyllomys dasythrix","Echimyidae",260,1
"2931","Phyllomys kerri","Echimyidae",298.33,0
"2932","Phyllomys lamarum","Echimyidae",215.19,1
"2933","Phyllomys pattoni","Echimyidae",298.33,0
"2934","Callistomys pictus","Echimyidae",518.99,1
"2935","Diplomys rufodorsalis","Echimyidae",144.8,1
"2936","Diplomys labilis","Echimyidae",227.5,1
"2937","Diplomys caniceps","Echimyidae",394.5,1
"2938","Echimys chrysurus","Echimyidae",652.5,1
"2939","Echimys semivillosus","Echimyidae",200,1
"2940","Echimys saturnus","Echimyidae",626.9,1
"2941","Isothrix sinnamariensis","Echimyidae",291.73,1
"2942","Isothrix pagurus","Echimyidae",210,1
"2943","Isothrix negrensis","Echimyidae",300.97,0
"2944","Isothrix bistriata","Echimyidae",445,1
"2945","Makalata grandis","Echimyidae",584,1
"2946","Makalata rhipidura","Echimyidae",315,1
"2947","Makalata occasius","Echimyidae",322.29,0
"2948","Makalata macrura","Echimyidae",439,1
"2949","Makalata didelphoides","Echimyidae",398.66,1
"2950","Makalata obscura","Echimyidae",108,1
"2951","Carterodon sulcidens","Echimyidae",113.8,1
"2952","Clyomys bishopi","Echimyidae",30,1
"2953","Clyomys laticeps","Echimyidae",201,1
"2954","Euryzygomatomys spinosus","Echimyidae",187.5,1
"2955","Hoplomys gymnurus","Echimyidae",240,1
"2956","Lonchothrix emiliae","Echimyidae",138.2,1
"2957","Mesomys stimulax","Echimyidae",108,1
"2958","Mesomys hispidus","Echimyidae",175,1
"2959","Mesomys occultus","Echimyidae",126.85,0
"2960","Mesomys leniceps","Echimyidae",108,1
"2961","Proechimys pattoni","Echimyidae",292.04,0
"2962","Proechimys oconnelli","Echimyidae",285,1
"2963","Proechimys trinitatus","Echimyidae",296.15,2
"2964","Proechimys urichi","Echimyidae",285,1
"2965","Proechimys steerei","Echimyidae",285,1
"2966","Proechimys guairae","Echimyidae",400,1
"2967","Proechimys simonsi","Echimyidae",285,1
"2968","Proechimys semispinosus","Echimyidae",360.5,1
"2969","Proechimys roberti","Echimyidae",284.99,1
"2970","Proechimys poliopus","Echimyidae",285,1
"2971","Proechimys decumanus","Echimyidae",285,1
"2972","Proechimys goeldii","Echimyidae",285,1
"2973","Proechimys quadruplicatus","Echimyidae",285,1
"2974","Proechimys echinothrix","Echimyidae",292.04,0
"2975","Proechimys mincae","Echimyidae",285,1
"2976","Proechimys cuvieri","Echimyidae",330,1
"2977","Proechimys chrysaeolus","Echimyidae",285,1
"2978","Proechimys canicollis","Echimyidae",285,1
"2979","Proechimys guyannensis","Echimyidae",314.03,1
"2980","Proechimys hoplomyoides","Echimyidae",285,1
"2981","Proechimys kulinae","Echimyidae",292.04,0
"2982","Proechimys longicaudatus","Echimyidae",205,1
"2983","Proechimys gardneri","Echimyidae",292.04,0
"2984","Proechimys magdalenae","Echimyidae",285,1
"2985","Proechimys brevicauda","Echimyidae",285,1
"2986","Thrichomys inermis","Echimyidae",339,0
"2987","Thrichomys pachyurus","Echimyidae",339,0
"2988","Thrichomys apereoides","Echimyidae",339,1
"2989","Trinomys paratus","Echimyidae",235.59,0
"2990","Trinomys dimidiatus","Echimyidae",167.6,1
"2991","Trinomys gratiosus","Echimyidae",235.59,0
"2992","Trinomys iheringi","Echimyidae",220.39,1
"2993","Trinomys mirapitanga","Echimyidae",235.59,0
"2994","Trinomys moojeni","Echimyidae",235.59,0
"2995","Trinomys myosuros","Echimyidae",284.99,1
"2996","Trinomys eliasi","Echimyidae",200,1
"2997","Trinomys yonenagae","Echimyidae",235.59,0
"2998","Trinomys albispinus","Echimyidae",284.99,1
"2999","Trinomys setosus","Echimyidae",284.99,1
"3000","Dactylomys peruanus","Echimyidae",382,1
"3001","Dactylomys dactylinus","Echimyidae",649.99,1
"3002","Dactylomys boliviensis","Echimyidae",728.8,1
"3003","Kannabateomys amblyonyx","Echimyidae",600,1
"3004","Olallamys edax","Echimyidae",206.4,1
"3005","Olallamys albicauda","Echimyidae",273.5,1
"3006","Boromys offella","Echimyidae",272.28,0
"3007","Boromys torrei","Echimyidae",272.28,0
"3008","Brotomys contractus","Echimyidae",272.28,0
"3009","Brotomys voratus","Echimyidae",272.28,0
"3010","Heteropsomys insulans","Echimyidae",272.28,0
"3011","Heteropsomys antillensis","Echimyidae",272.28,0
"3012","Thryonomys gregorianus","Thryonomyidae",2707.14,1
"3013","Thryonomys swinderianus","Thryonomyidae",3180.02,1
"3014","Chaetomys subspinosus","Erethizontidae",1299.99,1
"3015","Coendou rothschildi","Erethizontidae",2000,1
"3016","Coendou prehensilis","Erethizontidae",4399.97,1
"3017","Coendou nycthemera","Erethizontidae",2999.98,1
"3018","Coendou bicolor","Erethizontidae",4050.05,1
"3019","Echinoprocta rufescens","Erethizontidae",831.8,1
"3020","Erethizon dorsatum","Erethizontidae",7085.33,1
"3021","Sphiggurus insidiosus","Erethizontidae",1000,1
"3022","Sphiggurus villosus","Erethizontidae",1750.01,1
"3023","Sphiggurus vestitus","Erethizontidae",736,1
"3024","Sphiggurus melanurus","Erethizontidae",1900,1
"3025","Sphiggurus roosmalenorum","Erethizontidae",1242.24,0
"3026","Sphiggurus mexicanus","Erethizontidae",2000,1
"3027","Sphiggurus pruinosus","Erethizontidae",1242.24,0
"3028","Sphiggurus ichillus","Erethizontidae",1242.24,0
"3029","Sphiggurus spinosus","Erethizontidae",750.79,1
"3030","Chinchilla chinchilla","Chinchillidae",499.99,1
"3031","Chinchilla lanigera","Chinchillidae",417,1
"3032","Lagidium wolffsohni","Chinchillidae",2682.01,1
"3033","Lagidium peruanum","Chinchillidae",1220,1
"3034","Lagidium viscacia","Chinchillidae",1540,1
"3035","Lagostomus crassus","Chinchillidae",4647.51,0
"3036","Lagostomus maximus","Chinchillidae",4647.51,1
"3037","Dinomys branickii","Dinomyidae",12500,1
"3038","Cavia intermedia","Caviidae",578.88,1
"3039","Cavia aperea","Caviidae",549,1
"3040","Cavia fulgida","Caviidae",282.5,1
"3041","Cavia porcellus","Caviidae",728,1
"3042","Cavia tschudii","Caviidae",1000,1
"3043","Cavia magna","Caviidae",460,1
"3044","Galea musteloides","Caviidae",480,1
"3045","Galea spixii","Caviidae",326.2,1
"3046","Galea flavidens","Caviidae",450,1
"3047","Microcavia australis","Caviidae",286.1,1
"3048","Microcavia niata","Caviidae",255.2,1
"3049","Microcavia shiptoni","Caviidae",185,1
"3050","Dolichotis salinicola","Caviidae",1600,1
"3051","Dolichotis patagonum","Caviidae",8000,1
"3052","Hydrochoerus hydrochaeris","Caviidae",48144.91,1
"3053","Hydrochoerus isthmius","Caviidae",21267.32,1
"3054","Kerodon rupestris","Caviidae",800,1
"3055","Kerodon acrobata","Caviidae",800,0
"3056","Dasyprocta azarae","Dasyproctidae",2309.99,1
"3057","Dasyprocta guamara","Dasyproctidae",2650.03,1
"3058","Dasyprocta ruatanica","Dasyproctidae",2857.13,2
"3059","Dasyprocta fuliginosa","Dasyproctidae",3500.02,1
"3060","Dasyprocta kalinowskii","Dasyproctidae",2650.03,1
"3061","Dasyprocta cristata","Dasyproctidae",2650.03,1
"3062","Dasyprocta leporina","Dasyproctidae",3020.02,1
"3063","Dasyprocta mexicana","Dasyproctidae",5000,1
"3064","Dasyprocta prymnolopha","Dasyproctidae",2900.01,1
"3065","Dasyprocta punctata","Dasyproctidae",2674.98,1
"3066","Dasyprocta coibae","Dasyproctidae",2660.13,2
"3067","Myoprocta pratti","Dasyproctidae",966.73,1
"3068","Myoprocta acouchy","Dasyproctidae",600,1
"3069","Cuniculus taczanowskii","Cuniculidae",8999.95,1
"3070","Cuniculus paca","Cuniculidae",8172.55,1
"3071","Aconaemys sagei","Octodontidae",96.5,1
"3072","Aconaemys fuscus","Octodontidae",133.5,1
"3073","Aconaemys porteri","Octodontidae",113.5,0
"3074","Octodon pacificus","Octodontidae",194.34,0
"3075","Octodon bridgesi","Octodontidae",150,1
"3076","Octodon degus","Octodontidae",210,1
"3077","Octodon lunatus","Octodontidae",233,1
"3078","Octodontomys gliroides","Octodontidae",150,1
"3079","Octomys mimax","Octodontidae",131,1
"3080","Pipanacoctomys aureus","Octodontidae",136.62,0
"3081","Salinoctomys loschalchalerosorum","Octodontidae",136.62,0
"3082","Spalacopus cyanus","Octodontidae",127.5,1
"3083","Tympanoctomys barrerae","Octodontidae",70,1
"3084","Abrocoma boliviensis","Abrocomidae",158,1
"3085","Abrocoma budini","Abrocomidae",214.69,0
"3086","Abrocoma cinerea","Abrocomidae",250,1
"3087","Abrocoma famatina","Abrocomidae",214.69,0
"3088","Abrocoma shistacea","Abrocomidae",214.69,0
"3089","Abrocoma uspallata","Abrocomidae",214.69,0
"3090","Abrocoma vaccarum","Abrocomidae",214.69,0
"3091","Abrocoma bennettii","Abrocomidae",250.5,1
"3092","Cuscomys ashaninka","Abrocomidae",910,1
"3093","Cuscomys oblativa","Abrocomidae",910,0
"3094","Myocastor coypus","Myocastoridae",6937.45,1
"3095","Capromys pilorides","Capromyidae",5650,1
"3096","Capromys gundlachianus","Capromyidae",5650,0
"3097","Geocapromys brownii","Capromyidae",1500,1
"3098","Geocapromys ingrahami","Capromyidae",800,1
"3099","Geocapromys thoracatus","Capromyidae",1500,1
"3100","Mesocapromys nanus","Capromyidae",583.33,2
"3101","Mesocapromys sanfelipensis","Capromyidae",554.44,2
"3102","Mesocapromys melanurus","Capromyidae",883.14,2
"3103","Mesocapromys auritus","Capromyidae",585.55,2
"3104","Mesocapromys angelcabrerai","Capromyidae",470,1
"3105","Mysateles meridionalis","Capromyidae",884.61,2
"3106","Mysateles prehensilis","Capromyidae",926.71,2
"3107","Mysateles garridoi","Capromyidae",929.09,2
"3108","Hexolobodon phenax","Capromyidae",1350.1,0
"3109","Isolobodon montanus","Capromyidae",1350.1,0
"3110","Isolobodon portoricensis","Capromyidae",1350.1,0
"3111","Plagiodontia araeum","Capromyidae",1267,0
"3112","Plagiodontia ipnaeum","Capromyidae",1267,0
"3113","Plagiodontia aedium","Capromyidae",1267,1
"3114","Rhizoplagiodontia lemkei","Capromyidae",1350.1,0
"3115","Ochotona cansus","Ochotonidae",68.75,1
"3116","Ochotona nubrica","Ochotonidae",116.21,2
"3117","Ochotona pusilla","Ochotonidae",142.5,1
"3118","Ochotona rufescens","Ochotonidae",250,1
"3119","Ochotona dauurica","Ochotonidae",109,1
"3120","Ochotona thibetana","Ochotonidae",83.1,1
"3121","Ochotona thomasi","Ochotonidae",111.63,2
"3122","Ochotona huangensis","Ochotonidae",105.33,1
"3123","Ochotona curzoniae","Ochotonidae",131.48,1
"3124","Ochotona turuchanensis","Ochotonidae",142.15,0
"3125","Ochotona princeps","Ochotonidae",157.63,1
"3126","Ochotona pallasi","Ochotonidae",149.62,2
"3127","Ochotona hyperborea","Ochotonidae",120,1
"3128","Ochotona alpina","Ochotonidae",150,1
"3129","Ochotona argentata","Ochotonidae",142.15,0
"3130","Ochotona hoffmanni","Ochotonidae",142.15,0
"3131","Ochotona collaris","Ochotonidae",129,1
"3132","Ochotona roylei","Ochotonidae",260,1
"3133","Ochotona erythrotis","Ochotonidae",181,1
"3134","Ochotona forresti","Ochotonidae",111.65,2
"3135","Ochotona gaoligongensis","Ochotonidae",111.61,2
"3136","Ochotona ladacensis","Ochotonidae",182.19,2
"3137","Ochotona rutila","Ochotonidae",182.02,2
"3138","Ochotona koslowi","Ochotonidae",182.03,2
"3139","Ochotona gloveri","Ochotonidae",181.97,2
"3140","Ochotona macrotis","Ochotonidae",260,1
"3141","Ochotona muliensis","Ochotonidae",182,2
"3142","Ochotona nigritia","Ochotonidae",142.15,0
"3143","Ochotona himalayana","Ochotonidae",189.31,2
"3144","Ochotona iliensis","Ochotonidae",209.75,2
"3145","Brachylagus idahoensis","Leporidae",421.34,1
"3146","Bunolagus monticularis","Leporidae",1750.01,1
"3147","Caprolagus hispidus","Leporidae",2497,1
"3148","Lepus arcticus","Leporidae",4405.04,1
"3149","Lepus othus","Leporidae",4805.96,1
"3150","Lepus timidus","Leporidae",3048,1
"3151","Lepus alleni","Leporidae",3685.02,1
"3152","Lepus americanus","Leporidae",1710.02,1
"3153","Lepus tolai","Leporidae",1589,1
"3154","Lepus tibetanus","Leporidae",2451.03,0
"3155","Lepus insularis","Leporidae",2658.02,2
"3156","Lepus starcki","Leporidae",2750,1
"3157","Lepus castroviejoi","Leporidae",2822.41,1
"3158","Lepus comus","Leporidae",1460,1
"3159","Lepus coreanus","Leporidae",2017.79,2
"3160","Lepus europaeus","Leporidae",3740,1
"3161","Lepus mandshuricus","Leporidae",1800,1
"3162","Lepus microtis","Leporidae",1763.61,1
"3163","Lepus fagani","Leporidae",2048.51,2
"3164","Lepus peguensis","Leporidae",2267.5,1
"3165","Lepus hainanus","Leporidae",2000,1
"3166","Lepus nigricollis","Leporidae",2298.5,1
"3167","Lepus sinensis","Leporidae",1510,1
"3168","Lepus habessinicus","Leporidae",2015.56,1
"3169","Lepus brachyurus","Leporidae",2519.45,1
"3170","Lepus saxatilis","Leporidae",2363.33,1
"3171","Lepus townsendii","Leporidae",1555,1
"3172","Lepus callotis","Leporidae",2500,1
"3173","Lepus californicus","Leporidae",2422.48,1
"3174","Lepus oiostolus","Leporidae",3000,1
"3175","Lepus flavigularis","Leporidae",2999.99,1
"3176","Lepus capensis","Leporidae",3261.67,1
"3177","Lepus granatensis","Leporidae",4010,1
"3178","Lepus corsicanus","Leporidae",3000,1
"3179","Lepus yarkandensis","Leporidae",1460.41,1
"3180","Sylvilagus insonus","Leporidae",2999.99,1
"3181","Sylvilagus obscurus","Leporidae",1218.45,0
"3182","Sylvilagus cognatus","Leporidae",1218.45,0
"3183","Sylvilagus transitionalis","Leporidae",656.7,1
"3184","Sylvilagus nuttallii","Leporidae",755.09,1
"3185","Sylvilagus graysoni","Leporidae",964.01,1
"3186","Sylvilagus floridanus","Leporidae",1172.79,1
"3187","Sylvilagus cunicularius","Leporidae",2999.99,1
"3188","Sylvilagus robustus","Leporidae",1218.45,0
"3189","Sylvilagus audubonii","Leporidae",889.63,1
"3190","Sylvilagus varynaensis","Leporidae",1218.45,0
"3191","Sylvilagus brasiliensis","Leporidae",949.99,1
"3192","Sylvilagus aquaticus","Leporidae",2135.8,1
"3193","Sylvilagus palustris","Leporidae",1500,1
"3194","Sylvilagus bachmani","Leporidae",643.25,1
"3195","Sylvilagus dicei","Leporidae",1343.35,2
"3196","Sylvilagus mansuetus","Leporidae",811.92,2
"3197","Nesolagus timminsi","Leporidae",1500,0
"3198","Nesolagus netscheri","Leporidae",1500,1
"3199","Oryctolagus cuniculus","Leporidae",1832.22,1
"3200","Pentalagus furnessi","Leporidae",2396.25,1
"3201","Poelagus marjorita","Leporidae",2500,1
"3202","Pronolagus crassicaudatus","Leporidae",2089,1
"3203","Pronolagus randensis","Leporidae",2335.02,1
"3204","Pronolagus rupestris","Leporidae",1754,1
"3205","Romerolagus diazi","Leporidae",476.65,1
"3206","Atelerix albiventris","Erinaceidae",600,1
"3207","Atelerix algirus","Erinaceidae",1250,1
"3208","Atelerix frontalis","Erinaceidae",309.5,1
"3209","Atelerix sclateri","Erinaceidae",539.15,2
"3210","Erinaceus amurensis","Erinaceidae",571.88,2
"3211","Erinaceus roumanicus","Erinaceidae",744.55,0
"3212","Erinaceus concolor","Erinaceidae",719,1
"3213","Erinaceus europaeus","Erinaceidae",771,1
"3214","Hemiechinus auritus","Erinaceidae",342,1
"3215","Hemiechinus collaris","Erinaceidae",141,1
"3216","Mesechinus dauuricus","Erinaceidae",342,1
"3217","Mesechinus hughi","Erinaceidae",315.81,2
"3218","Paraechinus aethiopicus","Erinaceidae",352.4,1
"3219","Paraechinus hypomelas","Erinaceidae",213,1
"3220","Paraechinus micropus","Erinaceidae",171,1
"3221","Paraechinus nudiventris","Erinaceidae",234.14,0
"3222","Echinosorex gymnura","Erinaceidae",957,1
"3223","Hylomys suillus","Erinaceidae",65.83,1
"3224","Hylomys megalotis","Erinaceidae",65.83,0
"3225","Hylomys parvus","Erinaceidae",65.83,0
"3226","Neohylomys hainanensis","Erinaceidae",52.21,1
"3227","Neotetracus sinensis","Erinaceidae",290.15,0
"3228","Podogymnura truei","Erinaceidae",114,1
"3229","Podogymnura aureospinula","Erinaceidae",247,1
"3230","Solenodon paradoxus","Solenodontidae",900,1
"3231","Solenodon marcanoi","Solenodontidae",764.85,0
"3232","Solenodon cubanus","Solenodontidae",650,1
"3233","Solenodon arredondoi","Solenodontidae",764.85,0
"3234","Crocidura phaeura","Soricidae",10.35,2
"3235","Crocidura orii","Soricidae",14.4,1
"3236","Crocidura nigricans","Soricidae",20,1
"3237","Crocidura nigrofusca","Soricidae",11.75,1
"3238","Crocidura nimbae","Soricidae",15.5,1
"3239","Crocidura niobe","Soricidae",16,1
"3240","Crocidura obscurior","Soricidae",10.35,2
"3241","Crocidura olivieri","Soricidae",57.95,1
"3242","Crocidura orientalis","Soricidae",15.8,1
"3243","Crocidura nigripes","Soricidae",13.2,1
"3244","Crocidura palawanensis","Soricidae",10.35,2
"3245","Crocidura paradoxura","Soricidae",8.23,1
"3246","Crocidura parvipes","Soricidae",10.35,2
"3247","Crocidura nigeriae","Soricidae",23,1
"3248","Crocidura pergrisea","Soricidae",10.1,1
"3249","Crocidura nana","Soricidae",10.35,2
"3250","Crocidura picea","Soricidae",10.35,2
"3251","Crocidura pitmani","Soricidae",10.35,2
"3252","Crocidura planiceps","Soricidae",2.5,1
"3253","Crocidura poensis","Soricidae",16.57,1
"3254","Crocidura pasha","Soricidae",6.5,1
"3255","Crocidura miya","Soricidae",10.2,1
"3256","Crocidura macarthuri","Soricidae",10.35,2
"3257","Crocidura zimmermanni","Soricidae",10.35,2
"3258","Crocidura macmillani","Soricidae",10.35,2
"3259","Crocidura macowi","Soricidae",10.35,2
"3260","Crocidura malayana","Soricidae",12.7,1
"3261","Crocidura manengubae","Soricidae",10.35,2
"3262","Crocidura maquassiensis","Soricidae",6,1
"3263","Crocidura mariquensis","Soricidae",11.25,1
"3264","Crocidura maurisca","Soricidae",14,1
"3265","Crocidura negligens","Soricidae",10.42,0
"3266","Crocidura mindorus","Soricidae",18,1
"3267","Crocidura nicobarica","Soricidae",28.9,1
"3268","Crocidura monax","Soricidae",16,1
"3269","Crocidura monticola","Soricidae",6.6,1
"3270","Crocidura montis","Soricidae",14.5,1
"3271","Crocidura muricauda","Soricidae",10.35,2
"3272","Crocidura musseri","Soricidae",10.42,0
"3273","Crocidura mutesae","Soricidae",23.91,1
"3274","Crocidura religiosa","Soricidae",7,1
"3275","Crocidura nanilla","Soricidae",6.5,1
"3276","Crocidura polia","Soricidae",10.35,2
"3277","Crocidura negrina","Soricidae",11.33,1
"3278","Crocidura maxi","Soricidae",7.53,1
"3279","Crocidura vosmaeri","Soricidae",10.42,0
"3280","Crocidura rapax","Soricidae",10.42,0
"3281","Crocidura theresae","Soricidae",17.6,1
"3282","Crocidura thomensis","Soricidae",10.35,2
"3283","Crocidura trichura","Soricidae",10.42,0
"3284","Crocidura turba","Soricidae",14.5,1
"3285","Crocidura ultima","Soricidae",16,1
"3286","Crocidura usambarae","Soricidae",9.7,1
"3287","Crocidura viaria","Soricidae",17,1
"3288","Crocidura virgata","Soricidae",10.42,0
"3289","Crocidura tenuis","Soricidae",9.43,1
"3290","Crocidura vorax","Soricidae",10.42,0
"3291","Crocidura telfordi","Soricidae",10.35,2
"3292","Crocidura watasei","Soricidae",10.42,0
"3293","Crocidura whitakeri","Soricidae",5.5,1
"3294","Crocidura wimmeri","Soricidae",23.5,1
"3295","Crocidura wuchihensis","Soricidae",4.3,1
"3296","Crocidura xantippe","Soricidae",10.35,2
"3297","Crocidura yankariensis","Soricidae",5,1
"3298","Crocidura zaphiri","Soricidae",10.35,2
"3299","Crocidura zarudnyi","Soricidae",6.71,1
"3300","Crocidura lucina","Soricidae",10.35,2
"3301","Crocidura voi","Soricidae",10.35,2
"3302","Crocidura silacea","Soricidae",8,1
"3303","Crocidura raineyi","Soricidae",14.5,1
"3304","Crocidura ramona","Soricidae",10.42,0
"3305","Crocidura zimmeri","Soricidae",14.5,1
"3306","Crocidura rhoditis","Soricidae",14,1
"3307","Crocidura roosevelti","Soricidae",10.35,2
"3308","Crocidura russula","Soricidae",8.2,1
"3309","Crocidura selina","Soricidae",10.35,2
"3310","Crocidura serezkyensis","Soricidae",10.35,2
"3311","Crocidura shantungensis","Soricidae",10.42,0
"3312","Crocidura thalia","Soricidae",10.35,2
"3313","Crocidura sicula","Soricidae",6.9,1
"3314","Crocidura pullata","Soricidae",10.35,2
"3315","Crocidura smithii","Soricidae",10.35,2
"3316","Crocidura somalica","Soricidae",11.5,1
"3317","Crocidura stenocephala","Soricidae",21,1
"3318","Crocidura suaveolens","Soricidae",5.19,1
"3319","Crocidura susiana","Soricidae",10.35,2
"3320","Crocidura tanakae","Soricidae",10.42,0
"3321","Crocidura tansaniana","Soricidae",10.35,2
"3322","Crocidura tarella","Soricidae",10.35,2
"3323","Crocidura tarfayensis","Soricidae",6.5,1
"3324","Crocidura sibirica","Soricidae",10.35,2
"3325","Crocidura eisentrauti","Soricidae",10.35,2
"3326","Crocidura floweri","Soricidae",10.35,2
"3327","Crocidura crossei","Soricidae",6.9,1
"3328","Crocidura cyanea","Soricidae",9.35,1
"3329","Crocidura denti","Soricidae",7,1
"3330","Crocidura desperata","Soricidae",10.35,2
"3331","Crocidura dhofarensis","Soricidae",5.8,1
"3332","Crocidura dolichura","Soricidae",5.7,1
"3333","Crocidura congobelgica","Soricidae",10.35,2
"3334","Crocidura dsinezumi","Soricidae",10.21,1
"3335","Crocidura cinderella","Soricidae",10.35,2
"3336","Crocidura elgonius","Soricidae",6.5,1
"3337","Crocidura allex","Soricidae",10.35,2
"3338","Crocidura aleksandrisi","Soricidae",10.35,2
"3339","Crocidura luna","Soricidae",14.5,1
"3340","Crocidura lusitania","Soricidae",2,1
"3341","Crocidura elongata","Soricidae",17.8,1
"3342","Crocidura andamanensis","Soricidae",10.35,2
"3343","Crocidura fischeri","Soricidae",10.35,2
"3344","Crocidura douceti","Soricidae",4.3,1
"3345","Crocidura beatus","Soricidae",10.55,1
"3346","Crocidura ansellorum","Soricidae",10.35,2
"3347","Crocidura arabica","Soricidae",5.86,1
"3348","Crocidura arispa","Soricidae",10.42,0
"3349","Crocidura armenica","Soricidae",10.35,2
"3350","Crocidura attenuata","Soricidae",14.27,1
"3351","Crocidura attila","Soricidae",10.35,2
"3352","Crocidura baileyi","Soricidae",10.35,2
"3353","Crocidura crenata","Soricidae",6.52,1
"3354","Crocidura batesi","Soricidae",15.5,1
"3355","Crocidura flavescens","Soricidae",28.49,1
"3356","Crocidura beccarii","Soricidae",10.35,2
"3357","Crocidura bottegi","Soricidae",3.5,1
"3358","Crocidura bottegoides","Soricidae",3.07,1
"3359","Crocidura brunnea","Soricidae",10.42,0
"3360","Crocidura buettikoferi","Soricidae",10.35,2
"3361","Crocidura caliginea","Soricidae",10.35,2
"3362","Crocidura canariensis","Soricidae",7.5,1
"3363","Crocidura caspica","Soricidae",10.42,0
"3364","Crocidura baluensis","Soricidae",16.9,1
"3365","Crocidura lanosa","Soricidae",22.6,1
"3366","Crocidura hispida","Soricidae",10.35,2
"3367","Crocidura horsfieldii","Soricidae",5,1
"3368","Crocidura hutanis","Soricidae",10.42,0
"3369","Crocidura ichnusae","Soricidae",10.35,2
"3370","Crocidura indochinensis","Soricidae",10.42,0
"3371","Crocidura jacksoni","Soricidae",7,1
"3372","Crocidura jenkinsi","Soricidae",12.6,1
"3373","Crocidura jouvenetae","Soricidae",9.79,1
"3374","Crocidura katinka","Soricidae",10.42,0
"3375","Crocidura erica","Soricidae",10.35,2
"3376","Crocidura lamottei","Soricidae",20.5,1
"3377","Crocidura hildegardeae","Soricidae",9.5,1
"3378","Crocidura latona","Soricidae",10.35,2
"3379","Crocidura lea","Soricidae",6.6,1
"3380","Crocidura lepidura","Soricidae",10.42,0
"3381","Crocidura leucodon","Soricidae",9.82,1
"3382","Crocidura levicula","Soricidae",1.77,1
"3383","Crocidura littoralis","Soricidae",16,1
"3384","Crocidura longipes","Soricidae",19.3,1
"3385","Crocidura ludia","Soricidae",5.15,1
"3386","Crocidura kivuana","Soricidae",9,1
"3387","Crocidura gmelini","Soricidae",10.42,0
"3388","Crocidura foxi","Soricidae",19,1
"3389","Crocidura fuliginosa","Soricidae",12,1
"3390","Crocidura fulvastra","Soricidae",12.67,1
"3391","Crocidura fumosa","Soricidae",14.5,1
"3392","Crocidura fuscomurina","Soricidae",3.92,1
"3393","Crocidura hirta","Soricidae",15.8,1
"3394","Crocidura glassi","Soricidae",10.35,2
"3395","Crocidura hilliana","Soricidae",10.42,0
"3396","Crocidura goliath","Soricidae",54.84,1
"3397","Crocidura gracilipes","Soricidae",6.7,1
"3398","Crocidura grandiceps","Soricidae",23,1
"3399","Crocidura grandis","Soricidae",10.35,2
"3400","Crocidura grassei","Soricidae",13.5,1
"3401","Crocidura grayi","Soricidae",10.3,1
"3402","Crocidura greenwoodi","Soricidae",10.35,2
"3403","Crocidura harenna","Soricidae",8.5,1
"3404","Crocidura foetida","Soricidae",10.42,0
"3405","Solisorex pearsoni","Soricidae",10.3,2
"3406","Suncus lixus","Soricidae",4.9,1
"3407","Suncus hosei","Soricidae",7.64,2
"3408","Suncus fellowesgordoni","Soricidae",7.64,2
"3409","Suncus varilla","Soricidae",5,1
"3410","Suncus malayanus","Soricidae",5,1
"3411","Suncus megalura","Soricidae",5.38,1
"3412","Suncus mertensi","Soricidae",7.95,1
"3413","Suncus montanus","Soricidae",18,1
"3414","Suncus murinus","Soricidae",60.71,1
"3415","Suncus etruscus","Soricidae",2.13,1
"3416","Suncus stoliczkanus","Soricidae",9.43,1
"3417","Suncus infinitesimus","Soricidae",3,1
