"","Scientific","MSWFamilyLatin","BodyMass.Value","BodyMass.SpecLevel"
"513","Lepilemur mustelinus","Lepilemuridae",773,1
"514","Avahi laniger","Indriidae",900,1
"515","Avahi occidentalis","Indriidae",800,1
"516","Avahi unicolor","Indriidae",848.53,0
"517","Indri indri","Indriidae",8000,1
"518","Propithecus edwardsi","Indriidae",6573.27,1
"519","Propithecus verreauxi","Indriidae",3480,1
"520","Propithecus perrieri","Indriidae",5250,1
"521","Propithecus deckenii","Indriidae",4000,1
"522","Propithecus coquereli","Indriidae",4189.27,1
"523","Propithecus tattersalli","Indriidae",3500,1
"524","Propithecus diadema","Indriidae",7500,1
"525","Daubentonia madagascariensis","Daubentoniidae",2500,1
"526","Arctocebus aureus","Lorisidae",235,1
"527","Arctocebus calabarensis","Lorisidae",210,1
"528","Loris lydekkerianus","Lorisidae",254.06,1
"529","Loris tardigradus","Lorisidae",227.67,1
"530","Nycticebus coucang","Lorisidae",803.5,1
"531","Nycticebus pygmaeus","Lorisidae",900,1
"532","Nycticebus bengalensis","Lorisidae",1137.36,1
"533","Perodicticus potto","Lorisidae",1099.99,1
"534","Pseudopotto martini","Lorisidae",474.8,0
"535","Euoticus elegantulus","Galagidae",300,1
"536","Euoticus pallidus","Galagidae",230,1
"537","Galago gabonensis","Galagidae",165.68,0
"538","Galago thomasi","Galagidae",117.35,1
"539","Galago senegalensis","Galagidae",227.67,1
"540","Galago rondoensis","Galagidae",165.68,0
"541","Galago nyasae","Galagidae",165.68,0
"542","Galago orinus","Galagidae",165.68,0
"543","Galago zanzibaricus","Galagidae",147.35,1
"544","Galago matschiei","Galagidae",210,1
"545","Galago granti","Galagidae",165.68,0
"546","Galago alleni","Galagidae",260,1
"547","Galago cameronensis","Galagidae",165.68,0
"548","Galago gallarum","Galagidae",250,1
"549","Galago moholi","Galagidae",160,1
"550","Galago demidoff","Galagidae",66.04,1
"551","Otolemur monteiri","Galagidae",1577.16,1
"552","Otolemur garnettii","Galagidae",760,1
"553","Otolemur crassicaudatus","Galagidae",1500,1
"554","Saguinus niger","Cebidae",462.13,0
"555","Saguinus midas","Cebidae",540,1
"556","Saguinus mystax","Cebidae",618,1
"557","Saguinus pileatus","Cebidae",462.13,0
"558","Saguinus nigricollis","Cebidae",462,1
"559","Saguinus bicolor","Cebidae",465,1
"560","Saguinus fuscicollis","Cebidae",387,1
"561","Saguinus leucopus","Cebidae",440,1
"562","Saguinus tripartitus","Cebidae",393.5,1
"563","Saguinus geoffroyi","Cebidae",486.5,1
"564","Saguinus oedipus","Cebidae",430,1
"565","Saguinus martinsi","Cebidae",462.13,0
"566","Saguinus labiatus","Cebidae",575,1
"567","Saguinus inustus","Cebidae",410.5,1
"568","Saguinus imperator","Cebidae",400,1
"569","Saguinus graellsi","Cebidae",462.13,0
"570","Saguinus melanoleucus","Cebidae",462.13,0
"571","Callimico goeldii","Cebidae",480,1
"572","Callithrix flaviceps","Cebidae",342,1
"573","Callithrix kuhlii","Cebidae",342,1
"574","Callithrix geoffroyi","Cebidae",342,1
"575","Callithrix aurita","Cebidae",342,1
"576","Callithrix penicillata","Cebidae",342,1
"577","Callithrix jacchus","Cebidae",292,1
"578","Callithrix nigriceps","Cebidae",401.12,1
"579","Callithrix intermedia","Cebidae",335.61,0
"580","Callithrix leucippe","Cebidae",335.61,0
"581","Callithrix manicorensis","Cebidae",335.61,0
"582","Callithrix marcai","Cebidae",335.61,0
"583","Callithrix melanura","Cebidae",335.61,0
"584","Callithrix humeralifera","Cebidae",374.99,1
"585","Callithrix saterei","Cebidae",441.25,1
"586","Callithrix mauesi","Cebidae",443.79,1
"587","Callithrix emiliae","Cebidae",309.58,1
"588","Callithrix chrysoleuca","Cebidae",335.61,0
"589","Callithrix argentata","Cebidae",440,1
"590","Callithrix acariensis","Cebidae",335.61,0
"591","Callithrix pygmaea","Cebidae",125,1
"592","Callithrix humilis","Cebidae",335.61,0
"593","Leontopithecus rosalia","Cebidae",535.5,1
"594","Leontopithecus chrysopygus","Cebidae",700,1
"595","Leontopithecus chrysomelas","Cebidae",572.8,1
"596","Leontopithecus caissara","Cebidae",572,1
"597","Cebus apella","Cebidae",2500,1
"598","Cebus capucinus","Cebidae",2733.32,1
"599","Cebus kaapori","Cebidae",3000,1
"600","Cebus nigritus","Cebidae",2687.21,0
"601","Cebus olivaceus","Cebidae",2599.98,1
"602","Cebus xanthosternos","Cebidae",2687.21,0
"603","Cebus albifrons","Cebidae",2629,1
"604","Cebus libidinosus","Cebidae",2687.21,0
"605","Saimiri boliviensis","Cebidae",615.01,1
"606","Saimiri oerstedii","Cebidae",278.5,1
"607","Saimiri sciureus","Cebidae",743.24,1
"608","Saimiri ustus","Cebidae",1000,1
"609","Saimiri vanzolinii","Cebidae",769.61,1
"610","Ateles paniscus","Atelidae",7900.05,1
"611","Ateles geoffroyi","Atelidae",5284.94,1
"612","Ateles hybridus","Atelidae",6394.85,0
"613","Ateles fusciceps","Atelidae",9100,1
"614","Ateles marginatus","Atelidae",5999.98,1
"615","Ateles chamek","Atelidae",5999.98,1
"616","Ateles belzebuth","Atelidae",5000,1
"617","Brachyteles hypoxanthus","Atelidae",13499.88,0
"618","Brachyteles arachnoides","Atelidae",13499.88,1
"619","Lagothrix lagotricha","Atelidae",6299.99,1
"620","Lagothrix lugens","Atelidae",6,1
"621","Lagothrix poeppigii","Atelidae",62.31,0
"622","Lagothrix cana","Atelidae",6.4,1
"623","Oreonax flavicauda","Atelidae",8229.12,1
"624","Alouatta seniculus","Atelidae",6145.54,1
"625","Alouatta guariba","Atelidae",5188.33,1
"626","Alouatta belzebul","Atelidae",6400,1
"627","Alouatta caraya","Atelidae",5862.46,1
"628","Alouatta coibensis","Atelidae",6320.06,0
"629","Alouatta macconnelli","Atelidae",6320.06,0
"630","Alouatta nigerrima","Atelidae",6320.06,0
"631","Alouatta palliata","Atelidae",7274.95,1
"632","Alouatta sara","Atelidae",6611.04,1
"633","Alouatta pigra","Atelidae",7000.03,1
"634","Aotus nigriceps","Aotidae",1060.01,1
"635","Aotus miconax","Aotidae",800,1
"636","Aotus azarae","Aotidae",929.57,1
"637","Aotus vociferans","Aotidae",872.99,1
"638","Aotus lemurinus","Aotidae",872.99,1
"639","Aotus nancymaae","Aotidae",788.01,1
"640","Aotus trivirgatus","Aotidae",899.99,1
"641","Aotus hershkovitzi","Aotidae",800,1
"642","Callicebus ornatus","Pitheciidae",1170.5,1
"643","Callicebus caligatus","Pitheciidae",992.41,1
"644","Callicebus baptista","Pitheciidae",1011.32,0
"645","Callicebus brunneus","Pitheciidae",992.41,1
"646","Callicebus bernhardi","Pitheciidae",950,1
"647","Callicebus coimbrai","Pitheciidae",1011.32,0
"648","Callicebus barbarabrownae","Pitheciidae",1011.32,0
"649","Callicebus stephennashi","Pitheciidae",690,1
"650","Callicebus cinerascens","Pitheciidae",992.41,1
"651","Callicebus pallescens","Pitheciidae",800,1
"652","Callicebus olallae","Pitheciidae",992.41,1
"653","Callicebus oenanthe","Pitheciidae",992.41,1
"654","Callicebus nigrifrons","Pitheciidae",1011.32,0
"655","Callicebus dubius","Pitheciidae",992.41,1
"656","Callicebus hoffmannsi","Pitheciidae",992.41,1
"657","Callicebus personatus","Pitheciidae",1349.99,1
"658","Callicebus donacophilus","Pitheciidae",795.01,1
"659","Callicebus discolor","Pitheciidae",1005,1
"660","Callicebus melanochir","Pitheciidae",1370,1
"661","Callicebus modestus","Pitheciidae",992.41,1
"662","Callicebus cupreus","Pitheciidae",915,1
"663","Callicebus moloch","Pitheciidae",854.73,1
"664","Callicebus regulus","Pitheciidae",1011.32,0
"665","Callicebus torquatus","Pitheciidae",1050,1
"666","Callicebus purinus","Pitheciidae",1011.32,0
"667","Callicebus lugens","Pitheciidae",1011.32,0
"668","Callicebus lucifer","Pitheciidae",1500,1
"669","Callicebus medemi","Pitheciidae",1205,1
"670","Cacajao calvus","Pitheciidae",5796.02,1
"671","Cacajao melanocephalus","Pitheciidae",3100,1
"672","Chiropotes chiropotes","Pitheciidae",2949.58,0
"673","Chiropotes albinasus","Pitheciidae",2900.01,1
"674","Chiropotes utahickae","Pitheciidae",2949.58,0
"675","Chiropotes israelita","Pitheciidae",2949.58,0
"676","Chiropotes satanas","Pitheciidae",2999.99,1
"677","Pithecia pithecia","Pitheciidae",1375.5,1
"678","Pithecia irrorata","Pitheciidae",2240.99,1
"679","Pithecia albicans","Pitheciidae",2800.01,1
"680","Pithecia aequatorialis","Pitheciidae",2249.99,1
"681","Pithecia monachus","Pitheciidae",1537.52,1
"682","Allenopithecus nigroviridis","Cercopithecidae",4749.96,1
"683","Macaca leonina","Cercopithecidae",5786.96,0
"684","Macaca maura","Cercopithecidae",7300,1
"685","Macaca mulatta","Cercopithecidae",3713,1
"686","Macaca nemestrina","Cercopithecidae",6296.5,1
"687","Macaca nigra","Cercopithecidae",6400,1
"688","Macaca nigrescens","Cercopithecidae",5786.96,0
"689","Macaca ochreata","Cercopithecidae",2600,1
"690","Macaca radiata","Cercopithecidae",3690,1
"691","Macaca arctoides","Cercopithecidae",5000,1
"692","Macaca hecki","Cercopithecidae",5786.96,0
"693","Macaca pagensis","Cercopithecidae",4534.66,1
"694","Macaca fascicularis","Cercopithecidae",3991.5,1
"695","Macaca cyclopis","Cercopithecidae",6000,1
"696","Macaca assamensis","Cercopithecidae",12000,1
"697","Macaca siberu","Cercopithecidae",5786.96,0
"698","Macaca silenus","Cercopithecidae",4750,1
"699","Macaca tonkeana","Cercopithecidae",9000,1
"700","Macaca thibetana","Cercopithecidae",12000,1
"701","Macaca sylvanus","Cercopithecidae",7000.03,1
"702","Macaca sinica","Cercopithecidae",3590,1
"703","Macaca fuscata","Cercopithecidae",10400,1
"704","Cercocebus galeritus","Cercopithecidae",7835.02,1
"705","Cercocebus sanjei","Cercopithecidae",8000,1
"706","Cercocebus atys","Cercopithecidae",6941.24,1
"707","Cercocebus agilis","Cercopithecidae",8000,1
"708","Cercocebus chrysogaster","Cercopithecidae",12000,1
"709","Cercocebus torquatus","Cercopithecidae",7749.97,1
"710","Cercopithecus sclateri","Cercopithecidae",3375,1
"711","Cercopithecus mona","Cercopithecidae",4208.33,1
"712","Cercopithecus neglectus","Cercopithecidae",5479.99,1
"713","Cercopithecus nictitans","Cercopithecidae",5803.34,1
"714","Cercopithecus petaurista","Cercopithecidae",2774.98,1
"715","Cercopithecus pogonias","Cercopithecidae",3764.96,1
"716","Cercopithecus roloway","Cercopithecidae",5500,1
"717","Cercopithecus solatus","Cercopithecidae",6500,1
"718","Cercopithecus wolfi","Cercopithecidae",4000,1
"719","Cercopithecus mitis","Cercopithecidae",5000,1
"720","Cercopithecus kandti","Cercopithecidae",4291.5,0
"721","Cercopithecus preussi","Cercopithecidae",5250,1
"722","Cercopithecus doggetti","Cercopithecidae",4291.5,0
"723","Cercopithecus albogularis","Cercopithecidae",4291.5,0
"724","Cercopithecus ascanius","Cercopithecidae",3550,1
"725","Cercopithecus campbelli","Cercopithecidae",4099.96,1
"726","Cercopithecus cephus","Cercopithecidae",3484.98,1
"727","Cercopithecus diana","Cercopithecidae",4175.03,1
"728","Cercopithecus dryas","Cercopithecidae",3075,1
"729","Cercopithecus erythrogaster","Cercopithecidae",2500,1
"730","Cercopithecus erythrotis","Cercopithecidae",3918.33,1
"731","Cercopithecus hamlyni","Cercopithecidae",6875,1
"732","Cercopithecus lhoesti","Cercopithecidae",5375.02,1
"733","Cercopithecus lowei","Cercopithecidae",4400,1
"734","Cercopithecus denti","Cercopithecidae",4500,1
"735","Chlorocebus cynosuros","Cercopithecidae",4993,0
"736","Chlorocebus sabaeus","Cercopithecidae",4993,0
"737","Chlorocebus tantalus","Cercopithecidae",4993,0
"738","Chlorocebus djamdjamensis","Cercopithecidae",6000,1
"739","Chlorocebus aethiops","Cercopithecidae",4155,1
"740","Chlorocebus pygerythrus","Cercopithecidae",4993,0
"741","Erythrocebus patas","Cercopithecidae",8090,1
"742","Lophocebus albigena","Cercopithecidae",7690.06,1
"743","Lophocebus aterrimus","Cercopithecidae",6510.37,1
"744","Lophocebus opdenboschi","Cercopithecidae",7075.67,0
"745","Mandrillus leucophaeus","Cercopithecidae",14999.96,1
"746","Mandrillus sphinx","Cercopithecidae",18249.88,1
"747","Miopithecus talapoin","Cercopithecidae",1250,1
"748","Miopithecus ogouensis","Cercopithecidae",1250,0
"749","Papio cynocephalus","Cercopithecidae",15822.15,1
"750","Papio ursinus","Cercopithecidae",17729.44,1
"751","Papio hamadryas","Cercopithecidae",21250.05,1
"752","Papio anubis","Cercopithecidae",17728.56,1
"753","Papio papio","Cercopithecidae",18026.05,1
"754","Theropithecus gelada","Cercopithecidae",17049.83,1
"755","Colobus angolensis","Cercopithecidae",9850,1
"756","Colobus guereza","Cercopithecidae",10600,1
"757","Colobus polykomos","Cercopithecidae",9917.45,1
"758","Colobus satanas","Cercopithecidae",4319.96,1
"759","Colobus vellerosus","Cercopithecidae",7700.18,1
"760","Nasalis larvatus","Cercopithecidae",9000,1
"761","Piliocolobus preussi","Cercopithecidae",8865.71,1
"762","Piliocolobus tholloni","Cercopithecidae",8591.69,0
"763","Piliocolobus rufomitratus","Cercopithecidae",8030.75,1
"764","Piliocolobus pennantii","Cercopithecidae",10896,1
"765","Piliocolobus kirkii","Cercopithecidae",7158.29,1
"766","Piliocolobus gordonorum","Cercopithecidae",8591.69,0
"767","Piliocolobus foai","Cercopithecidae",8591.69,0
"768","Piliocolobus tephrosceles","Cercopithecidae",8591.69,0
"769","Piliocolobus badius","Cercopithecidae",8430.4,1
"770","Presbytis frontata","Cercopithecidae",6050,1
"771","Presbytis thomasi","Cercopithecidae",6690,1
"772","Presbytis siamensis","Cercopithecidae",5895.06,1
"773","Presbytis rubicunda","Cercopithecidae",6300,1
"774","Presbytis potenziani","Cercopithecidae",6450,1
"775","Presbytis natunae","Cercopithecidae",6374.15,0
"776","Presbytis hosei","Cercopithecidae",6500,1
"777","Presbytis femoralis","Cercopithecidae",7000,1
"778","Presbytis chrysomelas","Cercopithecidae",6374.15,0
"779","Presbytis comata","Cercopithecidae",6250,1
"780","Presbytis melalophos","Cercopithecidae",6300,1
"781","Procolobus verus","Cercopithecidae",4000,1
"782","Pygathrix nigripes","Cercopithecidae",10333.32,1
"783","Pygathrix nemaeus","Cercopithecidae",8310,1
"784","Pygathrix cinerea","Cercopithecidae",9266.6,0
"785","Rhinopithecus brelichi","Cercopithecidae",12267.15,1
"786","Rhinopithecus bieti","Cercopithecidae",11000.54,1
"787","Rhinopithecus avunculus","Cercopithecidae",9086.19,1
"788","Rhinopithecus roxellana","Cercopithecidae",13456.8,1
"789","Semnopithecus priam","Cercopithecidae",10752,0
"790","Semnopithecus ajax","Cercopithecidae",10752,0
"791","Semnopithecus hypoleucos","Cercopithecidae",10026.65,1
"792","Semnopithecus hector","Cercopithecidae",10752,0
"793","Semnopithecus entellus","Cercopithecidae",11529.83,1
"794","Semnopithecus schistaceus","Cercopithecidae",10752,0
"795","Semnopithecus dussumieri","Cercopithecidae",10752,0
"796","Simias concolor","Cercopithecidae",7393.9,1
"797","Trachypithecus geei","Cercopithecidae",8350,1
"798","Trachypithecus shortridgei","Cercopithecidae",8516.46,0
"799","Trachypithecus poliocephalus","Cercopithecidae",8516.46,0
"800","Trachypithecus pileatus","Cercopithecidae",11450,1
"801","Trachypithecus phayrei","Cercopithecidae",8400,1
"802","Trachypithecus obscurus","Cercopithecidae",6420,1
"803","Trachypithecus laotum","Cercopithecidae",8516.46,0
"804","Trachypithecus germaini","Cercopithecidae",8516.46,0
"805","Trachypithecus francoisi","Cercopithecidae",7325,1
"806","Trachypithecus ebenus","Cercopithecidae",8516.46,0
"807","Trachypithecus delacouri","Cercopithecidae",8516.46,0
"808","Trachypithecus cristatus","Cercopithecidae",8350,1
"809","Trachypithecus barbei","Cercopithecidae",8516.46,0
"810","Trachypithecus auratus","Cercopithecidae",7100,1
"811","Trachypithecus hatinhensis","Cercopithecidae",8516.46,0
"812","Trachypithecus vetulus","Cercopithecidae",8830,1
"813","Trachypithecus johnii","Cercopithecidae",11921,1
"814","Bunopithecus hoolock","Hylobatidae",6699,1
"815","Hylobates albibarbis","Hylobatidae",5692.08,0
"816","Hylobates klossii","Hylobatidae",5800,1
"817","Hylobates agilis","Hylobatidae",5650,1
"818","Hylobates muelleri","Hylobatidae",6000,1
"819","Hylobates moloch","Hylobatidae",6500,1
"820","Hylobates lar","Hylobatidae",4892,1
"821","Hylobates pileatus","Hylobatidae",5440,1
"822","Nomascus concolor","Hylobatidae",6410.47,1
"823","Nomascus siki","Hylobatidae",6850.16,0
"824","Nomascus gabriellae","Hylobatidae",6850.16,0
"825","Nomascus leucogenys","Hylobatidae",7320,1
"826","Nomascus hainanus","Hylobatidae",6850.16,0
"827","Symphalangus syndactylus","Hylobatidae",10839,1
"828","Gorilla gorilla","Hominidae",131625.52,1
"829","Gorilla beringei","Hominidae",149325.19,1
"830","Homo sapiens","Hominidae",58540.63,1
"831","Pan paniscus","Hominidae",34000.08,1
"832","Pan troglodytes","Hominidae",42500,1
"833","Pongo abelii","Hominidae",39696.12,1
"834","Pongo pygmaeus","Hominidae",37000,1
"835","Tarsius pelengensis","Tarsiidae",165,1
"836","Tarsius pumilus","Tarsiidae",27.5,1
"837","Tarsius sangirensis","Tarsiidae",165,1
"838","Tarsius syrichta","Tarsiidae",113.5,1
"839","Tarsius bancanus","Tarsiidae",94.25,1
"840","Tarsius dentatus","Tarsiidae",110.42,1
"841","Tarsius tarsier","Tarsiidae",168.04,1
"842","Aplodontia rufa","Aplodontiidae",1003.99,1
"843","Ratufa affinis","Sciuridae",1156.25,1
"844","Ratufa bicolor","Sciuridae",2050,1
"845","Ratufa indica","Sciuridae",1060,1
"846","Ratufa macroura","Sciuridae",1327.08,1
"847","Sciurillus pusillus","Sciuridae",39,1
"848","Microsciurus alfari","Sciuridae",87.5,1
"849","Microsciurus santanderensis","Sciuridae",99.8,1
"850","Microsciurus mimulus","Sciuridae",120,1
"851","Microsciurus flaviventer","Sciuridae",92,1
"852","Rheithrosciurus macrotis","Sciuridae",1225,1
"853","Sciurus carolinensis","Sciuridae",506.5,1
"854","Sciurus nayaritensis","Sciuridae",697,1
"855","Sciurus niger","Sciuridae",761.9,1
"856","Sciurus oculatus","Sciuridae",649.99,1
"857","Sciurus variegatoides","Sciuridae",485,1
"858","Sciurus vulgaris","Sciuridae",333,1
"859","Sciurus colliaei","Sciuridae",498,1
"860","Sciurus aureogaster","Sciuridae",595,1
"861","Sciurus arizonensis","Sciuridae",646.99,1
"862","Sciurus yucatanensis","Sciuridae",225,1
"863","Sciurus alleni","Sciuridae",434.5,1
"864","Sciurus lis","Sciuridae",264.3,1
"865","Sciurus deppei","Sciuridae",190,1
"866","Sciurus aberti","Sciuridae",623.99,1
"867","Sciurus stramineus","Sciuridae",433.3,1
"868","Sciurus richmondi","Sciuridae",205,1
"869","Sciurus pucheranii","Sciuridae",803.01,1
"870","Sciurus sanborni","Sciuridae",136,1
"871","Sciurus gilvigularis","Sciuridae",803.01,1
"872","Sciurus granatensis","Sciuridae",250,1
"873","Sciurus ignitus","Sciuridae",190,1
"874","Sciurus aestuans","Sciuridae",185,1
"875","Sciurus anomalus","Sciuridae",256,1
"876","Sciurus flammifer","Sciuridae",4292.99,1
"877","Sciurus pyrrhinus","Sciuridae",482,1
"878","Sciurus griseus","Sciuridae",731,1
"879","Sciurus spadiceus","Sciuridae",403.33,1
"880","Sciurus igniventris","Sciuridae",700,1
"881","Syntheosciurus brochus","Sciuridae",132.84,1
"882","Tamiasciurus hudsonicus","Sciuridae",201.17,1
"883","Tamiasciurus mearnsi","Sciuridae",231.58,2
"884","Tamiasciurus douglasii","Sciuridae",225,1
"885","Aeretes melanopterus","Sciuridae",753.23,2
"886","Aeromys thomasi","Sciuridae",1435,1
"887","Aeromys tephromelas","Sciuridae",1075,1
"888","Belomys pearsonii","Sciuridae",217,1
"889","Biswamoyopterus biswasi","Sciuridae",1613.3,1
"890","Eoglaucomys fimbriatus","Sciuridae",510,1
"891","Eupetaurus cinereus","Sciuridae",2500,1
"892","Glaucomys volans","Sciuridae",63.87,1
"893","Glaucomys sabrinus","Sciuridae",166,1
"894","Hylopetes winstoni","Sciuridae",170.82,2
"895","Hylopetes spadiceus","Sciuridae",84.25,1
"896","Hylopetes sipora","Sciuridae",89.2,1
"897","Hylopetes platyurus","Sciuridae",56.98,1
"898","Hylopetes phayrei","Sciuridae",227,1
"899","Hylopetes nigripes","Sciuridae",534,1
"900","Hylopetes lepidus","Sciuridae",50,1
"901","Hylopetes alboniger","Sciuridae",255.38,1
"902","Hylopetes bartelsi","Sciuridae",146.63,2
